"","text","in_reply_to_user_id","conversation_id","created_at.x","lang","reply_settings","possibly_sensitive","id","author_id","url","verified","created_at.y","location","protected","username","pinned_tweet_id","description","name","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"144","#RedTide brings beach lovers to #AnnaMariaIsland . https   twitter com bradentonherald status 1028701547465768962",NA,"1028704503892267008",2018-08-12 18:07:20,"en","everyone",FALSE,"1028704503892267008","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",1,0,1,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"#RedTide brings beach lovers to #AnnaMariaIsland https://t.co/Waac5ZnmVd"
"145","Home sweet home! So thankful there is no red tide here! I pray it stays away!! We just went out to Anna Maria Island all the way up to Sarasota and the red tide is so bad, it is simply… . https   www instagram com p BmY4wr nccp",NA,"1028710356854681600",2018-08-12 18:30:36,"en","everyone",FALSE,"1028710356854681600","2495983971",NA,FALSE,"2014-04-20T00:34:18.000Z",NA,FALSE,"melkcountrygirl",NA,"live, laugh, love ♡
Huge Big & Rich Fan
Love some John Rich🥰

Melissa & Brian @
Bar Konitzer","Melissa","https://pbs.twimg.com/profile_images/608599389880332289/6lUPVuHH_normal.jpg",0,0,0,0,0,"445510b59110e7a2",571,2076,6121,1,"Home sweet home! So thankful there is no red tide here! I pray it stays away!! We just went out to Anna Maria Island all the way up to Sarasota and the red tide is so bad, it is simply… https://t.co/DZXznpnfPm"
"146","Hundreds gather along Anna Maria Island beach in demonstration against #RedTide . https   www bradenton com news local article216406735 html",NA,"1028714592426438657",2018-08-12 18:47:26,"en","everyone",FALSE,"1028714592426438657","35984854","https://t.co/BCOBpCDHlV",FALSE,"2009-04-28T04:12:30.000Z","Florida, USA",FALSE,"SamPutterman",NA,"Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org","Samantha Putterman","https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg",4,1,4,0,0,"008338532a26abed",1344,1252,5924,57,"Hundreds gather along Anna Maria Island beach in demonstration against #RedTide https://t.co/XbmasDOaCm"
"147","@SamPutterman It's my understanding that red tide is a naturally occurring condition and not created by anything mankind is doing. They're protesting against nature?. ","35984854","1028714592426438657",2018-08-12 18:53:39,"en","everyone",FALSE,"1028716157954674688","840503635",NA,FALSE,"2012-09-22T21:48:31.000Z","Florida, USA",FALSE,"esslinger62",NA,"A conservative progressive. Solutions, no ideology, donkeys or elephants. Re-tweets and likes aren't endorsements.","V","https://pbs.twimg.com/profile_images/750831506696892416/bLBoKl5q_normal.jpg",0,0,0,0,0,NA,76,367,25992,7,"@SamPutterman It's my understanding that red tide is a naturally occurring condition and not created by anything mankind is doing. They're protesting against nature?"
"148","The #gulfofmexico off #AnnaMariaIsland near Sandbar looks like this because of #RedTide . https   twitter com MRMasferrer status 1028719072593227776 video 1",NA,"1028719072593227776",2018-08-12 19:05:14,"en","everyone",FALSE,"1028719072593227776","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"3c2aec1245cb0d0c",3164,1918,76809,119,"The #gulfofmexico off #AnnaMariaIsland near Sandbar looks like this because of #RedTide https://t.co/KVA9vzh8b3"
"149","This red tide algae mess has me feeling like I have bronchitis again. ",NA,"1028734266837004289",2018-08-12 20:05:36,"en","everyone",FALSE,"1028734266837004289","380056536",NA,FALSE,"2011-09-26T00:42:55.000Z","Tennessee, USA",FALSE,"tayjcraw",NA,"she/her","taylore jo","https://pbs.twimg.com/profile_images/1582935846839271425/-0HFyuF3_normal.jpg",0,0,0,0,0,"224d8d4e6da92f36",674,226,9584,4,"This red tide algae mess has me feeling like I have bronchitis again"
"150","Sad that we are experiencing this Red Tide on the Gulf Coast of SWFL. Look at how many dead fish on the shores. Nonetheless, I used my time here to do some meditating. Meditation is to… . https   www instagram com p BmZQYcrA0ia",NA,"1028761413412704256",2018-08-12 21:53:29,"en","everyone",FALSE,"1028761413412704256","88836305","https://t.co/EUGWOXk0PE",FALSE,"2009-11-10T03:03:01.000Z","Florida, USA",FALSE,"RobAHernandez",NA,"""Provoking People to Pinpoint and Pursue their Purpose."" Speaker, Teacher, Mentor & Life Coach. Realestate Consultant @ Globetrotter.","Roberto Hernandez","https://pbs.twimg.com/profile_images/1120802667390033921/drZG-3Gp_normal.jpg",0,0,0,0,0,"b83641daa7c732dc",505,320,14876,19,"Sad that we are experiencing this Red Tide on the Gulf Coast of SWFL. Look at how many dead fish on the shores. Nonetheless, I used my time here to do some meditating. Meditation is to… https://t.co/ztkE1bEcsB"
"151","Pretty sure I caught a case of Red Tide today.. ",NA,"1028795046630445056",2018-08-13 00:07:07,"en","everyone",FALSE,"1028795046630445056","989657295415136256",NA,FALSE,"2018-04-27T00:07:40.000Z","Bradenton, FL",FALSE,"mraustinalan",NA,"Everyone creating is a member of the family, passing down genes and ideas in harmony","Austin Bartley","https://pbs.twimg.com/profile_images/989658730546515969/f7HfHNLv_normal.jpg",0,0,0,0,0,"0043956c6f41307f",25,91,202,0,"Pretty sure I caught a case of Red Tide today."
"152","Hundreds gather along Anna Maria Island beach in demonstration against red tide, @SamPutterman reports. #HandsAlongTheWater 
. https   www bradenton com news local article216406735 html",NA,"1029004377464492032",2018-08-13 13:58:56,"en","everyone",FALSE,"1029004377464492032","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",2,0,2,0,0,"008338532a26abed",2841,1468,31067,82,"Hundreds gather along Anna Maria Island beach in demonstration against red tide, @SamPutterman reports. #HandsAlongTheWater 
https://t.co/1ERqsOw2Uw"
"153","No end in sight for #redtide plaguing Anna Maria Island, reports @jajones1.
. https   www bradenton com news local article216599435 html",NA,"1029088796518834176",2018-08-13 19:34:23,"en","everyone",FALSE,"1029088796518834176","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"No end in sight for #redtide plaguing Anna Maria Island, reports @jajones1.
https://t.co/gdhniDtkuf"
"154","I’m so happy they finally declared a state of emergency after a month of Red Tide causing respiratory issues and mass die offs in the ecosystem for The Suncoast. ",NA,"1029119574871080960",2018-08-13 21:36:41,"en","everyone",FALSE,"1029119574871080960","561567421",NA,FALSE,"2012-04-23T23:50:19.000Z","Lakewood Ranch, FL",FALSE,"BurgByTheBay",NA,"Just a weird guy, trying to live his best life🌞♎️SCF’22🌝♓️Give it time, it’ll shine🌄♌️","🌸Chris🌸","https://pbs.twimg.com/profile_images/1362425003321536513/2Qr4Mhag_normal.jpg",0,0,1,0,0,"0064b4f401ced97c",305,778,12295,7,"I’m so happy they finally declared a state of emergency after a month of Red Tide causing respiratory issues and mass die offs in the ecosystem for The Suncoast"
"155","@MRMasferrer Hi Marc, I need some help.....I am a central florida resident that booked a reservation with Anna Maria Vacations arrival date Sept 8 for one week. due to this catastrophic ""Red Tide"" I do not want to expose my 83 year old mother, myself and our dog to this environmental hazard.. ","349049976","1028241663087595520",2018-08-14 02:24:47,"en","everyone",FALSE,"1029192077115109376","109591201",NA,FALSE,"2010-01-29T15:46:05.000Z",NA,FALSE,"MarliseS","1555590886809079809","","Mary Louise Stancil","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",0,1,0,0,0,NA,0,1,86,1,"@MRMasferrer Hi Marc, I need some help.....I am a central florida resident that booked a reservation with Anna Maria Vacations arrival date Sept 8 for one week. due to this catastrophic ""Red Tide"" I do not want to expose my 83 year old mother, myself and our dog to this environmental hazard."
"156","@MRMasferrer The AMV refuses to issue a refund of $2,238.52 to my cc. I bought CSA travel insurance-say NOT COVERED for Red Tide.Can you help me or send me to someone who can? Mary Louise. ","349049976","1028241663087595520",2018-08-14 02:28:16,"en","everyone",FALSE,"1029192952705429504","109591201",NA,FALSE,"2010-01-29T15:46:05.000Z",NA,FALSE,"MarliseS","1555590886809079809","","Mary Louise Stancil","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",0,0,0,0,0,NA,0,1,86,1,"@MRMasferrer The AMV refuses to issue a refund of $2,238.52 to my cc. I bought CSA travel insurance-say NOT COVERED for Red Tide.Can you help me or send me to someone who can? Mary Louise"
"157","@MarliseS No dogs allowed on beach so he/she should be OK ($500 fine). ","109591201","1028241663087595520",2018-08-14 02:28:27,"en","everyone",FALSE,"1029193000256266242","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"d096ac3f2b0da338",3164,1919,76817,119,"@MarliseS No dogs allowed on beach so he/she should be OK ($500 fine)"
"158","Tuesday’s Page 1 @bradentonherald Lots of good stuff: @saranealeigh (w/help from @urbanmark2014 &amp; @SamPutterman ) on Melissa Howard’s lie about her college background; &amp; @jajones1 &amp; @SamPutterman on the #RedTide disaster. And inside, a story about missing journo #FreeAustinTice . https   twitter com MRMasferrer status 1029318706097217536 photo 1",NA,"1029318706097217536",2018-08-14 10:47:58,"en","everyone",FALSE,"1029318706097217536","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",2,1,4,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Tuesday’s Page 1 @bradentonherald Lots of good stuff: @saranealeigh (w/help from @urbanmark2014 &amp; @SamPutterman ) on Melissa Howard’s lie about her college background; &amp; @jajones1 &amp; @SamPutterman on the #RedTide disaster. And inside, a story about missing journo #FreeAustinTice https://t.co/awEsFcapNP"
"159","#ReadLocal @bradentonherald &amp; . https   www bradenton com","349049976","1029318706097217536",2018-08-14 10:49:57,"und","everyone",FALSE,"1029319208763576322","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"d096ac3f2b0da338",3164,1919,76817,119,"#ReadLocal @bradentonherald &amp; https://t.co/yh6lSLqACX"
"160","#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP  . https   www wtsp com article news red tide red tide volunteers asked to clean up holmes beach shoreline 67 583875329. https   twitter com joshsidorowicz status 1029324640756346880 photo 1",NA,"1029324640756346880",2018-08-14 11:11:32,"en","everyone",FALSE,"1029324640756346880","141706091","https://t.co/hWQcHwPK4w",TRUE,"2010-05-08T20:14:22.000Z","Tampa, FL",FALSE,"JoshWTSP",NA,"// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com","Josh Sidorowicz WTSP","https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg",3,0,3,0,0,"008338532a26abed",2386,1284,16371,112,"#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS"
"161","FLORIDA: let’s get some things straight!

Red Tide is DIFFERENT than the Okeechobee Green Algae!

They are NOT related. Two different issues.

#RedTide #Okeechobee. ",NA,"1029343705885491203",2018-08-14 12:27:18,"en","everyone",FALSE,"1029343705885491203","31573143",NA,FALSE,"2009-04-16T00:23:50.000Z","Florida, USA",FALSE,"dilly__b",NA,"Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)","dilly","https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg",4,6,2,0,0,"00428f1c4b22dba6",658,3378,5807,13,"FLORIDA: let’s get some things straight!

Red Tide is DIFFERENT than the Okeechobee Green Algae!

They are NOT related. Two different issues.

#RedTide #Okeechobee"
"162","Red Tide is a naturally occurring algae bloom that has been documented since the early 1800s.

Okeechobee’s Green Sludge Algae is... well no one is really sure. But probs cause by the sugar companies.

#RedTide #Okeechobee. ","31573143","1029343705885491203",2018-08-14 12:27:19,"en","everyone",FALSE,"1029343710234988544","31573143",NA,FALSE,"2009-04-16T00:23:50.000Z","Florida, USA",FALSE,"dilly__b",NA,"Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)","dilly","https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg",0,0,2,0,0,"00428f1c4b22dba6",658,3378,5807,13,"Red Tide is a naturally occurring algae bloom that has been documented since the early 1800s.

Okeechobee’s Green Sludge Algae is... well no one is really sure. But probs cause by the sugar companies.

#RedTide #Okeechobee"
"163","@dilly__b Not true. The chemistry and non-competing other phytoplankton required for Karenia brevis to bloom may be impacted / additional catalyst from man made conditions. Suppression of other life through pollution has opened the door wide for extensive red tide. ","31573143","1029343705885491203",2018-08-14 12:31:28,"en","everyone",FALSE,"1029344754381873153","3845807188",NA,FALSE,"2015-10-02T19:44:24.000Z","Minneapolis MN",FALSE,"JodiWishMN","1606668753713995776","Love a good marching band & plumes. Repro-Choice, Book Freedom, LGBTQ ally, stop killing people, house the house-less ❤️T1 mom 💙⭐️🌹FCO mom","MNWish","https://pbs.twimg.com/profile_images/1518911473644412932/2FOG5sNx_normal.jpg",0,1,1,0,0,NA,3502,4969,42579,10,"@dilly__b Not true. The chemistry and non-competing other phytoplankton required for Karenia brevis to bloom may be impacted / additional catalyst from man made conditions. Suppression of other life through pollution has opened the door wide for extensive red tide"
"164","@dilly__b And once red tide is close to shore, pollution &amp; the nutrient run off from the lake is a further catalyst to the explosion we are seeing. ","31573143","1029343705885491203",2018-08-14 12:32:21,"en","everyone",FALSE,"1029344975279017984","3845807188",NA,FALSE,"2015-10-02T19:44:24.000Z","Minneapolis MN",FALSE,"JodiWishMN","1606668753713995776","Love a good marching band & plumes. Repro-Choice, Book Freedom, LGBTQ ally, stop killing people, house the house-less ❤️T1 mom 💙⭐️🌹FCO mom","MNWish","https://pbs.twimg.com/profile_images/1518911473644412932/2FOG5sNx_normal.jpg",0,0,1,0,0,NA,3502,4969,42579,10,"@dilly__b And once red tide is close to shore, pollution &amp; the nutrient run off from the lake is a further catalyst to the explosion we are seeing"
"165","@MRMasferrer Sadly, I knew it was only a matter of time. #redtide. ","349049976","1029351015127175168",2018-08-14 13:20:53,"en","everyone",FALSE,"1029357189109035008","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"@MRMasferrer Sadly, I knew it was only a matter of time. #redtide"
"166","My senses are grateful not to be on #redtide duty today, but @bradentonherald staffers @RCCallihan and @tompkinscondie are bringing you the latest today.. ",NA,"1029389499862867968",2018-08-14 15:29:16,"en","everyone",FALSE,"1029389499862867968","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",0,1,2,1,0,"008338532a26abed",2841,1468,31067,82,"My senses are grateful not to be on #redtide duty today, but @bradentonherald staffers @RCCallihan and @tompkinscondie are bringing you the latest today."
"167","@JDeleon1012 @bradentonherald @RCCallihan Your turn will come.... ","265559945","1029389499862867968",2018-08-14 15:57:47,"en","everyone",FALSE,"1029396675490734081","394878948","https://t.co/XG5wZPllJ4",TRUE,"2011-10-20T19:32:36.000Z","Bradenton, Florida",FALSE,"tompkinscondie",NA,"Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.","Tiffany Tompkins","https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png",0,1,0,0,0,NA,2345,2806,9736,60,"@JDeleon1012 @bradentonherald @RCCallihan Your turn will come..."
"168","@tompkinscondie @bradentonherald @RCCallihan I got three turns last week ... my nose, throat and taste buds can remember quite clearly.. ","394878948","1029389499862867968",2018-08-14 16:00:20,"en","everyone",FALSE,"1029397318280404993","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",0,1,0,0,0,"008338532a26abed",2841,1468,31067,82,"@tompkinscondie @bradentonherald @RCCallihan I got three turns last week ... my nose, throat and taste buds can remember quite clearly."
"169","@JDeleon1012 @bradentonherald @RCCallihan I got ALL the turns.. ","265559945","1029389499862867968",2018-08-14 16:00:51,"en","everyone",FALSE,"1029397449864097794","394878948","https://t.co/XG5wZPllJ4",TRUE,"2011-10-20T19:32:36.000Z","Bradenton, Florida",FALSE,"tompkinscondie",NA,"Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.","Tiffany Tompkins","https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png",0,1,1,0,0,NA,2345,2806,9736,60,"@JDeleon1012 @bradentonherald @RCCallihan I got ALL the turns."
"170","@tompkinscondie @bradentonherald @RCCallihan That's what this is really about, and of course that you miss working with me!. ","394878948","1029389499862867968",2018-08-14 16:02:38,"en","everyone",FALSE,"1029397898524610560","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"@tompkinscondie @bradentonherald @RCCallihan That's what this is really about, and of course that you miss working with me!"
"171","@elonmusk want to be a Pioneer and hero find a way to suck out this #RedTide. ","44196397","1029412824206987267",2018-08-14 17:01:57,"en","everyone",FALSE,"1029412824206987267","2924063531","https://t.co/CGcqdKFH9p",FALSE,"2014-12-16T01:43:59.000Z","FL",FALSE,"KathleenLong","1253508562321641472","#KAG Women for Trump Native NY'er #ProLife #MAGA2020 #Red wave #Family #standwithIsrael ✝ my family served #LivePDNation","KLONG","https://pbs.twimg.com/profile_images/1253505095993622528/RyzqeJXb_normal.jpg",0,0,0,0,0,"0064b4f401ced97c",418,976,18152,6,"@elonmusk want to be a Pioneer and hero find a way to suck out this #RedTide"
"172","@realDonaldTrump let’s stop 🛑 the #RedTide collaboration with @elonmusk to suck the algae.. ","25073877","1029413267884658688",2018-08-14 17:03:43,"en","everyone",FALSE,"1029413267884658688","2924063531","https://t.co/CGcqdKFH9p",FALSE,"2014-12-16T01:43:59.000Z","FL",FALSE,"KathleenLong","1253508562321641472","#KAG Women for Trump Native NY'er #ProLife #MAGA2020 #Red wave #Family #standwithIsrael ✝ my family served #LivePDNation","KLONG","https://pbs.twimg.com/profile_images/1253505095993622528/RyzqeJXb_normal.jpg",0,0,0,0,0,"0064b4f401ced97c",418,976,18152,6,"@realDonaldTrump let’s stop 🛑 the #RedTide collaboration with @elonmusk to suck the algae."
"173","Vacation week at Holmes Beach with red tide.  Thankful for the pool because the beach stinks and makes you cough.. ",NA,"1029421687182376960",2018-08-14 17:37:10,"en","everyone",FALSE,"1029421687182376960","123732211",NA,FALSE,"2010-03-17T02:17:23.000Z",NA,FALSE,"mkwhitti",NA,"","Matthew Whittington","https://pbs.twimg.com/profile_images/1031194192284999680/NZPCv2NV_normal.jpg",0,0,0,0,0,"19e150d848908604",1,29,97,1,"Vacation week at Holmes Beach with red tide.  Thankful for the pool because the beach stinks and makes you cough."
"174","@JodiWishMN I haven’t read anywhere that the two are related in any way. Correlation does not imply causation. Do you have facts to support that?  . https   www google com amp s okeechobeenews net lake okeechobee red tide comes from ocean not lake releases amp. https   twitter com dilly__b status 1029430896817004554 photo 1","3845807188","1029343705885491203",2018-08-14 18:13:46,"en","everyone",FALSE,"1029430896817004554","31573143",NA,FALSE,"2009-04-16T00:23:50.000Z","Florida, USA",FALSE,"dilly__b",NA,"Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)","dilly","https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg",0,0,0,0,0,"5acc3a887617d093",658,3378,5807,13,"@JodiWishMN I haven’t read anywhere that the two are related in any way. Correlation does not imply causation. Do you have facts to support that? https://t.co/oWkPV2wwXF https://t.co/3q64Ed0RdO"
"175","Locals say normally #CoquinaBeach would be busier... #RedTide #Florida #Bradenton #FLwx #FLEnvironment #WFTV . https   twitter com GWaldenWFTV status 1029475928869621761 photo 1",NA,"1029475928869621761",2018-08-14 21:12:42,"en","everyone",FALSE,"1029475928869621761","27750332","https://t.co/nQrWky2ePo",TRUE,"2009-03-30T22:41:31.000Z","Orlando, FL",FALSE,"GWaldenWFTV",NA,"Grew up on a Wisconsin dairy farm with 10 brothers & sisters. BS Geological Engineering & Geology Wisconsin. MS Atmospheric Science UCLA. Meteorologist @WFTV.","George Waldenberger","https://pbs.twimg.com/profile_images/851264637450334210/e8qhdOCZ_normal.jpg",1,0,2,2,0,"07d9db6fd6486002",8492,959,30484,234,"Locals say normally #CoquinaBeach would be busier... #RedTide #Florida #Bradenton #FLwx #FLEnvironment #WFTV https://t.co/quqgBZ7PC5"
"176","Lol some old guy comes into the county admin center complaining about our county accepting aid from the federal government for the red tide problem. Like, really?. ",NA,"1029476800081092608",2018-08-14 21:16:10,"en","everyone",FALSE,"1029476800081092608","149648552","https://t.co/AtjFDRJn0Z",FALSE,"2010-05-29T21:07:56.000Z","Sarasota, FL",FALSE,"TWeezy91","675545344437067776","GIS professional. KY-KS-KY-FL. Midway upon the journey of our lives, I found myself upon a forest dark, for the straightforward path had been lost.","Tyler","https://pbs.twimg.com/profile_images/1346887472748371969/KjAYWg5__normal.jpg",0,0,0,0,0,"008338532a26abed",302,380,26568,3,"Lol some old guy comes into the county admin center complaining about our county accepting aid from the federal government for the red tide problem. Like, really?"
"177","Freshwater fish, saltwater fish, Morray Eels, #stingrays ... 1000s dead along the shore of #PalmaSola in #Bradenton. #WFTV #Florida #FLwx #FLEnvironment #RedTide . https   twitter com GWaldenWFTV status 1029502765456871424 video 1",NA,"1029502765456871424",2018-08-14 22:59:21,"en","everyone",FALSE,"1029502765456871424","27750332","https://t.co/nQrWky2ePo",TRUE,"2009-03-30T22:41:31.000Z","Orlando, FL",FALSE,"GWaldenWFTV",NA,"Grew up on a Wisconsin dairy farm with 10 brothers & sisters. BS Geological Engineering & Geology Wisconsin. MS Atmospheric Science UCLA. Meteorologist @WFTV.","George Waldenberger","https://pbs.twimg.com/profile_images/851264637450334210/e8qhdOCZ_normal.jpg",11,5,8,1,0,"07d9d4913d086000",8492,959,30484,234,"Freshwater fish, saltwater fish, Morray Eels, #stingrays ... 1000s dead along the shore of #PalmaSola in #Bradenton. #WFTV #Florida #FLwx #FLEnvironment #RedTide https://t.co/h9adGt1SSP"
"178","@GWaldenWFTV This is so terrible!! Ugh.. The whole gulf coast is just so bad. ","27750332","1029502765456871424",2018-08-14 23:38:54,"en","everyone",FALSE,"1029512720041865216","138449949","https://t.co/HLkxRPvIP3",FALSE,"2010-04-29T15:37:55.000Z","Florida, USA",FALSE,"vipey1","1614771784552685568","Florida man on a digital nomad quest. Astrophotography & Astronomy. Truth seeker. Web dev. SC2 origins. Wildlife biology/conservation. FPV drones.IG for my pics","Ryan 🔭","https://pbs.twimg.com/profile_images/1527418084260253696/eD5HP2E5_normal.jpg",0,1,0,0,0,NA,777,2864,6399,34,"@GWaldenWFTV This is so terrible!! Ugh.. The whole gulf coast is just so bad"
"179","Another sad sight of all these dead fish piled up along the #PalmaSola shoreline in #Bradenton, #Florida from the #RedTide. #WFTV . https   twitter com GWaldenWFTV status 1029515819452170240 photo 1",NA,"1029515819452170240",2018-08-14 23:51:13,"en","everyone",FALSE,"1029515819452170240","27750332","https://t.co/nQrWky2ePo",TRUE,"2009-03-30T22:41:31.000Z","Orlando, FL",FALSE,"GWaldenWFTV",NA,"Grew up on a Wisconsin dairy farm with 10 brothers & sisters. BS Geological Engineering & Geology Wisconsin. MS Atmospheric Science UCLA. Meteorologist @WFTV.","George Waldenberger","https://pbs.twimg.com/profile_images/851264637450334210/e8qhdOCZ_normal.jpg",1,0,2,0,0,"07d9d4913d086000",8492,959,30484,234,"Another sad sight of all these dead fish piled up along the #PalmaSola shoreline in #Bradenton, #Florida from the #RedTide. #WFTV https://t.co/mcIJlvM3IB"
"180","@SwayedPillow @NatGeo I never said to ignore it... there’s just no concrete evidence either way. There are people who seem to forget that Red Tide has been *documented* for over 200 years.

I think we should be giving more funding for research! 😊. ","917294970125524992","1029343705885491203",2018-08-15 01:36:41,"en","everyone",FALSE,"1029542359866978304","31573143",NA,FALSE,"2009-04-16T00:23:50.000Z","Florida, USA",FALSE,"dilly__b",NA,"Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)","dilly","https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg",0,0,0,0,0,"011ed4fb4c93abc7",658,3378,5807,13,"@SwayedPillow @NatGeo I never said to ignore it... there’s just no concrete evidence either way. There are people who seem to forget that Red Tide has been *documented* for over 200 years.

I think we should be giving more funding for research! 😊"
