"","text","id","possibly_sensitive","author_id","created_at.x","lang","reply_settings","conversation_id","in_reply_to_user_id","pinned_tweet_id","protected","verified","username","description","url","location","created_at.y","profile_image_url","name","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"117","@marie_cavanagh Do you think the purified Peace River &amp; Caloosahatchee have anything to do with it; when the river water runs green, we refer to that as purification?. ","1027592107916181504",FALSE,"888769659851481090",2018-08-09 16:27:04,"en","everyone","1027553767829450756","28243008",NA,FALSE,FALSE,"skip_truman","Fighting for government managed health care for all Americans, equal rights for all Americans and equal protection under the law.",NA,"America","2017-07-22T14:36:14.000Z","https://pbs.twimg.com/profile_images/891272183179235328/B5wOP6zA_normal.jpg","BYE, BYE; HARLEY-DAVIDSON !",0,0,0,0,0,NA,1316,1407,17439,6,"@marie_cavanagh Do you think the purified Peace River &amp; Caloosahatchee have anything to do with it; when the river water runs green, we refer to that as purification?"
"118","@daisy_may_lord it’s so sad, &amp; there’s been dolphins, manatees &amp; turtles too 💔 💔. ","1027602607530016774",FALSE,"28243008",2018-08-09 17:08:48,"en","everyone","1027553767829450756","315848747",NA,FALSE,FALSE,"marie_cavanagh","Coffee & karaoke enthusiast. Working on climate change & net zero.",NA,"London","2009-04-02T00:59:04.000Z","https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg","marie cavanagh",0,0,0,0,0,"4ec01c9dbc693497",166,113,1716,2,"@daisy_may_lord it’s so sad, &amp; there’s been dolphins, manatees &amp; turtles too 💔 💔"
"119","@JessCarps so sad 💔💔. ","1027602979300487168",FALSE,"28243008",2018-08-09 17:10:16,"en","everyone","1027553767829450756","351505147",NA,FALSE,FALSE,"marie_cavanagh","Coffee & karaoke enthusiast. Working on climate change & net zero.",NA,"London","2009-04-02T00:59:04.000Z","https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg","marie cavanagh",0,0,0,0,0,"4ec01c9dbc693497",166,113,1716,2,"@JessCarps so sad 💔💔"
"120","Happy Friday! Today’s @bradentonherald Page 1 is all #ReadLocal - @SamPutterman on an awful tragedy, @urbanmark2014 on local reaction to Russia election threat &amp; @saranealeigh on the latest on #RedTide Read more at  . https   www bradenton com. https   twitter com MRMasferrer status 1027854908777811968 photo 1","1027854908777811968",FALSE,"349049976",2018-08-10 09:51:21,"en","everyone","1027854908777811968",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",1,0,1,0,0,"008338532a26abed",3164,1918,76809,119,"Happy Friday! Today’s @bradentonherald Page 1 is all #ReadLocal - @SamPutterman on an awful tragedy, @urbanmark2014 on local reaction to Russia election threat &amp; @saranealeigh on the latest on #RedTide Read more at https://t.co/yh6lSLqACX https://t.co/zZmZ0jqRxL"
"121","Follow @saranealeigh and @tompkinscondie for today's latest updates on #redtide from #AnnaMariaIsland.. ","1027911261982547968",FALSE,"265559945",2018-08-10 13:35:17,"en","everyone","1027910996533407746","265559945","1612861489475457029",FALSE,TRUE,"JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC","Bradenton, FL","2011-03-13T19:24:39.000Z","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Follow @saranealeigh and @tompkinscondie for today's latest updates on #redtide from #AnnaMariaIsland."
"122","@samdaman32215 @JDeleon1012 Had to leave early on Thursday.  Beach was was covered with dead fish and many more floating in the water.  Water is dark.  It was even difficult to sit on balcony due to smell.. ","1027945430557122562",FALSE,"134696426",2018-08-10 15:51:03,"en","everyone","1027201708198436864","760904763387019265",NA,FALSE,FALSE,"Svandmd","N.J. dentist #voteblue #strongertogether",NA,"Andover, NJ, USA","2010-04-19T05:34:57.000Z","https://pbs.twimg.com/profile_images/2456299618/image_normal.jpg","Svanderpaauw DMD 🌊🌊😷☮️🌻💔🦷👩🏻‍💼",0,0,0,0,0,NA,1982,3105,18063,2,"@samdaman32215 @JDeleon1012 Had to leave early on Thursday.  Beach was was covered with dead fish and many more floating in the water.  Water is dark.  It was even difficult to sit on balcony due to smell."
"123","My Gulf Coast beaches are empty. #RedTide #globalwarming @ Coquina Beach . https   www instagram com p BmTo1KFn_Ob","1027970819744509952",FALSE,"100664185",2018-08-10 17:31:56,"en","everyone","1027970819744509952",NA,NA,FALSE,FALSE,"TalkingArts2","Exploring traditional and contemporary visual and performing arts, literature, and film of Africa and its Diaspora",NA,"Florida, USA","2009-12-31T03:09:31.000Z","https://pbs.twimg.com/profile_images/837524502439305216/ZjJNNQJu_normal.jpg","Paul T",0,0,0,0,0,"224d8d4e6da92f36",249,991,1170,10,"My Gulf Coast beaches are empty. #RedTide #globalwarming @ Coquina Beach https://t.co/YHEjOtXMVZ"
"124","Who crashed this couple’s dream wedding? Thousands of dead fish, video by @tompkinscondie. #Redtide would definitely have earned a bridezilla moment if you ask me. 
 . https   www bradenton com news local article216445025 html","1027990765664911360",FALSE,"265559945",2018-08-10 18:51:12,"en","everyone","1027989970932383744","265559945","1612861489475457029",FALSE,TRUE,"JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC","Bradenton, FL","2011-03-13T19:24:39.000Z","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Who crashed this couple’s dream wedding? Thousands of dead fish, video by @tompkinscondie. #Redtide would definitely have earned a bridezilla moment if you ask me. 
 https://t.co/gcTc5LBCkx"
"125","#RedTide on Holmes Beach, Anna Maria Island. @mysuncoast

Fb Live &gt;&gt; 

Everything we have on red tide &gt;&gt;  . https   www facebook com mysuncoast videos 2072264132803877. http   www mysuncoast com redtide. https   twitter com SammiWWSB status 1027999159666790400 photo 1","1027999159666790400",FALSE,"979718637299929088",2018-08-10 19:24:33,"en","everyone","1027999159666790400",NA,NA,FALSE,FALSE,"SammiBPhoto","📸 Absolutely adore capturing memories for others. See more work on the gram ⇩","https://t.co/th63VYvcq2","Sarasota, FL","2018-03-30T13:55:00.000Z","https://pbs.twimg.com/profile_images/1519121464666083330/ih5WLmNS_normal.jpg","Sammi Battista",3,0,8,0,0,"19e150d848908604",220,154,584,2,"#RedTide on Holmes Beach, Anna Maria Island. @mysuncoast

Fb Live &gt;&gt; https://t.co/s0SIROajzF

Everything we have on red tide &gt;&gt; https://t.co/enOb28mlLd https://t.co/fwSf2raT3C"
"126","Hundreds of fish and eels washed up... #redtide #bradentonbeach #sad #fish @ Bradenton Beach, Florida . https   www instagram com p BmT4lP_AxjT","1028005402208882688",FALSE,"28719770",2018-08-10 19:49:21,"en","everyone","1028005402208882688",NA,NA,FALSE,FALSE,"jasonmercurio","Here, There, Everywhere..🇺🇸🎸👨🏼‍🎤🌱 Rescue Cat Dad",NA,"iPhone: 48.141220,7.704262","2009-04-04T02:31:44.000Z","https://pbs.twimg.com/profile_images/1458790921043128326/RxByGl8J_normal.jpg","Jason Mercurio",0,0,0,0,0,"224d8d4e6da92f36",734,1037,8296,25,"Hundreds of fish and eels washed up... #redtide #bradentonbeach #sad #fish @ Bradenton Beach, Florida https://t.co/iehFCvbNIM"
"127","Eating dinner with Jocelyn and though the sunset was beautiful the Red Tide smell was not. #water #annamariaisland #sunset #seascape #photooftheday #gulf @ The Beach House Restaurant . https   www instagram com p BmUyJeyBIOI","1028131976635719681",FALSE,"41012109",2018-08-11 04:12:19,"en","everyone","1028131976635719681",NA,"1486189993341161472",FALSE,FALSE,"sportochick","Freelance Costume Stitcher, AVID reader and book review blogger. I read A LOT! Give me a great book filled with emotional impact and I am your fan for life.","https://t.co/yQi3rcHDOr","Wisconsin","2009-05-19T00:34:19.000Z","https://pbs.twimg.com/profile_images/1380735682423971842/kvVCuX-D_normal.png","Sportochick",1,0,0,0,0,"224d8d4e6da92f36",1156,1834,6100,56,"Eating dinner with Jocelyn and though the sunset was beautiful the Red Tide smell was not. #water #annamariaisland #sunset #seascape #photooftheday #gulf @ The Beach House Restaurant https://t.co/L544fko4aw"
"128","Here’s Saturday’s @bradentonherald Page 1 featuring another stellar report from @saranealeigh on the #RedTide mess on #AnnaMariaIsland &amp; @RBallogg on what some fishermen are doing about it Read more at  #ReadLocal . https   www bradenton com. https   twitter com MRMasferrer status 1028219230418821120 photo 1","1028219230418821120",FALSE,"349049976",2018-08-11 09:59:02,"en","everyone","1028219230418821120",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,1,1,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Here’s Saturday’s @bradentonherald Page 1 featuring another stellar report from @saranealeigh on the #RedTide mess on #AnnaMariaIsland &amp; @RBallogg on what some fishermen are doing about it Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/gLKS1DMaXB"
"129","The good news for @saranealeigh is she has got to go the beach every day this past week The bad news, there was #RedTide The good news for readers is that she, @JDeleon1012 &amp; @tompkinscondie were there to tell the story of the effects on AMI . https   www bradenton com news local article216431355 html","1028219993635414018",FALSE,"349049976",2018-08-11 10:02:04,"en","everyone","1028219230418821120","349049976",NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,1,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"The good news for @saranealeigh is she has got to go the beach every day this past week The bad news, there was #RedTide The good news for readers is that she, @JDeleon1012 &amp; @tompkinscondie were there to tell the story of the effects on AMI https://t.co/PqOhFJmwS8"
"130","#RedTide takes its toll on #AnnaMariaIsland #Florida . https   twitter com MRMasferrer status 1028241663087595520 video 1","1028241663087595520",FALSE,"349049976",2018-08-11 11:28:10,"en","everyone","1028241663087595520",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,2,0,0,0,"19e150d848908604",3164,1918,76809,119,"#RedTide takes its toll on #AnnaMariaIsland #Florida https://t.co/zMfugzJaCr"
"131","The smell of #redtide is definitely in the air at Cortez Beach Saturday morning. And yes I’m coughing . https   twitter com RCCallihan status 1028291333759356928 photo 1","1028291333759356928",FALSE,"1697808410",2018-08-11 14:45:33,"en","everyone","1028291333759356928",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",1,0,0,0,0,"07d9e8e8e5c83000",1383,1186,6523,30,"The smell of #redtide is definitely in the air at Cortez Beach Saturday morning. And yes I’m coughing https://t.co/sc1WwtlJNs"
"132","A pair of New Yorkers I spoke to said they would’ve cancelled their vacation plans if they had known #redtide was right across the street from their vacation housing. . https   twitter com RCCallihan status 1028295673635057666 video 1","1028295673635057666",FALSE,"1697808410",2018-08-11 15:02:48,"en","everyone","1028295673635057666",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",1,0,0,0,0,"07d9e8e8e5c83000",1383,1186,6523,30,"A pair of New Yorkers I spoke to said they would’ve cancelled their vacation plans if they had known #redtide was right across the street from their vacation housing. https://t.co/Q3rNUSvRDI"
"133","The water doesn’t seem to be washing in “fresh” dead fish but they’re still all over the place. #redtide . https   twitter com RCCallihan status 1028298309985869825 video 1","1028298309985869825",FALSE,"1697808410",2018-08-11 15:13:16,"en","everyone","1028298309985869825",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",3,0,1,0,0,"07d9e8e8e5c83000",1383,1186,6523,30,"The water doesn’t seem to be washing in “fresh” dead fish but they’re still all over the place. #redtide https://t.co/Ns7rpiE5jt"
"134","Even greedy seagulls aren’t about this #redtide nonsense . https   twitter com RCCallihan status 1028299984976982016 video 1","1028299984976982016",FALSE,"1697808410",2018-08-11 15:19:55,"en","everyone","1028299984976982016",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",0,0,0,0,0,"07d9e8e8e5c83000",1383,1186,6523,30,"Even greedy seagulls aren’t about this #redtide nonsense https://t.co/u7QZqG9Pv5"
"135","Definitely smells like red tide at the airport.   A nice welcome to Sarasota for the tourists.  #Florida. ","1028300487513260032",FALSE,"144834495",2018-08-11 15:21:55,"en","everyone","1028300487513260032",NA,"748294506022313984",FALSE,FALSE,"RTShark","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.",NA,"Florida, USA, Planet Earth","2010-05-17T12:32:50.000Z","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg","R",0,0,0,0,0,"cc1dadd72eefd2f7",1148,1155,84187,60,"Definitely smells like red tide at the airport.   A nice welcome to Sarasota for the tourists.  #Florida"
"136","Dolphins are putting on a SHOW on the beach right now, despite #redtide on the shore. Gonna try to grab video now!. ","1028303717869740032",FALSE,"1697808410",2018-08-11 15:34:45,"en","everyone","1028303717869740032",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",0,0,0,0,0,"224d8d4e6da92f36",1383,1186,6523,30,"Dolphins are putting on a SHOW on the beach right now, despite #redtide on the shore. Gonna try to grab video now!"
"137","Is it just my luck to miss the video opp of them leaping from the water because I was interviewing??? You bet it is 🙃 #RedTide . https   twitter com RCCallihan status 1028304849002266624","1028305947091984385",FALSE,"1697808410",2018-08-11 15:43:37,"en","everyone","1028305947091984385",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",0,0,0,0,0,"224d8d4e6da92f36",1383,1186,6523,30,"Is it just my luck to miss the video opp of them leaping from the water because I was interviewing??? You bet it is 🙃 #RedTide https://t.co/H8Ddr6PLcq"
"138","If you’re wondering why the parking lot at Manatee Public Beach is mostly empty, it’s because the smell of #redtide alone is enough to knock you out. 😷 Proceed with caution! . https   twitter com RCCallihan status 1028316126080577536 video 1","1028316126080577536",FALSE,"1697808410",2018-08-11 16:24:04,"en","everyone","1028316126080577536",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",2,0,1,0,0,"07d9f111eb088000",1383,1186,6523,30,"If you’re wondering why the parking lot at Manatee Public Beach is mostly empty, it’s because the smell of #redtide alone is enough to knock you out. 😷 Proceed with caution! https://t.co/wT0pSK5p1h"
"139","Just as I was leaving Cortez, @ManateeGov workers made a pass to clean up the beach, making pretty significant improvements. #redtide . https   twitter com RCCallihan status 1028317529217880064 video 1","1028317529217880064",FALSE,"1697808410",2018-08-11 16:29:38,"en","everyone","1028317529217880064",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",2,0,0,0,0,"07d9e8e8e5c83000",1383,1186,6523,30,"Just as I was leaving Cortez, @ManateeGov workers made a pass to clean up the beach, making pretty significant improvements. #redtide https://t.co/g7ihyNrrA9"
"140","Here’s a look at the water at Manatee Public Beach on #AnnaMariaIsland. Definitely clearer than Cortez but still dark. Only a handful of visitors are in the water #redtide . https   twitter com RCCallihan status 1028319048306700288 video 1","1028319048306700288",FALSE,"1697808410",2018-08-11 16:35:41,"en","everyone","1028319048306700288",NA,NA,FALSE,TRUE,"RCCallihan","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com","https://t.co/lvv5hrbF92",NA,"2013-08-25T01:02:52.000Z","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan",2,0,0,0,0,"07d9f111eb088000",1383,1186,6523,30,"Here’s a look at the water at Manatee Public Beach on #AnnaMariaIsland. Definitely clearer than Cortez but still dark. Only a handful of visitors are in the water #redtide https://t.co/NicEhQD90i"
"141","Phoenix Lee, Nana, Addie &amp; Papa G. Riding out the storm &amp; the stench of the Red Scourge at Skinny's Place. #RedTide #HolmesBeach #ManateeBeach @ Skinny's Place . https   www instagram com p BmWNkTxH5Gz","1028333020837605376",FALSE,"197569011",2018-08-11 17:31:12,"en","everyone","1028333020837605376",NA,NA,FALSE,FALSE,"SMGregaliStL","¤ Urban ~ Hunter ~ Gatherer ~ Opinionated Pragmatist  ~ Former Elected Public Servant ¤ These Tweets are MY Tweets & nothing but MY Tweets, so help me...",NA,"St. Louis, Missouri","2010-10-01T21:19:24.000Z","https://pbs.twimg.com/profile_images/606809821807931394/2vsk4BVH_normal.jpg","Gregarlic",0,1,1,0,0,"19e150d848908604",1462,1416,24439,58,"Phoenix Lee, Nana, Addie &amp; Papa G. Riding out the storm &amp; the stench of the Red Scourge at Skinny's Place. #RedTide #HolmesBeach #ManateeBeach @ Skinny's Place https://t.co/RaJut2wqjU"
"142","@SMGregaliStL Those kids are so big now. Enjoy!. ","1028335454326870018",FALSE,"1078099056",2018-08-11 17:40:52,"en","everyone","1028333020837605376","197569011","1624028762844155907",FALSE,FALSE,"stl7thward","Fmr Old 7th Ward Cmtewoman Marie Ceselski. 🐳 @ greatstateofstlouis. Proponent of Secession to become Great State of St Louis. Join us at #GardenSunday","https://t.co/oqXtpiPNJB","Soulard; Pomme de Terre Lake","2013-01-11T00:39:42.000Z","https://pbs.twimg.com/profile_images/1557853440532963328/hUTHUrOa_normal.jpg","Great State of St. Louis",0,0,0,0,0,NA,5276,2662,135444,147,"@SMGregaliStL Those kids are so big now. Enjoy!"
"143","Happy Sunday! @bradentonherald on Page 1 today @Gsabella reports this could be a do or die year for 2 Bradenton schools (even if @Manateeschools rather not talk about it) &amp; @RCCallihan on how a few folks on #annamariaisland are dealing with #RedTide . https   twitter com MRMasferrer status 1028600544976351232 photo 1","1028600544976351232",FALSE,"349049976",2018-08-12 11:14:15,"en","everyone","1028600544976351232",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,1,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Happy Sunday! @bradentonherald on Page 1 today @Gsabella reports this could be a do or die year for 2 Bradenton schools (even if @Manateeschools rather not talk about it) &amp; @RCCallihan on how a few folks on #annamariaisland are dealing with #RedTide https://t.co/RfncAA49u1"
"144","#RedTide brings beach lovers to #AnnaMariaIsland . https   twitter com bradentonherald status 1028701547465768962","1028704503892267008",FALSE,"349049976",2018-08-12 18:07:20,"en","everyone","1028704503892267008",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",1,0,1,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"#RedTide brings beach lovers to #AnnaMariaIsland https://t.co/Waac5ZnmVd"
"145","Home sweet home! So thankful there is no red tide here! I pray it stays away!! We just went out to Anna Maria Island all the way up to Sarasota and the red tide is so bad, it is simply… . https   www instagram com p BmY4wr nccp","1028710356854681600",FALSE,"2495983971",2018-08-12 18:30:36,"en","everyone","1028710356854681600",NA,NA,FALSE,FALSE,"melkcountrygirl","live, laugh, love ♡
Huge Big & Rich Fan
Love some John Rich🥰

Melissa & Brian @
Bar Konitzer",NA,NA,"2014-04-20T00:34:18.000Z","https://pbs.twimg.com/profile_images/608599389880332289/6lUPVuHH_normal.jpg","Melissa",0,0,0,0,0,"445510b59110e7a2",571,2076,6121,1,"Home sweet home! So thankful there is no red tide here! I pray it stays away!! We just went out to Anna Maria Island all the way up to Sarasota and the red tide is so bad, it is simply… https://t.co/DZXznpnfPm"
"146","Hundreds gather along Anna Maria Island beach in demonstration against #RedTide . https   www bradenton com news local article216406735 html","1028714592426438657",FALSE,"35984854",2018-08-12 18:47:26,"en","everyone","1028714592426438657",NA,NA,FALSE,FALSE,"SamPutterman","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org","https://t.co/BCOBpCDHlV","Florida, USA","2009-04-28T04:12:30.000Z","https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg","Samantha Putterman",4,1,4,0,0,"008338532a26abed",1344,1252,5924,57,"Hundreds gather along Anna Maria Island beach in demonstration against #RedTide https://t.co/XbmasDOaCm"
"147","@SamPutterman It's my understanding that red tide is a naturally occurring condition and not created by anything mankind is doing. They're protesting against nature?. ","1028716157954674688",FALSE,"840503635",2018-08-12 18:53:39,"en","everyone","1028714592426438657","35984854",NA,FALSE,FALSE,"esslinger62","A conservative progressive. Solutions, no ideology, donkeys or elephants. Re-tweets and likes aren't endorsements.",NA,"Florida, USA","2012-09-22T21:48:31.000Z","https://pbs.twimg.com/profile_images/750831506696892416/bLBoKl5q_normal.jpg","V",0,0,0,0,0,NA,76,367,25992,7,"@SamPutterman It's my understanding that red tide is a naturally occurring condition and not created by anything mankind is doing. They're protesting against nature?"
"148","The #gulfofmexico off #AnnaMariaIsland near Sandbar looks like this because of #RedTide . https   twitter com MRMasferrer status 1028719072593227776 video 1","1028719072593227776",FALSE,"349049976",2018-08-12 19:05:14,"en","everyone","1028719072593227776",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,0,0,0,"3c2aec1245cb0d0c",3164,1918,76809,119,"The #gulfofmexico off #AnnaMariaIsland near Sandbar looks like this because of #RedTide https://t.co/KVA9vzh8b3"
"149","This red tide algae mess has me feeling like I have bronchitis again. ","1028734266837004289",FALSE,"380056536",2018-08-12 20:05:36,"en","everyone","1028734266837004289",NA,NA,FALSE,FALSE,"tayjcraw","she/her",NA,"Tennessee, USA","2011-09-26T00:42:55.000Z","https://pbs.twimg.com/profile_images/1582935846839271425/-0HFyuF3_normal.jpg","taylore jo",0,0,0,0,0,"224d8d4e6da92f36",674,226,9584,4,"This red tide algae mess has me feeling like I have bronchitis again"
"150","Sad that we are experiencing this Red Tide on the Gulf Coast of SWFL. Look at how many dead fish on the shores. Nonetheless, I used my time here to do some meditating. Meditation is to… . https   www instagram com p BmZQYcrA0ia","1028761413412704256",FALSE,"88836305",2018-08-12 21:53:29,"en","everyone","1028761413412704256",NA,NA,FALSE,FALSE,"RobAHernandez","""Provoking People to Pinpoint and Pursue their Purpose."" Speaker, Teacher, Mentor & Life Coach. Realestate Consultant @ Globetrotter.","https://t.co/EUGWOXk0PE","Florida, USA","2009-11-10T03:03:01.000Z","https://pbs.twimg.com/profile_images/1120802667390033921/drZG-3Gp_normal.jpg","Roberto Hernandez",0,0,0,0,0,"b83641daa7c732dc",505,320,14876,19,"Sad that we are experiencing this Red Tide on the Gulf Coast of SWFL. Look at how many dead fish on the shores. Nonetheless, I used my time here to do some meditating. Meditation is to… https://t.co/ztkE1bEcsB"
"151","Pretty sure I caught a case of Red Tide today.. ","1028795046630445056",FALSE,"989657295415136256",2018-08-13 00:07:07,"en","everyone","1028795046630445056",NA,NA,FALSE,FALSE,"mraustinalan","Everyone creating is a member of the family, passing down genes and ideas in harmony",NA,"Bradenton, FL","2018-04-27T00:07:40.000Z","https://pbs.twimg.com/profile_images/989658730546515969/f7HfHNLv_normal.jpg","Austin Bartley",0,0,0,0,0,"0043956c6f41307f",25,91,202,0,"Pretty sure I caught a case of Red Tide today."
"152","Hundreds gather along Anna Maria Island beach in demonstration against red tide, @SamPutterman reports. #HandsAlongTheWater 
. https   www bradenton com news local article216406735 html","1029004377464492032",FALSE,"265559945",2018-08-13 13:58:56,"en","everyone","1029004377464492032",NA,"1612861489475457029",FALSE,TRUE,"JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC","Bradenton, FL","2011-03-13T19:24:39.000Z","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon",2,0,2,0,0,"008338532a26abed",2841,1468,31067,82,"Hundreds gather along Anna Maria Island beach in demonstration against red tide, @SamPutterman reports. #HandsAlongTheWater 
https://t.co/1ERqsOw2Uw"
