"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","url","name","profile_image_url","verified","location","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"59","@TMarreroTimes @CharlieFrago @cljohnst @StPeteFL So, its OK for journalist to be mislead?. ",FALSE,"1358057720",2018-05-03 12:30:53,"en","992018657910968321","everyone","991722049138843648",NA,"Jimbo Bullington","https://pbs.twimg.com/profile_images/883036159013728257/FQ6rJVCu_normal.jpg",FALSE,"Florida, USA",FALSE,"","jimjambo","2013-04-16T22:59:02.000Z",0,1,1,0,0,23,221,122,0,"121790891",NA,NA,"@TMarreroTimes @CharlieFrago @cljohnst @StPeteFL So, its OK for journalist to be mislead?",TRUE
"60","@TMarreroTimes @jimjambo @cljohnst @StPeteFL More than once, what was first reported by @StPetePW as reclaimed water, turned out to be far dirtier: . http   www tampabay com news environment St Pete comes clean on sewage flushed underground after Irma_162003873",FALSE,"17873369",2018-05-03 12:51:57,"en","992023961083969536","everyone","991722049138843648",NA,"Charlie Frago","https://pbs.twimg.com/profile_images/1626331027986690048/BRnBMt_m_normal.jpg",FALSE,"Clearwater, FL",FALSE,"Former journalist","CharlieFrago","2008-12-04T18:03:12.000Z",1,1,2,0,0,4988,3776,14841,154,"121790891",NA,"9e27ffe7ca397c0a","@TMarreroTimes @jimjambo @cljohnst @StPeteFL More than once, what was first reported by @StPetePW as reclaimed water, turned out to be far dirtier: https://t.co/KE4uBwvp50",TRUE
"61","@TMarreroTimes @jimjambo @cljohnst @StPeteFL And, this: . http   www tampabay com news environment water west st petersburg spill wasnt as clean as previously claimed kriseman says 2295019",FALSE,"17873369",2018-05-03 12:53:16,"en","992024289938460672","everyone","991722049138843648",NA,"Charlie Frago","https://pbs.twimg.com/profile_images/1626331027986690048/BRnBMt_m_normal.jpg",FALSE,"Clearwater, FL",FALSE,"Former journalist","CharlieFrago","2008-12-04T18:03:12.000Z",0,0,0,0,0,4988,3776,14841,154,"121790891",NA,"9e27ffe7ca397c0a","@TMarreroTimes @jimjambo @cljohnst @StPeteFL And, this: https://t.co/riSklY4Kdq",TRUE
"62","@jimjambo @TMarreroTimes @cljohnst @StPeteFL &gt;@TB_Times reporting on sewage, unlike some other local cheerleading outlets, has never been corrected.. ",FALSE,"17873369",2018-05-03 12:56:23,"en","992025076550852609","everyone","991722049138843648",NA,"Charlie Frago","https://pbs.twimg.com/profile_images/1626331027986690048/BRnBMt_m_normal.jpg",FALSE,"Clearwater, FL",FALSE,"Former journalist","CharlieFrago","2008-12-04T18:03:12.000Z",0,1,0,0,0,4988,3776,14841,154,"1358057720",NA,"9e27ffe7ca397c0a","@jimjambo @TMarreroTimes @cljohnst @StPeteFL &gt;@TB_Times reporting on sewage, unlike some other local cheerleading outlets, has never been corrected.",TRUE
"63","@jimjambo @CharlieFrago @TMarreroTimes @cljohnst @StPeteFL Careful, @Jimjambo — they'll block you, too. . https   www cltampa com news views local news article 21003501 i was blocked by charlie frago on twitter for telling the truth",FALSE,"30131988",2018-05-03 13:22:55,"en","992031751106113537","everyone","991722049138843648","https://t.co/HrpbzrDuci","Cathy Salustri 🇺🇦","https://pbs.twimg.com/profile_images/803637599575437312/IMJ60vb0_normal.jpg",FALSE,"Gulfport, FL",FALSE,"Militant Floridian. Speaker, author: 'Backroads of Paradise’. Owner, publisher @gabbernews. All news is hyperlocal. Journalism and science are real.","CathySalustri","2009-04-10T02:09:51.000Z",0,0,0,0,0,1113,2578,8536,22,"1358057720",NA,NA,"@jimjambo @CharlieFrago @TMarreroTimes @cljohnst @StPeteFL Careful, @Jimjambo — they'll block you, too. https://t.co/6syclC67Sy",TRUE
"64","@CharlieFrago @TMarreroTimes @cljohnst @StPeteFL @StPetePW ""reclaimed water"" was mentioned once in that article and not in the context you are claiming. Also, equating a purposeful sewage dump to a construction mishap is sloppy journalism.. ",FALSE,"1358057720",2018-05-03 14:14:24,"en","992044706602373120","everyone","991722049138843648",NA,"Jimbo Bullington","https://pbs.twimg.com/profile_images/883036159013728257/FQ6rJVCu_normal.jpg",FALSE,"Florida, USA",FALSE,"","jimjambo","2013-04-16T22:59:02.000Z",0,0,0,0,0,23,221,122,0,"17873369",NA,NA,"@CharlieFrago @TMarreroTimes @cljohnst @StPeteFL @StPetePW ""reclaimed water"" was mentioned once in that article and not in the context you are claiming. Also, equating a purposeful sewage dump to a construction mishap is sloppy journalism.",TRUE
"65","@CharlieFrago @TMarreroTimes @cljohnst @StPeteFL @TB_Times I don't have much of a problem with the actual reporting. It is the fact that a journalist can claim something in a tweet that isn't even supported by the article they are sharing. I don't have an issue with @TB_Times. Just your sloppy method of journalism specifically.. ",FALSE,"1358057720",2018-05-03 14:45:43,"en","992052590790762497","everyone","991722049138843648",NA,"Jimbo Bullington","https://pbs.twimg.com/profile_images/883036159013728257/FQ6rJVCu_normal.jpg",FALSE,"Florida, USA",FALSE,"","jimjambo","2013-04-16T22:59:02.000Z",0,0,0,0,0,23,221,122,0,"17873369",NA,NA,"@CharlieFrago @TMarreroTimes @cljohnst @StPeteFL @TB_Times I don't have much of a problem with the actual reporting. It is the fact that a journalist can claim something in a tweet that isn't even supported by the article they are sharing. I don't have an issue with @TB_Times. Just your sloppy method of journalism specifically.",TRUE
"66","RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"1627501111",2018-05-03 19:30:02,"en","992124140797812736","everyone","992124140797812736",NA,"MC Wilkins","https://pbs.twimg.com/profile_images/761774660988043265/yQguu_ql_normal.jpg",FALSE,NA,FALSE,"","mcwilkins63","2013-07-28T09:16:16.000Z",4,0,0,0,0,157,76,287127,28,NA,NA,NA,"RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
https://t.co/gcdvEKgiKX",FALSE
"67","Tampa Bay has more sewage than you think
If the mainstream media has you believing only St. Petersburg has sewage spills, you've got to read this.

CATHY SALUSTRI  MAY 30,... . https   www cltampa com news views environment article 21006580 tampa bay has more sewage than you think",FALSE,"534263140",2018-05-30 12:02:26,"en","1001795969510494208","everyone","1001795969510494208",NA,"Florida Issues","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",FALSE,NA,FALSE,"","FloridaIssues","2012-03-23T12:49:26.000Z",0,0,1,0,0,1025,11,135944,38,NA,NA,NA,"Tampa Bay has more sewage than you think
If the mainstream media has you believing only St. Petersburg has sewage spills, you've got to read this.

CATHY SALUSTRI  MAY 30,... https://t.co/ewvX17XTOK",FALSE
"68","Some other Tampa Bay cities have let more sewage flow than St. Petersburg.  . https   www cltampa com news views environment article 21006580 st petersburg isnt the only city with sewage spills",FALSE,"14193993",2018-05-30 17:20:39,"en","1001876050979229697","everyone","1001876050979229697","https://t.co/yfgOGOMEdW","Creative Loafing: Tampa Bay","https://pbs.twimg.com/profile_images/1542872284259651587/a85ifeZZ_normal.jpg",TRUE,"Tampa Bay, FL",FALSE,"Tampa Bay's alternative newsweekly. Local news, reviews, music, movies, food, drinks, sex, local events & more.","cl_tampabay","2008-03-21T22:23:23.000Z",0,0,0,0,0,69723,2818,51764,778,NA,NA,NA,"Some other Tampa Bay cities have let more sewage flow than St. Petersburg.  https://t.co/l9Aiv8ERI8",FALSE
"69","Important perspective on how all communities in the Bay Area is dealing with this early start to the rainy season.   . https   www cltampa com news views environment article 21006580 st petersburg isnt the only city with sewage spills. https   twitter com StPetePW status 1001911712390483968 photo 1",FALSE,"804048043804860418",2018-05-30 19:42:21,"en","1001911712390483968","everyone","1001911712390483968","https://t.co/jwvaQaGS1b","St. Pete Public Works","https://pbs.twimg.com/profile_images/1075104834280439811/bS7JlS49_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"This is the official Twitter account dedicated to news releases and ongoing information from the City of St. Petersburg Public Works Department.","StPetePW","2016-11-30T19:42:46.000Z",0,0,0,0,0,776,39,1701,21,NA,NA,"5d231ed8656fcf5a","Important perspective on how all communities in the Bay Area is dealing with this early start to the rainy season.  https://t.co/o6jWitk72r https://t.co/OpclyJ8qQU",FALSE
"70","St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay  @TB_Times. https   www tampabay com news localgovernment St Petersbug pipe bursts spilling 8 000 gallons of fully treated reclaimed water into Boca Ciega Bay_168802355",FALSE,"14304462",2018-06-02 20:57:05,"en","1003017684110401536","everyone","1003017684110401536","https://t.co/cGIDc1tNIf","Tampa Bay Times","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",TRUE,"St. Petersburg, Florida",FALSE,"Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","TB_Times","2008-04-04T17:14:50.000Z",4,0,4,2,0,319684,5489,267635,3122,NA,"1593648689536413696",NA,"St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay https://t.co/QdFeV4T9Q0 @TB_Times",FALSE
"71","RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay  @TB_Times. https   www tampabay com news localgovernment St Petersbug pipe bursts spilling 8 000 gallons of fully treated reclaimed water into Boca Ciega Bay_168802355",FALSE,"120101723",2018-06-02 21:01:58,"en","1003018912244658177","everyone","1003018912244658177",NA,"Scant","https://pbs.twimg.com/profile_images/1043617474359582720/rzYn0DDK_normal.jpg",FALSE,"Tampa, FL",FALSE,"I live on an island","ItsScant","2010-03-05T13:30:18.000Z",4,0,0,0,0,3849,294,28031,65,NA,NA,NA,"RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay https://t.co/QdFeV4T9Q0 @TB_Times",FALSE
"72","RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay  @TB_Times. https   www tampabay com news localgovernment St Petersbug pipe bursts spilling 8 000 gallons of fully treated reclaimed water into Boca Ciega Bay_168802355",FALSE,"236370429",2018-06-02 21:03:18,"en","1003019246287360004","everyone","1003019246287360004",NA,"EvanH ErikM. 🍅🇨🇦🚜🏗🌳","https://pbs.twimg.com/profile_images/1575093259038253056/tCiszDHh_normal.jpg",FALSE,"The Netherlands",FALSE,"Mother of Evan H & Erik M Frederick. Adoption by her = illegal.PAS. IPV.Coercive Control survivor. Never run back to what broke U. Destin.MIA . NAL & Pan Am.🍅","klaagblondy","2011-01-10T12:41:55.000Z",4,0,0,0,0,747,982,555469,226,NA,"1008389253984849922",NA,"RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay https://t.co/QdFeV4T9Q0 @TB_Times",FALSE
"73","RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay  @TB_Times. https   www tampabay com news localgovernment St Petersbug pipe bursts spilling 8 000 gallons of fully treated reclaimed water into Boca Ciega Bay_168802355",FALSE,"20930240",2018-06-02 21:08:14,"en","1003020488212471808","everyone","1003020488212471808",NA,"Donna in Lakeland FL","https://pbs.twimg.com/profile_images/1581114670429134849/7MII8y25_normal.jpg",FALSE,"Lakeland, FL",FALSE,"🇺🇦 😷 #StandWithUkraine #LoverOfCarbs “Morality in terms of behavior, not in terms of theology” Frank Zappa 👋 SouthernJewel on Post, Spoutible and Mastadon","SouthernJewel","2009-02-15T19:25:19.000Z",4,0,0,0,0,1550,487,124070,28,NA,"1565534633130954753",NA,"RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay https://t.co/QdFeV4T9Q0 @TB_Times",FALSE
"74","RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay  @TB_Times. https   www tampabay com news localgovernment St Petersbug pipe bursts spilling 8 000 gallons of fully treated reclaimed water into Boca Ciega Bay_168802355",FALSE,"191948552",2018-06-02 21:14:18,"en","1003022015807270913","everyone","1003022015807270913",NA,"J_Macarena","https://pbs.twimg.com/profile_images/1471113186615169030/gQLIm1DQ_normal.jpg",FALSE,"Cigar City",FALSE,"Coffee consumer. Food enthusiast. Wannabe Beer Expert. Ketchup hater. Chicago sports, Coys, & Checo Perez 11. All opinions are my own, not of any group/company.","j_zagamacarena","2010-09-17T19:45:21.000Z",4,0,0,0,0,220,592,15586,0,NA,NA,NA,"RT @TB_Times: St. Petersbug pipe bursts, spilling 8,000 gallons of fully-treated reclaimed water into Boca Ciega Bay https://t.co/QdFeV4T9Q0 @TB_Times",FALSE
"75","@craigtimes @MoteMarineLab My laymen’s casual observation is that the strongest outbreaks along SWFL tend to correlate with the health of Tampa Bay. We had several relatively calm years as the Bay really recovered, until the major sewage dump in St. Pete.. ",FALSE,"125802576",2018-07-06 14:50:23,"en","1015246586174156801","everyone","1015232561067581440","https://t.co/DjAvULXdOb","Matt Caldwell","https://pbs.twimg.com/profile_images/860280695566073856/Uc1SYJ1q_normal.jpg",TRUE,"Florida, USA",FALSE,"Christian. Husband. Father. Floridian. Passionate defender of limited government and individual liberties. #2lanetravels","mattcaldwell_fl","2010-03-23T22:47:10.000Z",0,1,0,0,0,6114,10,9107,126,"62575859",NA,NA,"@craigtimes @MoteMarineLab My laymen’s casual observation is that the strongest outbreaks along SWFL tend to correlate with the health of Tampa Bay. We had several relatively calm years as the Bay really recovered, until the major sewage dump in St. Pete.",FALSE
"76","HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  . https   www tampabay com news business Tampa Bay Times wins 16 first place awards in Florida Society of News Editors contest_170657610",FALSE,"62575859",2018-08-09 18:27:19,"en","1027622366376067073","everyone","1027622366376067073","https://t.co/Y1kqEYKFCg","Craig Pittman","https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg",FALSE,"St. Petersburg FL",FALSE,"THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","craigtimes","2009-08-03T17:55:56.000Z",2,0,32,1,0,20635,2287,180304,860,NA,"1437092398249689093",NA,"HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  https://t.co/xonJIoxnHF",FALSE
"77","RT @craigtimes: HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  . https   www tampabay com news business Tampa Bay Times wins 16 first place awards in Florida Society of News Editors contest_170657610",FALSE,"2414913756",2018-08-09 19:10:40,"en","1027633277778186240","everyone","1027633277778186240",NA,"Le Chat Biden Democrat","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,"Florida",FALSE,"#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","LeChatNoire4","2014-03-27T21:29:48.000Z",2,0,0,0,0,14255,13707,1103614,336,NA,"1222268511134896129",NA,"RT @craigtimes: HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  https://t.co/xonJIoxnHF",FALSE
"78","RT @craigtimes: HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  . https   www tampabay com news business Tampa Bay Times wins 16 first place awards in Florida Society of News Editors contest_170657610",FALSE,"345397708",2018-08-10 13:09:54,"en","1027904873369624580","everyone","1027904873369624580","https://t.co/VvEBzXejPk","Gwen Filosa","https://pbs.twimg.com/profile_images/1545832135373819905/BBzWQjgq_normal.jpg",FALSE,"Key West, Florida",FALSE,"Covering the Florida Keys for @WLRN. All-purpose reporter with a standup comedy side hustle @comedykeywest. gfilosa@wlrnnews.org https://t.co/Am0xin6wBA","KeyWestGwen","2011-07-30T14:45:42.000Z",2,0,0,0,0,5465,1115,33511,149,NA,NA,NA,"RT @craigtimes: HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  https://t.co/xonJIoxnHF",FALSE
"79","Can you spare a minute to help Lesley Klein? . https   www change org p mayor rick kriseman stop st pete s illegal dumping of raw and partially treated sewage into tampa bay s water fbog 1203726",FALSE,"17984734",2018-08-11 05:29:45,"en","1028151461279092737","everyone","1028151461279092737","https://t.co/H0UNFJHqL3","LesleyKlein","https://pbs.twimg.com/profile_images/605887406982623232/EUu9JqZw_normal.jpg",FALSE,"Murphy, NC",FALSE,"Co-Founder/Director of Operations: Legrity Media. Host: Good-Vibes TV airing on Legrity TV, a streaming TV digital Network that positively impacts lives.","LesleyKlein","2008-12-09T05:11:18.000Z",0,0,0,0,0,188,339,5078,0,NA,NA,NA,"Can you spare a minute to help Lesley Klein? https://t.co/U6Bhohz7nw",FALSE
"80","Share petition · Mayor Rick Kriseman: Stop St. Pete's illegal dumping of raw and partially treated sewage into Tampa Bay's water ·  . https   www change org. https   www change org p mayor rick kriseman stop st pete s illegal dumping of raw and partially treated sewage into tampa bay s water psf share",FALSE,"17984734",2018-08-11 05:30:05,"en","1028151548650704896","everyone","1028151548650704896","https://t.co/H0UNFJHqL3","LesleyKlein","https://pbs.twimg.com/profile_images/605887406982623232/EUu9JqZw_normal.jpg",FALSE,"Murphy, NC",FALSE,"Co-Founder/Director of Operations: Legrity Media. Host: Good-Vibes TV airing on Legrity TV, a streaming TV digital Network that positively impacts lives.","LesleyKlein","2008-12-09T05:11:18.000Z",0,0,0,0,0,188,339,5078,0,NA,NA,NA,"Share petition · Mayor Rick Kriseman: Stop St. Pete's illegal dumping of raw and partially treated sewage into Tampa Bay's water · https://t.co/R4Zw5JAQhE https://t.co/haKt6EDZkj",FALSE
"81","The St. Pete city council voted to settle the case against the city for dumping 200+ millions of gallons of waste in Tampa bay by donating $200,000 to the Tampa Bay Estuary Program... . https   stpetecatalyst com st pete city council approves settlement in sewage spill lawsuit",FALSE,"2717406540",2018-08-12 12:46:19,"en","1028623714915700736","everyone","1028623714915700736","http://t.co/7gPt43QYQW","Illumi-NationProject","https://pbs.twimg.com/profile_images/702994612403707905/g22j4-iD_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"We are studying eco-villages across the country in order to create the best design for a network of replicable, therapeutic, functioning sustainable villages.","IllumiNationPrj","2014-08-08T16:19:24.000Z",0,0,0,0,0,14,24,363,0,NA,NA,NA,"The St. Pete city council voted to settle the case against the city for dumping 200+ millions of gallons of waste in Tampa bay by donating $200,000 to the Tampa Bay Estuary Program... https://t.co/mj7J2waaL9",FALSE
"82","Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:   . http   www stpete org internal news detail_T2_R922 php. https   twitter com StPetePW status 1037795415100407809 photo 1",FALSE,"804048043804860418",2018-09-06 20:11:22,"en","1037795415100407809","everyone","1037795415100407809","https://t.co/jwvaQaGS1b","St. Pete Public Works","https://pbs.twimg.com/profile_images/1075104834280439811/bS7JlS49_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"This is the official Twitter account dedicated to news releases and ongoing information from the City of St. Petersburg Public Works Department.","StPetePW","2016-11-30T19:42:46.000Z",1,0,0,0,0,776,39,1701,21,NA,NA,"5d231ed8656fcf5a","Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:  https://t.co/vjYonihmE5 https://t.co/mT4V7gCevb",FALSE
"83","RT @StPetePW: Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:   . http   www stpete org internal news detail_T2_R922 php. https   twitter com StPetePW status 1037795415100407809 photo 1",FALSE,"13058782",2018-09-06 20:11:33,"en","1037795459354505216","everyone","1037795459354505216","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg",TRUE,"Tampa, FL USA",FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","wmnfnews","2008-02-04T18:22:04.000Z",1,0,0,0,0,6624,2472,74235,359,NA,"1380000214661136388",NA,"RT @StPetePW: Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:  https://t.co/vjYonihmE5 https://t.co/mT4V7gCevb",FALSE
"84","@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳. ",FALSE,"42093105",2018-09-12 00:34:49,"en","1039673651354841088","everyone","1039662873570672642",NA,"VLP 🖖","https://pbs.twimg.com/profile_images/1590855983441526787/Z0JK7Zkq_normal.jpg",FALSE,"Florida, USA",FALSE,"Proud Democrat in a growing scourge of MAGA Floridians.
Don't let YOUR freedoms get stripped from OUR country!
#SupportBlue ANYTIME you can.","VPVP1957","2009-05-23T20:37:19.000Z",0,1,1,0,0,751,1767,70993,16,"17529457","1565324130479751169",NA,"@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳",FALSE
"85","Fish kills suggest red tide resurgence at some Pinellas Co. beaches  people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills. https   www fox13news com news local news fish kills suggest red tide resurgence at some pinellas co beaches",FALSE,"953645424598044672",2018-10-12 00:44:45,"en","1050547789288091648","everyone","1050547789288091648",NA,"Rmullins","https://pbs.twimg.com/profile_images/1391112220495552513/4-IqLzaF_normal.jpg",FALSE,"Plant City, FL",FALSE,"hired turning wrenches","Rmullins8","2018-01-17T15:09:21.000Z",0,0,0,0,0,58,56,6076,1,NA,NA,NA,"Fish kills suggest red tide resurgence at some Pinellas Co. beaches https://t.co/GjK0DApp4h people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills",FALSE
"86","@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art.. ",FALSE,"892122942",2018-10-28 22:06:32,"en","1056668563140960261","everyone","1054515602403024897",NA,"Fox Terrier","https://pbs.twimg.com/profile_images/757341317403807745/AfBbgjJF_normal.jpg",FALSE,NA,FALSE,"","wiredterrier","2012-10-20T00:28:57.000Z",0,1,0,0,0,658,800,180495,65,"2666295065",NA,NA,"@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art.",FALSE
"87","@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care.. ",FALSE,"189159732",2018-11-01 18:38:44,"en","1058065819949772802","everyone","1057997485170405377",NA,"Angela G⬛️⬛️⬛️⬛️⬛️⬛️","https://pbs.twimg.com/profile_images/1555668614577012737/mfZ970zz_normal.jpg",FALSE,"The beach::Florida",FALSE,"Great Republic of Texas native transplanted to Florida🐊::Constitutional Conservative::Supporter of Article V, COS::Our Individual Rights come from God","Iloveperfumeso","2010-09-10T14:52:49.000Z",0,0,0,0,0,1736,2568,120795,7,"2540503788",NA,NA,"@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care.",FALSE
"88","@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. . https   twitter com NicoleSGrigg status 1059867554515206144",FALSE,"17068891",2018-11-07 17:57:53,"en","1060229868783308800","everyone","1060229868783308800",NA,"Nicole Grigg","https://pbs.twimg.com/profile_images/1499812621926629376/iMGug7d-_normal.jpg",TRUE,"Phoenix, AZ",FALSE,"Emmy award 🏆 winning reporter for @abc15 📺 AZ native 🌵Mama x 🧒🏽🧒🏽👧🏽 ASU Cronkite grad ☀️ 👿 Previous stations 🎤 MT:OH:FL:AZ","NicoleSGrigg","2008-10-30T16:49:12.000Z",0,0,0,1,0,15939,2398,24307,266,"2836941396","1415781161469579268",NA,"@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. https://t.co/hyMVOUHzL5",FALSE
"89","@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: . http   www tampabay com news localgovernment hurricane hermine leaves tampa bay befouled 2292130",FALSE,"17873369",2018-12-07 17:38:10,"en","1071096545012002816","everyone","1071058291378274304","https://t.co/uISsduaLRA","Charlie Frago","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"Tampa, FL",FALSE,"Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","CharlieFrago","2008-12-04T18:03:12.000Z",0,2,1,0,0,4927,3737,14783,155,"17873369",NA,NA,"@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: https://t.co/cu4obVgLct",FALSE
"90","Reclaimed water leak stopped overnight near Lynn Lake.  Details here:   . http   www stpete org internal news detail_T2_R999 php. https   twitter com StPetePW status 1073304924417605633 photo 1",FALSE,"804048043804860418",2018-12-13 19:53:29,"en","1073304924417605633","everyone","1073304924417605633","https://t.co/jwvaQaGS1b","St. Pete Public Works","https://pbs.twimg.com/profile_images/1075104834280439811/bS7JlS49_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"This is the official Twitter account dedicated to news releases and ongoing information from the City of St. Petersburg Public Works Department.","StPetePW","2016-11-30T19:42:46.000Z",0,0,0,0,0,776,39,1701,21,NA,NA,NA,"Reclaimed water leak stopped overnight near Lynn Lake.  Details here:  https://t.co/NgK0FOkJrw https://t.co/Op0t28KN2Q",FALSE
