"","text","id","created_at.x","possibly_sensitive","lang","author_id","in_reply_to_user_id","conversation_id","reply_settings","username","description","url","protected","verified","location","name","profile_image_url","pinned_tweet_id","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"81","People fishing out on the Rod and Reel Pier where water looks much more clear today, and smell undetectable. #redtide #AMI . https   twitter com JDeleon1012 status 1026845898108796929 photo 1","1026845898108796929",2018-08-07 15:01:54,FALSE,"en","265559945",NA,"1026845898108796929","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,2,0,0,"07d9e3eb0e483000",2841,1468,31067,82,"People fishing out on the Rod and Reel Pier where water looks much more clear today, and smell undetectable. #redtide #AMI https://t.co/csJY6ag2OT"
"82","Signs of red tide persist on Anna Maria Island. But they aren’t as bad. The latest #redtide coverage from @saranealeigh, @tompkinscondie and myself.
. https   www bradenton com news local article216223870 html","1026926959224401920",2018-08-07 20:24:01,FALSE,"en","265559945",NA,"1026926959224401920","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",1,0,2,0,0,"008338532a26abed",2841,1468,31067,82,"Signs of red tide persist on Anna Maria Island. But they aren’t as bad. The latest #redtide coverage from @saranealeigh, @tompkinscondie and myself.
https://t.co/q60lXkUJtE"
"83","Tide doesn’t look red to me... 🤷🏽‍♂️ #redtide #pier #fishing #bradentonbeach #igersstpete @ Bradenton Beach, Florida . https   www instagram com p BmMVJYQH8KB","1026942299568254982",2018-08-07 21:24:58,FALSE,"en","84359944",NA,"1026942299568254982","everyone","john_p_morris","singer-actor + recovering christoholic. coping via psychology / personality typologies. they/them. enfp. 4w3sp/so. scroll for collective bio.",NA,FALSE,FALSE,"Pigeon Forge, TN","John P. Morris","https://pbs.twimg.com/profile_images/1080487745/539814717_1909203352_0_normal.jpeg",NA,"2009-10-22T16:08:21.000Z",0,0,1,0,0,"224d8d4e6da92f36",385,832,11877,16,"Tide doesn’t look red to me... 🤷🏽‍♂️ #redtide #pier #fishing #bradentonbeach #igersstpete @ Bradenton Beach, Florida https://t.co/d889m8js3n"
"84","#RedTide on is ugly part of Mother Nature but it has brought out the best of @bradentonherald staff @saranealeigh @JDeleon1012 @SamPutterman @RCCallihan @Gsabella @tompkinscondie @urbanmark2014 @RBallogg @MGarbett52 Thank you all! #ReadLocal . https   www bradenton com news local article216223870 html","1026972363370516482",2018-08-07 23:24:26,FALSE,"en","349049976",NA,"1026972363370516482","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",5,1,14,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"#RedTide on is ugly part of Mother Nature but it has brought out the best of @bradentonherald staff @saranealeigh @JDeleon1012 @SamPutterman @RCCallihan @Gsabella @tompkinscondie @urbanmark2014 @RBallogg @MGarbett52 Thank you all! #ReadLocal https://t.co/aAr5v5YjNL"
"85","Our former intern @EmilyWunderlich played a big part, too. ","1026976705536241665",2018-08-07 23:41:41,FALSE,"en","349049976","349049976","1026972363370516482","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,1,0,0,"d096ac3f2b0da338",3164,1919,76817,119,"Our former intern @EmilyWunderlich played a big part, too"
"86","Reporting this morning again from Anna Maria Island on #redtide. While the smell didn't hit me until I reached the water's edge, it certainly made me cough immediately. #AMI . https   twitter com JDeleon1012 status 1027182910212894722 video 1","1027182910212894722",2018-08-08 13:21:04,FALSE,"en","265559945",NA,"1027182910212894722","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,1,0,0,0,"07d9f111eb088000",2841,1468,31067,82,"Reporting this morning again from Anna Maria Island on #redtide. While the smell didn't hit me until I reached the water's edge, it certainly made me cough immediately. #AMI https://t.co/e7MeabWxLY"
"87","Only saw few dead fish but looks like beach here may have been cleaned up already. #redtide #AMI . https   twitter com JDeleon1012 status 1027186183426789376 photo 1","1027186183426789376",2018-08-08 13:34:04,FALSE,"en","265559945","265559945","1027182910212894722","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,0,0,0,"07d9f111eb088000",2841,1468,31067,82,"Only saw few dead fish but looks like beach here may have been cleaned up already. #redtide #AMI https://t.co/gS3cDzTsSq"
"88","On the beach in the City of Anna Maria, beach conditions are improved. But #redtide can still be felt in the air and winds appear they could be shifting causing some waving conditions. . https   twitter com JDeleon1012 status 1027192193214283776 photo 1","1027192193214283776",2018-08-08 13:57:57,FALSE,"en","265559945",NA,"1027192193214283776","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,0,0,0,"3c2aec1245cb0d0c",2841,1468,31067,82,"On the beach in the City of Anna Maria, beach conditions are improved. But #redtide can still be felt in the air and winds appear they could be shifting causing some waving conditions. https://t.co/vaaWywqTf1"
"89","Not many people walking this stretch of beach in Anna Maria. #redtide #AMI . https   twitter com JDeleon1012 status 1027194809499439104 photo 1","1027194809499439104",2018-08-08 14:08:21,FALSE,"en","265559945",NA,"1027194809499439104","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,1,0,0,"3c2aec1245cb0d0c",2841,1468,31067,82,"Not many people walking this stretch of beach in Anna Maria. #redtide #AMI https://t.co/8yBCicbA4N"
"90","Appears I found a dead baby sea turtle on the beach, sadly and a first for me. May not be #redtide that killed the baby,  since these hatchlings have the odds against them. . https   twitter com JDeleon1012 status 1027201708198436864 photo 1","1027201708198436864",2018-08-08 14:35:46,FALSE,"en","265559945",NA,"1027201708198436864","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",1,3,0,0,0,"07d9cddf26486002",2841,1468,31067,82,"Appears I found a dead baby sea turtle on the beach, sadly and a first for me. May not be #redtide that killed the baby,  since these hatchlings have the odds against them. https://t.co/SVfFvF3tqA"
"91","@Rainbow_Whisper @lady_all_stars WHAT AWESOME NEWS. @POTUS YOU ARE THE BEST. THANK YOU. RED TIDE RISING!! #Trump2020 MY PRESIDENT...MY HERO ♥️🇺🇸♥️. ","1027208366333075457",2018-08-08 15:02:13,FALSE,"en","27682852","803734267390005249","1027162944499593217","everyone","Saphina77","PROUD CONSERVATIVE • PROUD TRUMP SUPPORTER • MAGA • AMERICA FIRST • I LOVE GOD • ALL LIVES MATTER • BLUE LIVES MATTER • #MAGA • @Saphina ON TRUTH SOCIAL",NA,FALSE,FALSE,"United States","{🌟}🥀 Saphina 🥀 {🌟}","https://pbs.twimg.com/profile_images/949053842284515332/2uayKtj__normal.jpg","895687002112348160","2009-03-30T17:13:42.000Z",1,0,1,0,0,"015ece617bb3a210",22917,22729,107779,17,"@Rainbow_Whisper @lady_all_stars WHAT AWESOME NEWS. @POTUS YOU ARE THE BEST. THANK YOU. RED TIDE RISING!! #Trump2020 MY PRESIDENT...MY HERO ♥️🇺🇸♥️"
"92","@JDeleon1012 🙁. ","1027224537476284417",2018-08-08 16:06:29,FALSE,"und","2902521413","265559945","1027201708198436864","everyone","jmja8991","Wife to JSC ❤️ #girlmom #3princesses 💖 In God We Trust 💒 NY➡️FL",NA,FALSE,FALSE,"Bradenton, FL","Meghan Civitello","https://pbs.twimg.com/profile_images/962830036813385728/IfeVQgJs_normal.jpg",NA,"2014-12-02T16:42:53.000Z",0,0,0,0,0,NA,20,359,318,0,"@JDeleon1012 🙁"
"93","Captured this just off the coast of Anna Maria Island on Sunday as red tide moves north. So many dead fish floating on the surface, and the sparse manatees were hugging the shore, eerily lethargic. @WeiPoints @NatGeo 
 . https   apple news Axcc3gPyMQbi0Rovshd4oSg. https   twitter com alanna_massey status 1027233128157462528 video 1","1027233128157462528",2018-08-08 16:40:37,FALSE,"en","494530487",NA,"1027233128157462528","everyone","alanna_massey","Public Relations",NA,FALSE,FALSE,"Arizona","Alanna Massey","https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg",NA,"2012-02-17T00:31:25.000Z",1,2,0,0,0,"07d9cddf26486002",1037,845,3035,18,"Captured this just off the coast of Anna Maria Island on Sunday as red tide moves north. So many dead fish floating on the surface, and the sparse manatees were hugging the shore, eerily lethargic. @WeiPoints @NatGeo 
https://t.co/hD3SnFe9aD https://t.co/KPzi4K5Jv8"
"94","@alanna_massey Hey Alanna, did you take this yourself or is this Nat Geo's?. ","1027234212322127872",2018-08-08 16:44:55,FALSE,"en","801411938","494530487","1027233128157462528","everyone","murphy","I report for @CNN | I love the @RedSox | E-mail: paul.p.murphy@cnn.com","https://t.co/Li5LY6lGDW",FALSE,TRUE,NA,"Paul P. Murphy","https://pbs.twimg.com/profile_images/689631462723862528/Vp2ELW-h_normal.jpg",NA,"2012-09-03T23:17:08.000Z",0,1,1,0,0,NA,2928,5597,8016,18,"@alanna_massey Hey Alanna, did you take this yourself or is this Nat Geo's?"
"95","@alanna_massey @NatGeo Wow, this is crazy to see. The impacts are so stark.. ","1027235228455264259",2018-08-08 16:48:58,FALSE,"en","3235437439","494530487","1027233128157462528","everyone","WeiPoints","Science writer | Lover of rocks and rxns | Former @NatGeo @SmithsonianMag @AAASMassMedia | Instagram: @mayaweihaas | mweihaas@gmail.com","https://t.co/eWcn7Bevov",FALSE,TRUE,"Washington, DC","Maya Wei-Haas, Ph.D.","https://pbs.twimg.com/profile_images/895345833524301828/zViIYHf-_normal.jpg","1580933396498632706","2015-06-03T20:13:20.000Z",0,1,1,0,0,NA,7175,1910,6323,147,"@alanna_massey @NatGeo Wow, this is crazy to see. The impacts are so stark."
"96","@murphy_paulp I took this!. ","1027236596129640448",2018-08-08 16:54:24,FALSE,"en","494530487","801411938","1027233128157462528","everyone","alanna_massey","Public Relations",NA,FALSE,FALSE,"Arizona","Alanna Massey","https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg",NA,"2012-02-17T00:31:25.000Z",0,1,0,0,0,"008338532a26abed",1037,845,3035,18,"@murphy_paulp I took this!"
"97","@WeiPoints @NatGeo It’s devastating. Thank you for taking time to shed light on the situation.. ","1027237075135938561",2018-08-08 16:56:18,FALSE,"en","494530487","3235437439","1027233128157462528","everyone","alanna_massey","Public Relations",NA,FALSE,FALSE,"Arizona","Alanna Massey","https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg",NA,"2012-02-17T00:31:25.000Z",0,0,0,0,0,"008338532a26abed",1037,845,3035,18,"@WeiPoints @NatGeo It’s devastating. Thank you for taking time to shed light on the situation."
"98","@alanna_massey Could CNN/affiliates use it on our platforms with credit to you?. ","1027238097166188545",2018-08-08 17:00:22,FALSE,"en","801411938","494530487","1027233128157462528","everyone","murphy","I report for @CNN | I love the @RedSox | E-mail: paul.p.murphy@cnn.com","https://t.co/Li5LY6lGDW",FALSE,TRUE,NA,"Paul P. Murphy","https://pbs.twimg.com/profile_images/689631462723862528/Vp2ELW-h_normal.jpg",NA,"2012-09-03T23:17:08.000Z",0,1,1,0,0,NA,2928,5597,8016,18,"@alanna_massey Could CNN/affiliates use it on our platforms with credit to you?"
"99","@murphy_paulp Absolutely!. ","1027239358636716033",2018-08-08 17:05:22,FALSE,"en","494530487","801411938","1027233128157462528","everyone","alanna_massey","Public Relations",NA,FALSE,FALSE,"Arizona","Alanna Massey","https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg",NA,"2012-02-17T00:31:25.000Z",0,0,0,0,0,"008338532a26abed",1037,845,3035,18,"@murphy_paulp Absolutely!"
"100","The water may be clearer off Anna Maria Island. But #redtide can leave you coughing, the latest from @saranealeigh, @tompkinscondie and myself. 
. https   www bradenton com news local article216291235 html","1027249948553891840",2018-08-08 17:47:27,FALSE,"en","265559945",NA,"1027249948553891840","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,0,1,0,"008338532a26abed",2841,1468,31067,82,"The water may be clearer off Anna Maria Island. But #redtide can leave you coughing, the latest from @saranealeigh, @tompkinscondie and myself. 
https://t.co/ZaKOCMBHlu"
"101","🌞🌞🌞Ahhhhh....great news on the local #sarasota scene. The red tide that has affected sea life, the beaches and by extension many local business is practically gone.

Enjoy the white sandy… . https   www instagram com p BmOiYeNn0Fx","1027252883589353473",2018-08-08 17:59:07,FALSE,"en","1463398009",NA,"1027252883589353473","everyone","be24inspired","Faith & Family first | Business Consultant | Sales and Marketing Strategist | Your Business Transformation Specialist!","https://t.co/0ionrz5NsM",FALSE,FALSE,"Sarasota, FL","Joseph M'Mwirichia","https://pbs.twimg.com/profile_images/1121959511860887558/NI-Np4qk_normal.png",NA,"2013-05-27T23:34:13.000Z",0,0,1,0,0,"0043956c6f41307f",793,1061,6593,97,"🌞🌞🌞Ahhhhh....great news on the local #sarasota scene. The red tide that has affected sea life, the beaches and by extension many local business is practically gone.

Enjoy the white sandy… https://t.co/oMDzUFQNkN"
"102","What chance do sea turtle hatchlings have against red tide on Anna Maria Island?, reports @SamPutterman.
. https   www bradenton com news local article216247475 html","1027253936976216066",2018-08-08 18:03:18,FALSE,"en","265559945","265559945","1027201708198436864","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,1,1,0,0,"008338532a26abed",2841,1468,31067,82,"What chance do sea turtle hatchlings have against red tide on Anna Maria Island?, reports @SamPutterman.
https://t.co/sxgBvbZtDo"
"103","Better photo of the dead sea turtle hatchling I found today. I reported it to @MyFWC, who after collecting some details, asked that I bury the little guy.  . https   www bradenton com news local article216291235 html. https   twitter com JDeleon1012 status 1027254667271655425 photo 1","1027254667271655425",2018-08-08 18:06:12,FALSE,"en","265559945","265559945","1027201708198436864","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",1,1,0,0,0,"008338532a26abed",2841,1468,31067,82,"Better photo of the dead sea turtle hatchling I found today. I reported it to @MyFWC, who after collecting some details, asked that I bury the little guy. https://t.co/ZaKOCMBHlu https://t.co/LuzlMo5Wwr"
"104","@samdaman32215 @JDeleon1012 Here's the most recent story. It seems it is getting better and people are allowed to swim again. But it can hurt the lungs ... but hopefully it will be 100% by Sunday!
. https   www bradenton com news local article216291235 html","1027257209820995585",2018-08-08 18:16:18,FALSE,"en","475239543","760904763387019265","1027201708198436864","everyone","KellyELipp","What’s Plan B after McClatchy? Foster mom, book addict, family tree climber, bad TV watcher, napper. Ball State grad, Notre Dame glutton 4 punishment, ⚡️🏒💙","https://t.co/k8wuiShiil",FALSE,FALSE,NA,"Kelly E. Lipp","https://pbs.twimg.com/profile_images/1807067244/image_normal.jpg","1212402518526959619","2012-01-26T20:58:16.000Z",0,1,0,0,0,NA,881,1085,36235,41,"@samdaman32215 @JDeleon1012 Here's the most recent story. It seems it is getting better and people are allowed to swim again. But it can hurt the lungs ... but hopefully it will be 100% by Sunday!
https://t.co/RnorSMywgl"
"105","#redtide is alive and well at Holmes beach. Plenty of dead fish washing up respitpry issues apparent for people in the area. #RedTide #AnnaMariaIsland. ","1027388550415876096",2018-08-09 02:58:13,FALSE,"en","437720442",NA,"1027388550415876096","everyone","B_House_R","Triple Bogey Allstar",NA,FALSE,FALSE,"Palm Harbor, FL","Brad Houser","https://pbs.twimg.com/profile_images/1591932474489245696/h2YEL1gU_normal.jpg",NA,"2011-12-15T19:11:30.000Z",0,0,1,0,0,"19e150d848908604",130,524,2611,2,"#redtide is alive and well at Holmes beach. Plenty of dead fish washing up respitpry issues apparent for people in the area. #RedTide #AnnaMariaIsland"
"106","RED TIDE: Short video from this afternoonMs helicopter ride over the Manatee acounty red tide bloom. Locations were Anna Maria Island and Longboat Key. #RedTide #ManateeCounty . https   twitter com ReadCarlos status 1027391474089029632 video 1","1027391474089029632",2018-08-09 03:09:50,FALSE,"en","21992035",NA,"1027391474089029632","everyone","ReadCarlos","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","https://t.co/XWTXNo6tNp",FALSE,TRUE,"⚓ Cumberland, RI ","Carlos R. Munoz 📰","https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",NA,"2009-02-26T08:55:50.000Z",10,1,12,1,0,"3c2aec1245cb0d0c",3376,1858,40393,96,"RED TIDE: Short video from this afternoonMs helicopter ride over the Manatee acounty red tide bloom. Locations were Anna Maria Island and Longboat Key. #RedTide #ManateeCounty https://t.co/4PTVsCcJxr"
"107","@ReadCarlos can you smell it at altitude?. ","1027392078672785408",2018-08-09 03:12:14,FALSE,"en","751811102175064065","21992035","1027391474089029632","everyone","calusawater","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater",NA,FALSE,FALSE,"Florida, USA","Calusa Waterkeeper","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg","1583643632804188160","2016-07-09T16:11:49.000Z",0,1,0,0,0,NA,2250,4967,44629,71,"@ReadCarlos can you smell it at altitude?"
"108","@calusawater We discussed it after and the five people aboard the helicopter said they did not notice.. ","1027430216606654464",2018-08-09 05:43:47,FALSE,"en","21992035","751811102175064065","1027391474089029632","everyone","ReadCarlos","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","https://t.co/XWTXNo6tNp",FALSE,TRUE,"⚓ Cumberland, RI ","Carlos R. Munoz 📰","https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",NA,"2009-02-26T08:55:50.000Z",0,0,0,0,0,"7f6bf29133462d29",3376,1859,40406,96,"@calusawater We discussed it after and the five people aboard the helicopter said they did not notice."
"109","Today’s @bradentonherald Page 1: @saranealeigh &amp; @JDeleon1012 on #redtide assault on #annamariaisland &amp; @Jason__Dill on the latest problem with @BradenRiverFB #ReadLocal at  . https   www bradenton com. https   twitter com MRMasferrer status 1027496681485611008 photo 1","1027496681485611008",2018-08-09 10:07:53,FALSE,"en","349049976",NA,"1027496681485611008","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,3,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Today’s @bradentonherald Page 1: @saranealeigh &amp; @JDeleon1012 on #redtide assault on #annamariaisland &amp; @Jason__Dill on the latest problem with @BradenRiverFB #ReadLocal at https://t.co/yh6lSLqACX https://t.co/6W1QESxt3v"
"110","ICYMI: Our coverage from yesterday of #redtide on Anna Maria Island, with @saranealeigh and @tompkinscondie. 
. https   www bradenton com news local article216291235 html","1027543131561099264",2018-08-09 13:12:28,FALSE,"en","265559945",NA,"1027543131561099264","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",1,1,0,0,0,"008338532a26abed",2841,1468,31067,82,"ICYMI: Our coverage from yesterday of #redtide on Anna Maria Island, with @saranealeigh and @tompkinscondie. 
https://t.co/ZaKOCMBHlu"
"111","Follow @saranealeigh this morning as she heads out there bring us the latest smelly truth.. ","1027543363590004736",2018-08-09 13:13:23,FALSE,"en","265559945","265559945","1027543131561099264","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",0,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Follow @saranealeigh this morning as she heads out there bring us the latest smelly truth."
"112","I don’t fully understand the mechanics of #redtide but can’t accept that global warming &amp; poor water management aren’t contributing factors. . https   twitter com marie_cavanagh status 1027553767829450756 photo 1","1027553767829450756",2018-08-09 13:54:43,FALSE,"en","28243008",NA,"1027553767829450756","everyone","marie_cavanagh","Coffee & karaoke enthusiast. Working on climate change & net zero.",NA,FALSE,FALSE,"London","marie cavanagh","https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg",NA,"2009-04-02T00:59:04.000Z",0,3,0,0,0,"008338532a26abed",166,113,1716,2,"I don’t fully understand the mechanics of #redtide but can’t accept that global warming &amp; poor water management aren’t contributing factors. https://t.co/Y6UyLf0kzf"
"113","@marie_cavanagh 😢. ","1027554097636016128",2018-08-09 13:56:02,FALSE,"und","351505147","28243008","1027553767829450756","everyone","JessCarps","Speechie. she/her. Northern lass living in Melbourne 🇦🇺 Views are my own ❤️",NA,FALSE,FALSE,"Melbourne, Victoria","Jess Carpenter","https://pbs.twimg.com/profile_images/1215486420288065536/rKpN7ZZP_normal.jpg",NA,"2011-08-09T10:20:12.000Z",0,1,0,0,0,NA,1038,1145,5418,19,"@marie_cavanagh 😢"
"114","@marie_cavanagh Omg 😰. ","1027576776636227585",2018-08-09 15:26:09,FALSE,"und","315848747","28243008","1027553767829450756","everyone","daisy_may_lord","Physio (Mental Health). Tweet opinion & sport. RT/like ≠ agreement. Support SAFC 🔴⚪️, @OldhamHockey Club Captain🦉, @Shawcricketclub Secretary 🟢🟡","https://t.co/nhYcVksMML",FALSE,FALSE,"Manchester, UK","DML🌸","https://pbs.twimg.com/profile_images/1573468127270141972/e8W7htcl_normal.jpg",NA,"2011-06-12T15:03:02.000Z",0,1,0,0,0,NA,2622,3318,92756,16,"@marie_cavanagh Omg 😰"
"115","@marie_cavanagh Do you think the purified Peace River &amp; Caloosahatchee have anything to do with it; when the river water runs green, we refer to that as purification?. ","1027592107916181504",2018-08-09 16:27:04,FALSE,"en","888769659851481090","28243008","1027553767829450756","everyone","skip_truman","Fighting for government managed health care for all Americans, equal rights for all Americans and equal protection under the law.",NA,FALSE,FALSE,"America","BYE, BYE; HARLEY-DAVIDSON !","https://pbs.twimg.com/profile_images/891272183179235328/B5wOP6zA_normal.jpg",NA,"2017-07-22T14:36:14.000Z",0,0,0,0,0,NA,1316,1407,17439,6,"@marie_cavanagh Do you think the purified Peace River &amp; Caloosahatchee have anything to do with it; when the river water runs green, we refer to that as purification?"
"116","@daisy_may_lord it’s so sad, &amp; there’s been dolphins, manatees &amp; turtles too 💔 💔. ","1027602607530016774",2018-08-09 17:08:48,FALSE,"en","28243008","315848747","1027553767829450756","everyone","marie_cavanagh","Coffee & karaoke enthusiast. Working on climate change & net zero.",NA,FALSE,FALSE,"London","marie cavanagh","https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg",NA,"2009-04-02T00:59:04.000Z",0,0,0,0,0,"4ec01c9dbc693497",166,113,1716,2,"@daisy_may_lord it’s so sad, &amp; there’s been dolphins, manatees &amp; turtles too 💔 💔"
"117","@JessCarps so sad 💔💔. ","1027602979300487168",2018-08-09 17:10:16,FALSE,"en","28243008","351505147","1027553767829450756","everyone","marie_cavanagh","Coffee & karaoke enthusiast. Working on climate change & net zero.",NA,FALSE,FALSE,"London","marie cavanagh","https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg",NA,"2009-04-02T00:59:04.000Z",0,0,0,0,0,"4ec01c9dbc693497",166,113,1716,2,"@JessCarps so sad 💔💔"
"118","Happy Friday! Today’s @bradentonherald Page 1 is all #ReadLocal - @SamPutterman on an awful tragedy, @urbanmark2014 on local reaction to Russia election threat &amp; @saranealeigh on the latest on #RedTide Read more at  . https   www bradenton com. https   twitter com MRMasferrer status 1027854908777811968 photo 1","1027854908777811968",2018-08-10 09:51:21,FALSE,"en","349049976",NA,"1027854908777811968","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",1,0,1,0,0,"008338532a26abed",3164,1918,76809,119,"Happy Friday! Today’s @bradentonherald Page 1 is all #ReadLocal - @SamPutterman on an awful tragedy, @urbanmark2014 on local reaction to Russia election threat &amp; @saranealeigh on the latest on #RedTide Read more at https://t.co/yh6lSLqACX https://t.co/zZmZ0jqRxL"
