"","text","id","reply_settings","lang","conversation_id","author_id","possibly_sensitive","created_at.x","location","created_at.y","pinned_tweet_id","protected","description","name","username","verified","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","url","in_reply_to_user_id"
"29","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859612306239520954","everyone","en","1859612306239520954","16878156",FALSE,2024-11-21 14:58:18,NA,"2008-10-21T00:43:08.000Z",NA,FALSE,"We are the nation's premier federal science agency for the ocean and our coasts. An official @NOAA account: https://t.co/HEaaXK1Kv1","NOAA's Ocean Service","noaaocean",FALSE,"https://pbs.twimg.com/profile_images/1346185465280356354/SAXGSjbi_normal.jpg",16,0,0,0,0,0,209109,281,10936,4296,1056,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO","https://t.co/ertuiEiptD",NA
"30","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859607775967576402","everyone","en","1859607775967576402","2507601764",FALSE,2024-11-21 14:40:18,"United States of America","2014-05-19T14:43:58.000Z","1802716432146350427",FALSE,"@NOAA's National Centers for Coastal Ocean Science is a fed govt office. Verification: https://t.co/oYrBZk5e0j","NOAA Coastal Ocean Science","noaacoastalsci",FALSE,"https://pbs.twimg.com/profile_images/1816860590708584448/7jL_n6VN_normal.jpg",16,0,0,0,0,0,6495,221,2512,159,1287,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO","https://t.co/4LXAlnxJEs",NA
"31","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859598284135784757","everyone","en","1859598284135784757","1509345574524526597",FALSE,2024-11-21 14:02:35,NA,"2022-03-31T01:43:55.000Z",NA,FALSE,"Former PICU respiratory therapist. 🌈🌪️ Primarily on Twitter to follow tropical & severe weather events. IND➡️FL","Wineplusapples","EWeinzap",FALSE,"https://pbs.twimg.com/profile_images/1789734674748563456/19YenjJ8_normal.jpg",16,0,0,0,0,0,363,571,6986,0,52546,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"32","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859595311288594506","everyone","en","1859595311288594506","207228196",FALSE,2024-11-21 13:50:46,"United States","2010-10-24T20:57:38.000Z",NA,FALSE,"Avid weather enthusiasts, Pro Pool Player for APA, and a Dolphin fan since 1980.","Nathan Rice","njrice2004",FALSE,"https://pbs.twimg.com/profile_images/1626952459439509505/RJXhic9S_normal.jpg",16,0,0,0,0,0,1986,2364,177105,29,313641,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"33","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859593035232756095","everyone","en","1859593035232756095","1016702235076710400",FALSE,2024-11-21 13:41:43,"Gainesville, FL","2018-07-10T15:14:37.000Z",NA,FALSE,"Rutgers & UF alum. Meteorologist for @FloridaStorms @UFWeather & @SCETV, serving all FL & SC public media. ☀️ ⛈️🌎Dog lover. Nature enthusiast. Jersey girl.","Megan Borowski","MetMeganB",FALSE,"https://pbs.twimg.com/profile_images/1387430663586938881/gf6AmJjk_normal.jpg",16,0,0,0,0,0,970,2002,5591,43,7765,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"34","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859588562070507990","everyone","en","1859588562070507990","1595153557795344384",FALSE,2024-11-21 13:23:57,"Tampa, Florida U.S.A. ","2022-11-22T20:34:37.000Z","1599276290812833792",FALSE,"Pure🩸American Patriot 
FAKE News is the Enemy of the People 1a • 2a • Pro Life
CHEATED is not DEFEATED ☆DJT WON in 2020☆
#TRUMP2024 #UltraMAGA","Lady Keven McGinn","keven_mcginn",FALSE,"https://pbs.twimg.com/profile_images/1596363810213879809/7v2cl7g7_normal.jpg",16,0,0,0,0,0,1586,2122,2891,0,3694,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"35","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859587835486949589","everyone","en","1859587835486949589","905589626777284609",FALSE,2024-11-21 13:21:04,"Manatee County, FL","2017-09-07T00:32:46.000Z","1835818585693790607",FALSE,"@UnivMiami Alumni ⛈/ Beach Bum🏝/ Animal Lover🐕","Hurricane James","HurricanesJames",FALSE,"https://pbs.twimg.com/profile_images/1525701986112491520/fU4auCfx_normal.jpg",16,0,0,0,0,0,609,144,5667,24,15140,NA,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"36","Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","1859587697444262321","everyone","en","1859587697444262321","590195750",FALSE,2024-11-21 13:20:31,"Tampa Bay, Florida","2012-05-25T18:10:38.000Z",NA,FALSE,"Official Twitter account for the National Weather Service Tampa Bay Area, FL. Details: http://t.co/KKTK7cZlhK","NWS Tampa Bay","NWSTampaBay",TRUE,"https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg",16,2,34,3,3,12140,76967,711,55539,1767,5832,NA,"Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO","https://t.co/X31SJ6MGAH",NA
"37","Red tide warning for anyone heading to beaches near Tampa Bay. Heavy concentrations of the toxin were found at four beaches in Sarasota County and at Anna Maria Island in Manatee County and Fort De Soto in Pinellas County. #Poison Help 1-800-222-1222.
. https   health wusf usf edu health news florida 2024 11 17 red tide is on the march along beaches in the tampa bay area","1858993906513223776","everyone","en","1858993906513223776","236390420",FALSE,2024-11-19 22:01:00,"Florida, USA","2011-01-10T13:44:51.000Z",NA,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","FL Poison Control","FloridaPoison",FALSE,"https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",0,0,0,0,0,128,1203,426,10475,21,2598,NA,"Red tide warning for anyone heading to beaches near Tampa Bay. Heavy concentrations of the toxin were found at four beaches in Sarasota County and at Anna Maria Island in Manatee County and Fort De Soto in Pinellas County. #Poison Help 1-800-222-1222.
https://t.co/PMxF9qEGG5","https://t.co/JPynmUPoh3",NA
"38","Red tide warning for anyone heading to beaches near Tampa Bay. Heavy concentrations of the toxin were found at four beaches in Sarasota County and at Anna Maria Island in Manatee County and Fort De Soto in Pinellas County. #Poison Help 1-800-222-1222.
. https   health wusf usf edu health news florida 2024 11 17 red tide is on the march along beaches in the tampa bay area","1858888237491908671","everyone","en","1858888237491908671","236390420",FALSE,2024-11-19 15:01:06,"Florida, USA","2011-01-10T13:44:51.000Z",NA,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","FL Poison Control","FloridaPoison",FALSE,"https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",0,0,0,0,0,39,1205,428,10397,21,2595,NA,"Red tide warning for anyone heading to beaches near Tampa Bay. Heavy concentrations of the toxin were found at four beaches in Sarasota County and at Anna Maria Island in Manatee County and Fort De Soto in Pinellas County. #Poison Help 1-800-222-1222.
https://t.co/PMxF9qFevD","https://t.co/JPynmUPoh3",NA
"39","RT @FOX13News: There are new warnings about red tide in areas of Manatee County that were hardest hit by Hurricane Milton. Officials said people should take precautions around the Rod and Reel Pier, which is on the northernmost tip of the county. . https   www fox13news com news medium level red tide detected manatee county location after hurricane milton","1857947293514633506","everyone","en","1857947293514633506","1634939040838328321",FALSE,2024-11-17 00:42:08,"United States, Florida","2023-03-12T15:27:07.000Z",NA,FALSE,"🌎 Your source for global news with a Florida focus. Stay informed with real-time updates on incidents, developments, actors, shows, and more.","22dozen","22dozen",FALSE,"https://pbs.twimg.com/profile_images/1856476450917851136/Bs0mkQ2W_normal.jpg",1,0,0,0,0,0,190,56,5665,0,6,NA,"RT @FOX13News: There are new warnings about red tide in areas of Manatee County that were hardest hit by Hurricane Milton. Officials said people should take precautions around the Rod and Reel Pier, which is on the northernmost tip of the county. https://t.co/MKhSDsuOhk",NA,NA
"40","There are new warnings about red tide in areas of Manatee County that were hardest hit by Hurricane Milton. Officials said people should take precautions around the Rod and Reel Pier, which is on the northernmost tip of the county. . https   www fox13news com news medium level red tide detected manatee county location after hurricane milton","1857725324122866054","everyone","en","1857725324122866054","15750898",FALSE,2024-11-16 10:00:06,"Tampa, FL","2008-08-06T15:12:10.000Z","1598030799273660422",FALSE,"Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.","FOX 13 Tampa Bay","FOX13News",FALSE,"https://pbs.twimg.com/profile_images/1856346566115659776/8FcMxwi__normal.jpg",1,1,2,0,0,3205,424756,4415,273076,1933,3252,NA,"There are new warnings about red tide in areas of Manatee County that were hardest hit by Hurricane Milton. Officials said people should take precautions around the Rod and Reel Pier, which is on the northernmost tip of the county. https://t.co/MKhSDsuOhk","https://t.co/MUtKcxEsVq",NA
"41","Red tide that has lingered miles offshore from the Sarasota and Manatee shoreline has been pushed closer to local beaches by a shift in the winds. . https   www heraldtribune com story news local 2024 11 14 red tide confirmed along the sarasota and manatee county shoreline 76292003007","1857166786161942717","everyone","en","1857166786161942717","6942422",FALSE,2024-11-14 21:00:40,"Sarasota, Florida","2007-06-19T21:13:46.000Z",NA,FALSE,"The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.","Sarasota Herald-Tribune","HeraldTribune",FALSE,"https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png",0,1,0,0,0,467,66625,807,130187,919,2001,NA,"Red tide that has lingered miles offshore from the Sarasota and Manatee shoreline has been pushed closer to local beaches by a shift in the winds. https://t.co/HLoDvqAvwm","https://t.co/W5oFw0FxIi",NA
"42","RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay","1852501564784554382","everyone","en","1852501564784554382","377666632",FALSE,2024-11-02 00:02:45,"Land O Lakes, Florida","2011-09-21T22:53:34.000Z",NA,FALSE,"Radio man, Podcast man, Writer man","Craig Kopp","radiocraigkopp",FALSE,"https://pbs.twimg.com/profile_images/1490711932650889217/kLsdYtt5_normal.jpg",2,0,0,0,0,0,1113,1564,43604,60,40416,NA,"RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC",NA,NA
"43","RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay","1852487690412757066","everyone","en","1852487690412757066","619451921",FALSE,2024-11-01 23:07:37,"Florida, USA","2012-06-26T21:54:20.000Z",NA,FALSE,"Proud Democrat 
🌊🏳️‍🌈🇺🇦🇺🇸
#VoteBlue","RockinRobin","KlinglerRobin",FALSE,"https://pbs.twimg.com/profile_images/1307456444145557504/O5bIr0iK_normal.jpg",2,0,0,0,0,0,1062,5099,46312,3,223219,NA,"RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC",NA,NA
"44","Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay","1852485781698593233","everyone","en","1852485781698593233","17544442",FALSE,2024-11-01 23:00:02,"Tampa, FL","2008-11-21T20:07:08.000Z","1787836246024437952",FALSE,"WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","WUSF","wusf",FALSE,"https://pbs.twimg.com/profile_images/1714703492890394624/IOVwz2sB_normal.jpg",2,0,2,0,0,142,15266,2342,41419,0,2742,NA,"Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC","https://t.co/KBo4cZ4tOe",NA
"45","🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. . https   health wusf usf edu health news florida 2024 10 28 red tide detected off pinellas hillsborough sarasota and manatee counties","1851006274357318121","everyone","en","1851006274357318121","236390420",FALSE,2024-10-28 21:01:00,"Florida, USA","2011-01-10T13:44:51.000Z",NA,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","FL Poison Control","FloridaPoison",FALSE,"https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",0,0,0,0,0,34,1211,429,10166,21,2582,NA,"🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. https://t.co/FqedETFNdM","https://t.co/JPynmUPoh3",NA
"46","🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. . https   health wusf usf edu health news florida 2024 10 28 red tide detected off pinellas hillsborough sarasota and manatee counties","1850900577926127973","everyone","en","1850900577926127973","236390420",FALSE,2024-10-28 14:01:00,"Florida, USA","2011-01-10T13:44:51.000Z",NA,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","FL Poison Control","FloridaPoison",FALSE,"https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",0,0,0,0,0,27,1211,429,10166,21,2582,NA,"🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. https://t.co/FqedETGl3k","https://t.co/JPynmUPoh3",NA
"47","@SRQCountyGov Uh?? Water quality???  red tide?  flesh-eating bacteria?  sewage runoff from Bradenton?  any word?  Difficult to rely on state reporting, if and when it updates.. ","1849873789481357482","everyone","en","1849851254635483292","1361010439543521280",FALSE,2024-10-25 18:00:55,NA,"2021-02-14T17:54:56.000Z",NA,FALSE,"The end does NOT justify the means.","fractalone","fractalone1",FALSE,"https://pbs.twimg.com/profile_images/1765466953794166784/ucdwC4FW_normal.jpg",0,1,0,0,0,60,319,493,26928,0,76060,NA,"@SRQCountyGov Uh?? Water quality???  red tide?  flesh-eating bacteria?  sewage runoff from Bradenton?  any word?  Difficult to rely on state reporting, if and when it updates.",NA,"39995588"
"48","RT @craigtimes: After Milton hit #Florida, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton  via @Reportographer. https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1847002956928791009","everyone","en","1847002956928791009","980841944",FALSE,2024-10-17 19:53:15,"Florida, USA","2012-11-30T17:00:46.000Z",NA,FALSE,"","Diane Eugenio","DianeEugenio",FALSE,"https://pbs.twimg.com/profile_images/1207513386566725632/4hMeHry2_normal.jpg",1,0,0,0,0,0,2171,2624,844268,6,800524,NA,"RT @craigtimes: After Milton hit #Florida, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/7VK0k5ZH0s via @Reportographer",NA,NA
"49","After Milton hit #Florida, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton  via @Reportographer. https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1847002481034760650","everyone","en","1847002481034760650","62575859",FALSE,2024-10-17 19:51:21,"St. Petersburg FL","2009-08-03T17:55:56.000Z","1437092398249689093",FALSE,"WELCOME TO FLORIDA now available for pre-order! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","Craig Pittman","craigtimes",FALSE,"https://pbs.twimg.com/profile_images/1840494684461805569/-t9gnR-p_normal.jpg",1,1,2,0,0,383,24771,2537,202322,876,266268,NA,"After Milton hit #Florida, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/7VK0k5ZH0s via @Reportographer","https://t.co/Y1kqEYKFCg",NA
"50","After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846906030745104737","everyone","en","1846906030745104737","246605225",FALSE,2024-10-17 13:28:06,"Minnesota","2011-02-03T03:02:50.000Z",NA,FALSE,"Retired High School & College Math Teacher. Married 43 yrs. w/2 children & 3 beautiful grandchildren. Love the Twins & Da Bears & NDSU Bison!!! NO DMs!","Mary Jo McKay 🌻","sheyenne9",FALSE,"https://pbs.twimg.com/profile_images/1663721825900044290/n2B_QWok_normal.jpg",0,0,0,0,0,43,3111,5060,250463,54,101159,NA,"After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/h9wihQEbaS",NA,NA
"51","RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846625805746438519","everyone","en","1846625805746438519","528777871",FALSE,2024-10-16 18:54:35,"🇺🇸 Virgin Islands, Caribbean","2012-03-18T19:29:00.000Z",NA,FALSE,"'American notes' - Cultural politics & Ideas. ‘Not just politics as usual.’ JFK Jr. (George Magazine)","American Notes ©","American_Notes_",FALSE,"https://pbs.twimg.com/profile_images/1731312621654007808/sWbq-cSA_normal.jpg",4,0,0,0,0,0,292,705,35161,4,17583,NA,"RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/1HHUQq1kLi","https://t.co/uJEfmr0MNy",NA
"52","RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846625773882314926","everyone","en","1846625773882314926","2795660401",FALSE,2024-10-16 18:54:27,"New York, USA","2014-09-07T09:20:35.000Z",NA,FALSE,"Not just politics as usual. 🇺🇸🇫🇷🇬🇧","Politics & Pop Culture","American_Ideas_",FALSE,"https://pbs.twimg.com/profile_images/1822926180070170624/KENpylKQ_normal.jpg",4,0,0,0,0,0,2872,559,158371,102,8816,NA,"RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/1HHUQq1kLi","https://t.co/aGIs6kGgvk",NA
"53","RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846604514201153607","everyone","en","1846604514201153607","1452773906029465607",FALSE,2024-10-16 17:29:59,"Miami, FL","2021-10-25T23:07:51.000Z",NA,FALSE,"Environment Reporter @ithacavoice | Previously: @TheAlligator @WUFTNews","Fernando A Figueroa","fernfigue",FALSE,"https://pbs.twimg.com/profile_images/1646540362964680710/Xc6bO_3a_normal.jpg",4,0,0,0,0,0,460,500,231,8,3084,NA,"RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/1HHUQq1kLi",NA,NA
"54","RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846589670538490200","everyone","en","1846589670538490200","445107982",FALSE,2024-10-16 16:31:00,NA,"2011-12-24T01:17:16.000Z",NA,FALSE,"watchdog editor @heraldtribune | always repping @MiamiDolphins @MiamiHeat @fsufootball","Josh Salman","JoshSalman",FALSE,"https://pbs.twimg.com/profile_images/1796597638634123264/BiXePi2J_normal.jpg",4,0,0,0,0,0,2827,970,18536,103,13457,NA,"RT @HeraldTribune: After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/1HHUQq1kLi","https://t.co/QbiSCA2u1F",NA
"55","After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton . https   www heraldtribune com story news local manatee 2024 10 16 red tide suspected near communities impacted by hurricane milton 75700092007","1846589501075829093","everyone","en","1846589501075829093","6942422",FALSE,2024-10-16 16:30:19,"Sarasota, Florida","2007-06-19T21:13:46.000Z",NA,FALSE,"The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.","Sarasota Herald-Tribune","HeraldTribune",FALSE,"https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png",4,0,3,0,1,1285,67021,816,129229,935,2015,NA,"After Milton, satellite shows possible huge red tide bloom offshore Sarasota and Bradenton https://t.co/1HHUQq1kLi","https://t.co/W5oFw0FxIi",NA
"56","RT @WhoDat35: 3 years after Piney Point disaster, #Florida settles lawsuit with environment groups. The state must pay for water quality testing and a Clean #Water Act permit is finally in the works. . https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811381303796752615","everyone","en","1811381303796752615","766745056367644672",FALSE,2024-07-11 12:45:31,"Miami, FL","2016-08-19T21:14:01.000Z","1198300309946286082",FALSE,"Trying to make a better world for my kids
#Facts #Science #Ethics
#VoteBlue","Darrin Hall","DarrinHall15",FALSE,"https://pbs.twimg.com/profile_images/1617929208470044689/TG0jttrL_normal.jpg",1,0,0,0,0,0,31238,34296,114727,5,107437,NA,"RT @WhoDat35: 3 years after Piney Point disaster, #Florida settles lawsuit with environment groups. The state must pay for water quality testing and a Clean #Water Act permit is finally in the works. https://t.co/Pg1UYymXfv",NA,NA
"57","3 years after Piney Point disaster, #Florida settles lawsuit with environment groups. The state must pay for water quality testing and a Clean #Water Act permit is finally in the works. . https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811381030051262864","everyone","en","1811381030051262864","110263006",FALSE,2024-07-11 12:44:26,"Earth, the Blue Planet","2010-01-31T23:22:10.000Z","1652734492723773442",FALSE,"Saints fan (obviously); #oilspill and #fracking watchdog, technophile, communicator, filmmaker, writer, dolphin hugger. Opinions I share here are mine alone.","Lee West","WhoDat35",FALSE,"https://pbs.twimg.com/profile_images/1226860212/Linda_-_Copy_normal.JPG",1,0,3,0,0,61,4220,5215,106596,376,31862,NA,"3 years after Piney Point disaster, #Florida settles lawsuit with environment groups. The state must pay for water quality testing and a Clean #Water Act permit is finally in the works. https://t.co/Pg1UYymXfv","https://t.co/FHcZUSD9Wm",NA
