"","text","id","lang","created_at.x","possibly_sensitive","author_id","conversation_id","reply_settings","in_reply_to_user_id","created_at.y","profile_image_url","username","description","name","protected","verified","pinned_tweet_id","url","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"53","Wastewater spill may have long-term impact on Sarasota Bay @fox13news #longboatkey #sarasota #manatee . https   www fox13news com news wastewater spill may have long term impact on sarasota bay","1278496557134946304","en",2020-07-02 01:11:47,FALSE,"26014932","1278496557134946304","everyone",NA,"2009-03-23T14:53:08.000Z","https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg","kkuizon","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","Kim Kuizon FOX 13",FALSE,TRUE,NA,"https://t.co/C8yRkQVAYP","Tampa Bay",1,0,1,1,0,7308,516,21130,190,"Wastewater spill may have long-term impact on Sarasota Bay @fox13news #longboatkey #sarasota #manatee https://t.co/Ldw2SL80h3",FALSE
"54","RT @kkuizon: Wastewater spill may have long-term impact on Sarasota Bay @fox13news #longboatkey #sarasota #manatee . https   www fox13news com news wastewater spill may have long term impact on sarasota bay","1278496984693911552","en",2020-07-02 01:13:29,FALSE,"836348305567268865","1278496984693911552","everyone",NA,"2017-02-27T22:52:29.000Z","https://pbs.twimg.com/profile_images/836350408868171776/kwaVmLAx_normal.jpg","indivisible_brd","Indivisible Bradenton","IndivisibleBradenton",FALSE,FALSE,"1109118422216892416",NA,"Bradenton, FL",1,0,0,0,0,1150,946,25194,24,"RT @kkuizon: Wastewater spill may have long-term impact on Sarasota Bay @fox13news #longboatkey #sarasota #manatee https://t.co/Ldw2SL80h3",FALSE
"55","@kkuizon @FOX13News Yay humans!. ","1278531673085423617","en",2020-07-02 03:31:19,FALSE,"758626133831192576","1278444520510763009","everyone","26014932","2016-07-28T11:32:19.000Z","https://pbs.twimg.com/profile_images/990933509668790272/HRAIXkiW_normal.jpg","HellFireFlorida","Follow Hell Fire to get the latest common sense tweets. Not a Democrat. Not a Republican. All politicians are conmen.","The Hellfire Club",FALSE,FALSE,"1514925908003536896",NA,NA,0,0,0,0,0,48,151,2123,1,"@kkuizon @FOX13News Yay humans!",TRUE
"56","@kkuizon @FOX13News Terrorist attack?. ","1278531793113812993","sv",2020-07-02 03:31:48,FALSE,"758626133831192576","1278444520510763009","everyone","26014932","2016-07-28T11:32:19.000Z","https://pbs.twimg.com/profile_images/990933509668790272/HRAIXkiW_normal.jpg","HellFireFlorida","Follow Hell Fire to get the latest common sense tweets. Not a Democrat. Not a Republican. All politicians are conmen.","The Hellfire Club",FALSE,FALSE,"1514925908003536896",NA,NA,0,0,0,0,0,48,151,2123,1,"@kkuizon @FOX13News Terrorist attack?",TRUE
"57","@_gulfcoastchris @kkuizon @FOX13News Poopy water?. ","1278531897828749314","en",2020-07-02 03:32:13,FALSE,"758626133831192576","1278444520510763009","everyone","731985605601693697","2016-07-28T11:32:19.000Z","https://pbs.twimg.com/profile_images/990933509668790272/HRAIXkiW_normal.jpg","HellFireFlorida","Follow Hell Fire to get the latest common sense tweets. Not a Democrat. Not a Republican. All politicians are conmen.","The Hellfire Club",FALSE,FALSE,"1514925908003536896",NA,NA,0,0,0,0,0,48,151,2123,1,"@_gulfcoastchris @kkuizon @FOX13News Poopy water?",TRUE
"58","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278639322368016384","en",2020-07-02 10:39:05,FALSE,"435423881","1278639322368016384","everyone",NA,"2011-12-13T01:46:22.000Z","https://pbs.twimg.com/profile_images/1257806466502856705/gp9d2PKt_normal.jpg","redcarma","Not my circus. Not my monkeys. Bronx girl. Sports Chick Extraordinaire. #USFAlum #YankeeGirl #CowboyNation #veggiegirl","Just Maryann ⚾️🏈🤘🎵🎶",FALSE,FALSE,NA,"https://t.co/dTLQF9jhU3","Tampa Bay",12,0,0,0,0,339,1304,11447,12,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"59","🐢🙏💔🙏🐦 Sarasota | Wastewater spill may have long-term impact on Sarasota Bay . https   www newsbreakapp com n 0PUg99hM","1278679384723992579","en",2020-07-02 13:18:16,FALSE,"278324876","1278679384723992579","everyone",NA,"2011-04-07T02:02:08.000Z","https://pbs.twimg.com/profile_images/1070001459339673606/j4M5RToE_normal.jpg","harmonych2","RetNurse-USAVetChaplainsAssistant~Currently testng theory that teaching kindness 2bots will release the men.👀 #DivineMasculine #Forgiveness #ExNurseApologyTour","Linda Chapman",FALSE,FALSE,"1113467304271122432","https://t.co/TITTEYgLsV","Sarasota, FL",0,0,0,0,0,1115,2281,15150,6,"🐢🙏💔🙏🐦 Sarasota | Wastewater spill may have long-term impact on Sarasota Bay https://t.co/OTHhhxkmKM",FALSE
"60","“We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts."" . https   www mysuncoast com 2020 07 01 crews stop massive wastewater spill states dep says much million gallons could have spilled near sarasota bay","1278693660834529281","en",2020-07-02 14:15:00,FALSE,"9581122","1278693660834529281","everyone",NA,"2007-10-21T15:57:27.000Z","https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg","mysuncoast","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","ABC7 Sarasota",FALSE,TRUE,NA,"http://t.co/nQUeAxZ5Ke","Sarasota, Florida",2,1,2,2,0,67072,855,89862,690,"“We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts."" https://t.co/shcaF27LPc",FALSE
"61","@mysuncoast Forget the humans, we need the animals. ","1278700301772640261","en",2020-07-02 14:41:23,FALSE,"1265826937177505793","1278693660834529281","everyone","9581122","2020-05-28T02:07:32.000Z","https://pbs.twimg.com/profile_images/1265827397775097858/VCAv54tW_normal.jpg","Veronic59997651","Informative and Factual","Richie & Veronica",FALSE,FALSE,NA,NA,NA,0,0,0,0,0,5,220,378,0,"@mysuncoast Forget the humans, we need the animals",TRUE
"62","RT @mysuncoast: “We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts."" . https   www mysuncoast com 2020 07 01 crews stop massive wastewater spill states dep says much million gallons could have spilled near sarasota bay","1278724189554380801","en",2020-07-02 16:16:18,FALSE,"3437337791","1278724189554380801","everyone",NA,"2015-08-23T22:54:17.000Z","https://pbs.twimg.com/profile_images/1221291032224071680/zJqAENvR_normal.jpg","LohrKrista","","Krista Lohr",FALSE,FALSE,NA,NA,"sarasota ",2,0,0,0,0,155,346,2981,1,"RT @mysuncoast: “We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts."" https://t.co/shcaF27LPc",FALSE
"63","Break in main wastewater sewer line in Manatee County. 

“We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts,” said Justin Bloom, Founder of Suncoast Waterkeeper. 

. https   rebrandly com 404","1280588146401587201","en",2020-07-07 19:43:00,FALSE,"1046953802245578753","1280588146401587201","everyone",NA,"2018-10-02T02:43:32.000Z","https://pbs.twimg.com/profile_images/1046954462252650496/fAI8sUWg_normal.jpg","HelpFloridaHeal","We are a nonpartisan group of FL citizens demanding that our politicians take action to help Florida heal from the red tide and green algae poisoning our state.","Help Florida Heal",FALSE,FALSE,"1304150592277929984","https://t.co/nrcNO8vykn","Boca Grande, FL",1,0,0,1,0,147,347,1461,2,"Break in main wastewater sewer line in Manatee County. 

“We’re really afraid of the ecological consequences and right now today, we’re worried about the health and potential human impacts,” said Justin Bloom, Founder of Suncoast Waterkeeper. 

https://t.co/jp21kOMit5",FALSE
"64","Also in this week's water and wastewater news, the U.S. Environmental Protection Agency will prohibit companies from manufacturing, processing or importing products containing certain long-chain PFAS without prior approval
. https   www tpomag com online_exclusives 2020 07 news briefs large wastewater spill concerns sarasota bay residents","1281332526523600897","en",2020-07-09 21:00:54,FALSE,"166524131","1281332526523600897","everyone",NA,"2010-07-14T10:56:02.000Z","https://pbs.twimg.com/profile_images/1681814623/tpo_icon_normal.png","TPOmag","Dedicated to Municipal Wastewater Treatment Professionals - Treatment Plant Operator Magazine","TPO Magazine",FALSE,FALSE,NA,"http://t.co/dJpCXiXAwL",NA,1,0,1,0,0,2246,57,6619,56,"Also in this week's water and wastewater news, the U.S. Environmental Protection Agency will prohibit companies from manufacturing, processing or importing products containing certain long-chain PFAS without prior approval
https://t.co/nm7RyNRVtV",FALSE
"65","RT @TPOmag: Also in this week's water and wastewater news, the U.S. Environmental Protection Agency will prohibit companies from manufacturing, processing or importing products containing certain long-chain PFAS without prior approval
. https   www tpomag com online_exclusives 2020 07 news briefs large wastewater spill concerns sarasota bay residents","1281375349427908608","en",2020-07-09 23:51:04,FALSE,"269969362","1281375349427908608","everyone",NA,"2011-03-21T19:42:58.000Z","https://pbs.twimg.com/profile_images/1304625206078722051/BBmfKFiq_normal.jpg","RadkeH2O","A nerd who's passions include water, BTS, Nationals baseball, and laughter.","Christine Radke",FALSE,FALSE,NA,NA,"Northern VA",1,0,0,0,0,937,803,7257,38,"RT @TPOmag: Also in this week's water and wastewater news, the U.S. Environmental Protection Agency will prohibit companies from manufacturing, processing or importing products containing certain long-chain PFAS without prior approval
https://t.co/nm7RyNRVtV",FALSE
"66","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312203222031888385","en",2020-10-03 01:30:02,FALSE,"19539716","1312203222031888385","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",8,0,4,1,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"67","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312203556842205192","en",2020-10-03 01:31:22,FALSE,"542291870","1312203556842205192","everyone",NA,"2012-04-01T06:12:36.000Z","https://pbs.twimg.com/profile_images/1302681093536063488/a0df8ONS_normal.jpg","TheRealYoG","Native American Artivist, Researcher, Designer, Animator & Filmmaker. #HUMANunity #HipHop","Yo-G",FALSE,FALSE,"707674264543973377",NA,"North America",8,0,0,0,0,5751,5254,202668,155,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"68","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312205131513962496","en",2020-10-03 01:37:37,FALSE,"1659032058","1312205131513962496","everyone",NA,"2013-08-10T02:19:25.000Z","https://pbs.twimg.com/profile_images/1418763635317424134/kuq1yu2a_normal.jpg","AnthonyMcCradic","","Anthony McCradic",FALSE,FALSE,NA,NA,"Arlington Texas",8,0,0,0,0,182,491,29333,21,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"69","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312205445994442754","en",2020-10-03 01:38:52,FALSE,"1414047918","1312205445994442754","everyone",NA,"2013-05-08T23:24:08.000Z","https://pbs.twimg.com/profile_images/1260103325145600001/0lLYc-qS_normal.jpg","luluonti","Ecologista y solidaria. #PeaceAndLove   #FreePalestine 
#BlackLivesMatter  #Justice     Educ. y Psic.  Autora de ""Mujeres en Rebeldía"" 
https://t.co/wT21GJdrUC","luluonti",FALSE,FALSE,"1306423077950107648","https://t.co/uOtwGiIOwY","Ciudad de México",8,0,0,0,0,1105,244,384829,80,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"70","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312205586935685121","en",2020-10-03 01:39:26,FALSE,"1183898923871690752","1312205586935685121","everyone",NA,"2019-10-15T00:15:06.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","spas_yankov","Bulgarian . Enjoy wildlife studying ecology ,love #Safarilive","spas_yankov",FALSE,FALSE,"1217487269197766656","https://t.co/K7Fp38YR1t","Bulgaria",8,0,0,0,0,152,861,56829,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"71","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312213719103885314","en",2020-10-03 02:11:45,FALSE,"24472869","1312213719103885314","everyone",NA,"2009-03-15T02:28:57.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","buzzybeebrown","Political ""junkie"" my entire adult life.  Independent","Lael Rayburn",FALSE,FALSE,NA,NA,NA,8,0,0,0,0,79,982,24282,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"72","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312512809326895105","en",2020-10-03 22:00:13,FALSE,"19539716","1312512809326895105","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",16,0,17,1,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"73","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312513400795099136","en",2020-10-03 22:02:34,FALSE,"778018011722551297","1312513400795099136","everyone",NA,"2016-09-19T23:48:43.000Z","https://pbs.twimg.com/profile_images/847987412672237568/-8Ggkjz0_normal.jpg","lott_hayley","Dog mummy. First Gen Scot , Grew up in Canadian fell in love with an American. No one is above the law. Vote Blue.🇺🇦🌻💙💛","Hayley Mills-Lott",FALSE,FALSE,NA,NA,"Washington, USA",16,0,0,0,0,7201,7910,391760,8,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"74","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312513444680142848","en",2020-10-03 22:02:45,FALSE,"438680909","1312513444680142848","everyone",NA,"2011-12-16T21:58:32.000Z","https://pbs.twimg.com/profile_images/1325575792068321280/Y8h-yx_P_normal.jpg","FMDoc54","Historian, archaeologist, philosopher, Animal activist, goth cowgirl, gamer, D&D, chef, ex-Army, socialist, satirist, and catty. She/Her/Hers","Fionna Michèle 🏳️‍⚧️✡️🇺🇦",FALSE,FALSE,NA,NA,"Dallas, TX",16,0,0,0,0,79,750,5594,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"75","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312513612120879104","en",2020-10-03 22:03:25,FALSE,"2532347358","1312513612120879104","everyone",NA,"2014-05-29T10:18:19.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","paradoxrich","","Richard Myers",FALSE,FALSE,NA,NA,NA,16,0,0,0,0,27,367,5370,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"76","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312514777105670145","en",2020-10-03 22:08:02,FALSE,"542291870","1312514777105670145","everyone",NA,"2012-04-01T06:12:36.000Z","https://pbs.twimg.com/profile_images/1302681093536063488/a0df8ONS_normal.jpg","TheRealYoG","Native American Artivist, Researcher, Designer, Animator & Filmmaker. #HUMANunity #HipHop","Yo-G",FALSE,FALSE,"707674264543973377",NA,"North America",16,0,0,0,0,5751,5254,202668,155,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"77","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312516645877809153","en",2020-10-03 22:15:28,FALSE,"274369575","1312516645877809153","everyone",NA,"2011-03-30T06:04:03.000Z","https://pbs.twimg.com/profile_images/1298073422/Picture_26twitter1_normal.jpg","wavetop","""our struggle is not against flesh & blood,but against rulers, authorities, the powers of this dark world & against the spiritual forces of evil""","michael grey",FALSE,FALSE,NA,NA,"Vancouver",16,0,0,0,0,4387,4977,551842,164,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"78","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312517241242415104","en",2020-10-03 22:17:50,FALSE,"1089221589806264320","1312517241242415104","everyone",NA,"2019-01-26T18:00:38.000Z","https://pbs.twimg.com/profile_images/1545364321307398144/gm40ID3W_normal.jpg","XRShrewsbury","A different world cannot be forged by indifferent people. JOIN US ☺️ Instagram: @extinctionrebellionshrewsbury | TikTok: @xrshrewsbury","XRShrewsbury 🌍",FALSE,FALSE,"1623660759178772481","https://t.co/BughPpV2t9","Shrewsbury, England",16,0,0,0,0,4113,4144,17546,60,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"79","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312517508314722310","en",2020-10-03 22:18:54,FALSE,"1102689056440373248","1312517508314722310","everyone",NA,"2019-03-04T21:55:32.000Z","https://pbs.twimg.com/profile_images/1593744363213004801/ZLTRFx1-_normal.jpg","BazzCargo","Irresponsible Crusty with too many opinions and not enough sense
If it's on the floor it's mine #NHS💙
Dumping those who don't follow back
Speaks English only","bazz cargo. Permaculture will save the world.",FALSE,FALSE,"1250895155072241666",NA,"Lost in the wilds of Wiltshire",16,0,0,0,0,5185,5543,69542,9,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"80","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312521010441191424","en",2020-10-03 22:32:49,FALSE,"406015667","1312521010441191424","everyone",NA,"2011-11-06T04:03:41.000Z","https://pbs.twimg.com/profile_images/907860513878446081/xXf2tnwq_normal.jpg","Okiemom50","Wife, Mother, Grandmother, Love people, Dogs, Cats, Horses, All wildlife, ADORE #Outlander & actors.
I am a Scot/Irish Okie.","𝙆𝙖𝙩𝙝𝙮 𝙋 ❤️😷☮️🌊🌈🥑 #𝙒𝙀𝘼𝙍𝘼𝙈𝘼𝙎𝙆",FALSE,FALSE,"1311088607118098432",NA,"Oklahoma, USA",16,0,0,0,0,2423,512,90270,14,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"81","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312578228096323585","en",2020-10-04 02:20:10,FALSE,"1296464749601923074","1312578228096323585","everyone",NA,"2020-08-20T15:11:20.000Z","https://pbs.twimg.com/profile_images/1296606283144069122/PW5rxhY0_normal.jpg","Maddy_Swartout","","Maddy",FALSE,FALSE,NA,NA,NA,16,0,0,0,0,45,169,61,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"82","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312637187595341825","en",2020-10-04 06:14:27,FALSE,"495602226","1312637187595341825","everyone",NA,"2012-02-18T04:07:44.000Z","https://pbs.twimg.com/profile_images/1535521889011089409/-P9euR4J_normal.jpg","GGG_says","Three things that kill—hate, guns and Republicanism. Eliminate all three✌🏻","G.G.Gordon",FALSE,FALSE,NA,NA,"America the Miserable",16,0,0,0,0,4058,4711,787142,581,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"83","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312813748663582724","en",2020-10-04 17:56:03,FALSE,"1259886024748077056","1312813748663582724","everyone",NA,"2020-05-11T16:43:35.000Z","https://pbs.twimg.com/profile_images/1480884427811086338/ZWLcZGsz_normal.jpg","j_r_ali34","","Jami",FALSE,FALSE,NA,NA,NA,16,0,0,0,0,178,1903,34513,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP15uYA",FALSE
"84","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312890263912812551","en",2020-10-04 23:00:05,FALSE,"19539716","1312890263912812551","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",14,2,12,0,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
