"","text","created_at.x","possibly_sensitive","lang","author_id","conversation_id","id","reply_settings","description","location","profile_image_url","url","username","created_at.y","name","verified","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","pinned_tweet_id","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"49","RT @FloridaPoison: Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1856442343714632025 video 1",2024-11-14 22:03:03,FALSE,"en","4664688606","1857182485395779948","1857182485395779948","everyone","Believer in Jesus Christ. I love God, my country, my family, and my friends. Yehushu'a comes on the storm.
✝️🙏❤️","Planet Earth","https://pbs.twimg.com/profile_images/1677447780787265539/rMw1BeFx_normal.jpg",NA,"occamsrazor461","2015-12-28T02:33:51.000Z","Occam's Razor",FALSE,FALSE,1,0,0,0,0,0,1486,2567,29265,1,26460,NA,"RT @FloridaPoison: Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. https://t.co/QnyNK6LJUP",NA,NA,FALSE,NA
"50","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 22:02:16,FALSE,"en","4664688606","1857182287252570498","1857182287252570498","everyone","Believer in Jesus Christ. I love God, my country, my family, and my friends. Yehushu'a comes on the storm.
✝️🙏❤️","Planet Earth","https://pbs.twimg.com/profile_images/1677447780787265539/rMw1BeFx_normal.jpg",NA,"occamsrazor461","2015-12-28T02:33:51.000Z","Occam's Razor",FALSE,FALSE,6,0,0,0,0,0,1486,2567,29265,1,26460,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,NA,FALSE,NA
"51","@jeremyjudkins_ @cybrtrkguy 

I haven’t been out there today but I did see this. https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches amp",2024-11-14 21:59:39,FALSE,"en","2513447400","1857146830011994575","1857181627606237402","everyone","Husband and father of three boys - Owner of The Apple Core 👨‍🔧Mac/PC Repair and Sales - Custom PC Builder - Tech Enthusiast","Sarasota, FL","https://pbs.twimg.com/profile_images/1712378394023768064/HJQSG6yL_normal.jpg",NA,"TheAppleCore","2014-05-21T19:31:27.000Z","Nick",FALSE,FALSE,0,0,1,0,0,13,606,533,3321,3,4573,NA,"@jeremyjudkins_ @cybrtrkguy https://t.co/hbaapCnA0b

I haven’t been out there today but I did see this","1782166728153198888","1447963180567863314",FALSE,NA
"52","Red tide Alert Issued: For Sarasota, Pinellas Beaches . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches",2024-11-14 18:22:40,FALSE,"en","353119109","1857127023686082994","1857127023686082994","everyone","Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII)","Florida","https://pbs.twimg.com/profile_images/1686125606734356481/UEWoRkEO_normal.jpg","https://t.co/Ou0oi3cUS1","billmorill","2011-08-11T15:40:23.000Z","REX Bill Morill 💫 🇮🇹 🇫🇷 🇳🇬",FALSE,FALSE,0,0,0,0,0,21,630,555,182688,2,109864,NA,"Red tide Alert Issued: For Sarasota, Pinellas Beaches https://t.co/2gyLMXhcJZ","1410030332934565895",NA,FALSE,NA
"53","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 14:24:31,FALSE,"en","1651977795180822529","1857067089179095305","1857067089179095305","everyone","🐬🏳️‍🌈🏳️‍⚧️
Florida native, Iifelong Miami Dolphins fan.  Mom, Grandma, BLM, Pro-Choice. 🔩 DeFascist and Trump.",NA,"https://pbs.twimg.com/profile_images/1652000848233263109/2ViG0vxG_normal.jpg",NA,"SuzanneBos43679","2023-04-28T15:57:54.000Z","Suzanne@cookinmaama",FALSE,FALSE,6,0,0,0,0,0,1794,1573,168277,9,113867,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z","1792611447194968218",NA,FALSE,NA
"54","Thanks to @GovRonDeSantis
And @TheFLGOP 🤬
Red tide alert issued for Sarasota, Pinellas area beaches . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches",2024-11-14 12:41:10,FALSE,"en","1219032025769881605","1857041078844608570","1857041078844608570","everyone","Retired military. #WritingCommunity #PTSD #MS #LGBTQ #Hypoparathyroidism #RA #depression #TBI #FBR #atheist #dogs #cats DEMOCRAT #KamalaWalz2024","Florida, USA","https://pbs.twimg.com/profile_images/1350116284327981058/3_GmLbhP_normal.jpg",NA,"BrujaAnon","2020-01-19T23:01:09.000Z","MSFighter 🇺🇦♿🗝☮️🏳️‍🌈",FALSE,FALSE,0,0,0,0,0,14,2665,4600,140741,13,33706,NA,"Thanks to @GovRonDeSantis
And @TheFLGOP 🤬
Red tide alert issued for Sarasota, Pinellas area beaches https://t.co/HX8FEbdntr",NA,NA,FALSE,NA
"55","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 05:51:41,FALSE,"en","1633454369512235011","1856938032953233742","1856938032953233742","everyone","Everything about Tampa is here!",NA,"https://pbs.twimg.com/profile_images/1633457440929861633/d4vDxfxi_normal.jpg",NA,"yes_tampa","2023-03-08T13:07:34.000Z","Yes! Tampa",FALSE,FALSE,6,0,0,0,0,0,168,109,6068,0,53,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,NA,FALSE,NA
"56","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 02:43:26,TRUE,"en","1355806650","1856890654405599414","1856890654405599414","everyone","What is there to say, I'm a smart ass with a lot of skills. Follow me for a rollercoaster called life. Funny, sad, mad, insanity at its best.","Florida ","https://pbs.twimg.com/profile_images/1569363207675944961/aKvt1uEu_normal.jpg",NA,"wrestlejasmine","2013-04-16T02:07:55.000Z","Jasmine🇺🇸(Selena)🙏❤💙",FALSE,FALSE,6,0,0,0,0,0,3091,3061,42918,10,97500,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z","1134232889065971712",NA,FALSE,NA
"57","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 01:34:56,FALSE,"en","3296429217","1856873416181039587","1856873416181039587","everyone","Horse mom 🐴 working 20+ years for a developer/builder even though I complain about too much development 😏; dream of retiring somewhere less populated","St Petersburg, FL","https://pbs.twimg.com/profile_images/602456130661576704/UONqBgbm_normal.jpg",NA,"laineybabyfl","2015-05-24T12:20:35.000Z","Lainey🎠",FALSE,FALSE,6,0,0,0,0,0,112,204,339,0,24875,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,NA,FALSE,NA
"58","@WFLA @TruGreen",2024-11-14 01:29:43,FALSE,"qam","1809737632978726912","1856871388319039536","1856872104697946217","everyone","FREE SPEECH ONLY EXISTS IN RUSH HOUR TRAFFIC.",NA,"https://pbs.twimg.com/profile_images/1809758037449588736/TWX5JD2__normal.jpg",NA,"unsuspenda59783","2024-07-06T23:54:17.000Z","UnsuspendadbleTroll",FALSE,FALSE,0,0,0,0,0,83,88,1075,1613,0,26108,NA,NA,"1816250197141238106","23820899",TRUE,NA
"59","A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1",2024-11-14 01:26:52,FALSE,"en","23820899","1856871388319039536","1856871388319039536","everyone","WFLA News Channel 8 is a news leader in Tampa Bay.","Tampa, FL","https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg","https://t.co/qPxwyiszHG","WFLA","2009-03-11T20:14:10.000Z","WFLA NEWS",FALSE,FALSE,6,1,25,0,0,4004,237616,2246,268293,1792,6960,NA,"A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,NA,FALSE,NA
"60","Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1856442343714632025 video 1",2024-11-12 21:02:00,FALSE,"en","236390420","1856442343714632025","1856442343714632025","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,1,0,1,0,0,88,1205,428,10397,21,2595,NA,"Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. https://t.co/QnyNK6LJUP",NA,NA,FALSE,NA
"61","Fish kills suspected to be related to red tide were reported to @MyFWC  in Pinellas, Sarasota, Charlotte, and Lee counties. Respiratory irritation in people was reported in Pinellas, Sarasota and Charlotte counties. #Poison Help 1-800-222-1222. . https   health wusf usf edu health news florida 2024 11 04 red tide and related respiratory irritation reported in tampa bay coastal counties",2024-11-05 18:01:00,FALSE,"en","236390420","1853860078257848527","1853860078257848527","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,32,1210,429,10249,21,2582,NA,"Fish kills suspected to be related to red tide were reported to @MyFWC  in Pinellas, Sarasota, Charlotte, and Lee counties. Respiratory irritation in people was reported in Pinellas, Sarasota and Charlotte counties. #Poison Help 1-800-222-1222. https://t.co/tQWvc9DTil",NA,NA,NA,NA
"62","🌊Red tide was detected in 76 samples collected from Florida’s Gulf Coast. Bloom concentrations were present in 18 samples: 2 off Pinellas County, 3 off Sarasota County, 4 off Charlotte County, 8 off Lee County, and 1 off of Collier County. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1853542989160984579 video 1",2024-11-04 21:01:00,FALSE,"en","236390420","1853542989160984579","1853542989160984579","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,47,1210,429,10249,21,2582,NA,"🌊Red tide was detected in 76 samples collected from Florida’s Gulf Coast. Bloom concentrations were present in 18 samples: 2 off Pinellas County, 3 off Sarasota County, 4 off Charlotte County, 8 off Lee County, and 1 off of Collier County. #Poison Help 1-800-222-1222. https://t.co/DsefETrejt",NA,NA,NA,NA
"63","🌊Red tide was detected in 76 samples collected from Florida’s Gulf Coast. Bloom concentrations were present in 18 samples: 2 off Pinellas County, 3 off Sarasota County, 4 off Charlotte County, 8 off Lee County, and 1 off of Collier County. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1853437293144813574 video 1",2024-11-04 14:01:00,FALSE,"en","236390420","1853437293144813574","1853437293144813574","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,59,1210,429,10249,21,2582,NA,"🌊Red tide was detected in 76 samples collected from Florida’s Gulf Coast. Bloom concentrations were present in 18 samples: 2 off Pinellas County, 3 off Sarasota County, 4 off Charlotte County, 8 off Lee County, and 1 off of Collier County. #Poison Help 1-800-222-1222. https://t.co/CZJHNfX388",NA,NA,NA,NA
"64","RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay",2024-11-02 00:02:45,FALSE,"en","377666632","1852501564784554382","1852501564784554382","everyone","Radio man, Podcast man, Writer man","Land O Lakes, Florida","https://pbs.twimg.com/profile_images/1490711932650889217/kLsdYtt5_normal.jpg",NA,"radiocraigkopp","2011-09-21T22:53:34.000Z","Craig Kopp",FALSE,FALSE,2,0,0,0,0,0,1113,1564,43604,60,40416,NA,"RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC",NA,NA,NA,NA
"65","RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay",2024-11-01 23:07:37,FALSE,"en","619451921","1852487690412757066","1852487690412757066","everyone","Proud Democrat 
🌊🏳️‍🌈🇺🇦🇺🇸
#VoteBlue","Florida, USA","https://pbs.twimg.com/profile_images/1307456444145557504/O5bIr0iK_normal.jpg",NA,"KlinglerRobin","2012-06-26T21:54:20.000Z","RockinRobin",FALSE,FALSE,2,0,0,0,0,0,1062,5099,46312,3,223219,NA,"RT @wusf: Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC",NA,NA,NA,NA
"66","Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

. https   www wusf org environment 2024 11 01 red tide is back in sarasota bay",2024-11-01 23:00:02,FALSE,"en","17544442","1852485781698593233","1852485781698593233","everyone","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","Tampa, FL","https://pbs.twimg.com/profile_images/1714703492890394624/IOVwz2sB_normal.jpg","https://t.co/KBo4cZ4tOe","wusf","2008-11-21T20:07:08.000Z","WUSF",FALSE,FALSE,2,0,2,0,0,142,15266,2342,41419,0,2742,NA,"Over the past week, the red tide organism Karenia brevis was detected in 85 samples: one offshore of Pinellas County, two offshore of Manatee County, five in and offshore of Sarasota County, and four offshore of Charlotte County.

https://t.co/YPMkoCJ4CC","1787836246024437952",NA,NA,NA
"67","Red tide found in water samples from Southwest Florida to Pinellas County -  #GoogleAlerts. https   www fox13news com news red tide found water samples from southwest florida pinellas county",2024-11-01 22:27:08,FALSE,"en","534263140","1852477502968476016","1852477502968476016","everyone","",NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"FloridaIssues","2012-03-23T12:49:26.000Z","Florida Issues",FALSE,FALSE,0,0,0,0,0,22,1093,11,159567,37,1353,NA,"Red tide found in water samples from Southwest Florida to Pinellas County - https://t.co/NikNZCVVjM #GoogleAlerts",NA,NA,NA,NA
"68","Suspected red tide respiratory irritation reported in Pinellas, Sarasota counties . https   www wfla com news local news suspected red tide fish kills respiratory irritation reported in pinellas sarasota counties",2024-11-01 13:51:24,FALSE,"en","353119109","1852347714438107184","1852347714438107184","everyone","Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII)","Florida","https://pbs.twimg.com/profile_images/1686125606734356481/UEWoRkEO_normal.jpg","https://t.co/Ou0oi3cUS1","billmorill","2011-08-11T15:40:23.000Z","REX Bill Morill 💫 🇮🇹 🇫🇷 🇳🇬",FALSE,FALSE,0,0,0,0,0,26,632,561,182260,2,109711,NA,"Suspected red tide respiratory irritation reported in Pinellas, Sarasota counties https://t.co/jlU3DWa4oJ","1410030332934565895",NA,NA,NA
"69","Red tide found in water samples from Southwest Florida to Pinellas County

. https   thesuncoastnews com 2024 11 red tide found in water samples from southwest florida to pinellas county",2024-11-01 07:09:41,FALSE,"en","747552338","1852246617358745950","1852246617358745950","everyone","Covering local Suncoast news and some national news. Alumna @UofMaryland, 100% disabled Navy Veteran. Bringing back Truth In Media!","Sarasota, Florida","https://pbs.twimg.com/profile_images/1801683921999949824/dcS2eVXN_normal.jpg","https://t.co/ZhRKxESlva","TheSuncoastNews","2012-08-09T16:54:44.000Z","Francesco Abbruzzino - The Scoop",FALSE,FALSE,0,0,0,0,0,20,1319,395,162673,55,1451,NA,"Red tide found in water samples from Southwest Florida to Pinellas County

https://t.co/4nyY4lEHQV",NA,NA,NA,NA
"70","Recent hurricanes—Debbie, Helene, and Milton—contributed to septic backups and water treatment issues across the region, intensifying water quality challenges...



#PIESun. https   pie sun com 2024 10 31 red tide and bacteria levels persist spike in southwest florida and pinellas waters weeks after hurricanes",2024-10-31 16:05:17,FALSE,"en","1839381876211113984","1852019020020547898","1852019020020547898","everyone","Local St. Pete-Clearwater, Florida News, Events, and Destinations","St. Petersburg, Florida","https://pbs.twimg.com/profile_images/1839382051910520832/-AsxpgmZ_normal.jpg","https://t.co/5lLoq2abmx","ThePIESun","2024-09-26T19:10:16.000Z","St. Pete-Clearwater Sun",FALSE,FALSE,0,0,0,0,0,6,2,19,215,0,4,NA,"Recent hurricanes—Debbie, Helene, and Milton—contributed to septic backups and water treatment issues across the region, intensifying water quality challenges...

https://t.co/bolCbwUdYQ

#PIESun",NA,NA,NA,"01dd3bb421d0694d"
"71","Blue roofs, red tide and more - it's a lot but we break it down in the Dove Daily Update! . https   bit ly 3YEPpix",2024-10-30 15:30:11,FALSE,"en","608235166","1851647799059730729","1851647799059730729","everyone","105.5 WDUV The Dove plays all of Tampa Bay's Lite Favorites! Stream anytime online!","Tampa Bay, FL","https://pbs.twimg.com/profile_images/1745112048374005760/je0tklmq_normal.jpg","https://t.co/i1RO8qiOD7","1055TheDove","2012-06-14T15:23:54.000Z","105.5 The Dove",FALSE,FALSE,0,0,0,0,0,11,2773,4382,30316,63,999,NA,"Blue roofs, red tide and more - it's a lot but we break it down in the Dove Daily Update! https://t.co/7KyDioaTnA",NA,NA,NA,NA
"72","🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. . https   health wusf usf edu health news florida 2024 10 28 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-28 21:01:00,FALSE,"en","236390420","1851006274357318121","1851006274357318121","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,34,1211,429,10166,21,2582,NA,"🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. https://t.co/FqedETFNdM",NA,NA,FALSE,NA
"73","Red tide detected off Pinellas, Hillsborough, Sarasota and Manatee counties . https   health wusf usf edu health news florida 2024 10 28 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-28 20:41:32,FALSE,"en","1688907419802386433","1851001376878350602","1851001376878350602","everyone","Your Connect To The Latest trends,Valuable Tips, and the hottest accuracy of the entire internet","Web","https://pbs.twimg.com/profile_images/1688908739317792768/lV7IMXaK_normal.jpg","https://t.co/htHPMXNK70","Interconnectz","2023-08-08T13:38:20.000Z","Internet Connectz",FALSE,FALSE,0,0,0,0,0,11,316,446,16995,2,7658,NA,"Red tide detected off Pinellas, Hillsborough, Sarasota and Manatee counties https://t.co/H21HQroZ6A","1851206876697895192",NA,FALSE,NA
"74","🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. . https   health wusf usf edu health news florida 2024 10 28 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-28 14:01:00,FALSE,"en","236390420","1850900577926127973","1850900577926127973","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,27,1211,429,10166,21,2582,NA,"🌊A week after the fall's 1st confirmed reports of red tide off the Pinellas County coast, data show concentrations elsewhere. Bloom-level concentrations were present: Pinellas County 5, Manatee County 2 and Sarasota County 2. #Poison Help 1-800-222-1222. https://t.co/FqedETGl3k",NA,NA,FALSE,NA
"75","Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties | WUSF  . https   www wusf org environment 2024 10 26 red tide detected off pinellas hillsborough sarasota and manatee counties. https   x com tstanfield status 1850824899465527642 photo 1",2024-10-28 09:00:17,FALSE,"en","16384228","1850824899465527642","1850824899465527642","everyone","""He who is brave is free."" - Lucius Annaeus Seneca | Fighting for inclusion, tolerance, & fairness. Geek. Beaches. Sunrises. Live music. LGBTQ.","Punta Gorda, Florida","https://pbs.twimg.com/profile_images/1741740382876995584/blbeTx-r_normal.jpg",NA,"tstanfield","2008-09-20T23:38:44.000Z","Todd Stanfield 🏳️‍🌈",FALSE,FALSE,0,0,0,0,0,14,982,1610,12215,4,4251,NA,"Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties | WUSF https://t.co/lAlzL7sLz2 https://t.co/GT0CRF3Xf6",NA,NA,FALSE,NA
"76","RT @wusf: According to the @MyFWC report issued Friday, the organism that causes red tide was detected in 49 samples along the coast of Southwest Florida. However, bloom-level concentrations were present in just nine samples.

. https   www wusf org environment 2024 10 26 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-27 14:48:48,FALSE,"en","730963068","1850550220180119912","1850550220180119912","everyone","Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.","Palm Harbor, FL","https://pbs.twimg.com/profile_images/1101507802181365765/dw5MfqNI_normal.jpg",NA,"wusfschreiner","2012-08-01T16:09:25.000Z","Mark Schreiner",FALSE,FALSE,1,0,0,0,0,0,1810,3085,25652,58,171293,NA,"RT @wusf: According to the @MyFWC report issued Friday, the organism that causes red tide was detected in 49 samples along the coast of Southwest Florida. However, bloom-level concentrations were present in just nine samples.

https://t.co/GihFL5PYzO",NA,NA,FALSE,NA
"77","Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties - WUSF -  #GoogleAlerts. https   www wusf org environment 2024 10 26 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-27 13:39:41,FALSE,"en","534263140","1850532823704236344","1850532823704236344","everyone","",NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"FloridaIssues","2012-03-23T12:49:26.000Z","Florida Issues",FALSE,FALSE,0,0,0,0,0,23,1099,11,159325,37,1352,NA,"Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties - WUSF - https://t.co/Yfbn2ob2zd #GoogleAlerts",NA,NA,FALSE,NA
"78","#RedTide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties #Florida



Download Now
. https   www wusf org environment 2024 10 26 red tide detected off pinellas hillsborough sarasota and manatee counties. https   app appsflyer com com opera app news",2024-10-27 08:25:19,FALSE,"en","49303240","1850453714571538722","1850453714571538722","everyone","Husband, World traveler, NewsHound. Photographer, Pilot, Sailor,  Ham Radio, RF Engineering, Business Owner, Tweeting for @NavalTV","Tampa, Florida","https://pbs.twimg.com/profile_images/582035246/DSC_0027_800_normal.JPG","https://t.co/yTcDDtAFbx","lymanduggan","2009-06-21T12:26:01.000Z","Lyman Duggan VE9NE/W4 🇨🇦 from #PEI",FALSE,FALSE,0,0,0,0,0,18,1081,4145,33383,56,6398,NA,"#RedTide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties #Florida

https://t.co/JgapFGNGNL

Download Now
https://t.co/ytDBEFyWYm",NA,NA,FALSE,NA
"79","Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties - WUSF -  #GoogleAlerts. https   www wusf org environment 2024 10 26 red tide detected off pinellas hillsborough sarasota and manatee counties",2024-10-26 22:40:56,FALSE,"en","534263140","1850306648168129022","1850306648168129022","everyone","",NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"FloridaIssues","2012-03-23T12:49:26.000Z","Florida Issues",FALSE,FALSE,0,0,0,0,0,32,1099,11,159325,37,1352,NA,"Red tide detected off Pinellas, Hillsborough, Sarasota, and Manatee counties - WUSF - https://t.co/6cT2V6v7NY #GoogleAlerts",NA,NA,FALSE,NA
"80","@MortgageReport @travisakers Clearwater Beach for family vacation yearly when I was young. Born/raised in Indiana between Chi &amp; Indy. Beaches so beautiful. I vowed to live there someday. After 40+ years, politics aside, between hurricanes, red tides, property insurance &amp; taxes, my husband &amp; I feel the same.. ",2024-10-26 19:13:06,FALSE,"en","820823097431433216","1849931865525731549","1850254346048401468","everyone","","Florida, USA","https://pbs.twimg.com/profile_images/884591216255524864/tA8FieG9_normal.jpg",NA,"DawnBennNoTrump","2017-01-16T02:40:51.000Z","Dawn Bennington",FALSE,FALSE,0,0,2,0,0,108,319,1177,2139,1,6053,NA,"@MortgageReport @travisakers Clearwater Beach for family vacation yearly when I was young. Born/raised in Indiana between Chi &amp; Indy. Beaches so beautiful. I vowed to live there someday. After 40+ years, politics aside, between hurricanes, red tides, property insurance &amp; taxes, my husband &amp; I feel the same.",NA,"10269752",FALSE,NA
