"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","profile_image_url","verified","username","created_at.y","name","description","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"51","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1",NA,FALSE,2019-02-05 15:23:36,"everyone","1092805952087252997","707999894473080832","en","1092805952087252997",FALSE,"https://pbs.twimg.com/profile_images/926542371562622976/3Wc8eWeI_normal.jpg",FALSE,"DE_AnaGibbs","2016-03-10T18:41:43.000Z","Ana Gibbs","Corporate Communications for @DukeEnergy #Florida. All tweets are my own.",NA,NA,"https://t.co/ul4C3F2hys",3,0,0,0,0,1532,794,5692,31,NA,"RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG",FALSE
"52",". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",NA,FALSE,2019-02-05 17:22:45,"everyone","1092835934356283394","82108123","en","1092835934356283394",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",FALSE,"SarahBlazonis","2009-10-13T14:32:50.000Z","Sarah Blazonis","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Tampa, FL",NA,NA,5,1,17,0,0,2785,3158,27209,102,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g",FALSE
"53","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",NA,FALSE,2019-02-05 17:27:24,"everyone","1092837105607286784","17308428","en","1092837105607286784",FALSE,"https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg",TRUE,"BN9","2008-11-11T12:03:53.000Z","Spectrum Bay News 9","Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.","Tampa Bay area",NA,"http://t.co/j3OZJEwDmE",5,0,0,0,0,384372,446,145386,1755,NA,"RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g",FALSE
"54","This is one of the 25 adult fish released today. They were donated by the @DukeEnergy Mariculture Center in #CrystalRiver. @BN9 . https   twitter com SarahBlazonis status 1092837146606616576 video 1","82108123",FALSE,2019-02-05 17:27:34,"everyone","1092835934356283394","82108123","en","1092837146606616576",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",FALSE,"SarahBlazonis","2009-10-13T14:32:50.000Z","Sarah Blazonis","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Tampa, FL",NA,NA,2,1,9,0,0,2802,3205,27653,102,NA,"This is one of the 25 adult fish released today. They were donated by the @DukeEnergy Mariculture Center in #CrystalRiver. @BN9 https://t.co/qJ1nxNmDAP",TRUE
"55","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",NA,FALSE,2019-02-05 17:28:57,"everyone","1092837493844643840","274642013","en","1092837493844643840",FALSE,"https://pbs.twimg.com/profile_images/500471800502165505/lEtsXEE__normal.jpeg",FALSE,"PuggieSue","2011-03-30T18:00:18.000Z","Suzanne Ryan","","Florida",NA,NA,5,0,0,0,0,338,248,174734,2,NA,"RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g",FALSE
"56","About 2,000 juvenile redfish were released. Upcoming releases will take place in #Hillsborough, #Pinellas, #Sarasota, #Charlotte, #Lee, #Collier, and #Manatee Counties. @BN9 . https   twitter com SarahBlazonis status 1092838686868365312 video 1","82108123",FALSE,2019-02-05 17:33:41,"everyone","1092835934356283394","82108123","en","1092838686868365312",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",FALSE,"SarahBlazonis","2009-10-13T14:32:50.000Z","Sarah Blazonis","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Tampa, FL",NA,NA,5,1,6,0,0,2802,3205,27653,102,NA,"About 2,000 juvenile redfish were released. Upcoming releases will take place in #Hillsborough, #Pinellas, #Sarasota, #Charlotte, #Lee, #Collier, and #Manatee Counties. @BN9 https://t.co/efcnUQToKH",TRUE
"57","I’ll have more details on how it’s hoped these little guys can help with #RedTide recovery coming up on @BN9 at 5:00. . https   twitter com SarahBlazonis status 1092839537108234242 video 1","82108123",FALSE,2019-02-05 17:37:04,"everyone","1092835934356283394","82108123","en","1092839537108234242",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",FALSE,"SarahBlazonis","2009-10-13T14:32:50.000Z","Sarah Blazonis","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Tampa, FL",NA,NA,2,0,3,0,0,2802,3205,27653,102,NA,"I’ll have more details on how it’s hoped these little guys can help with #RedTide recovery coming up on @BN9 at 5:00. https://t.co/eaPIZPfwMN",TRUE
"58","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",NA,FALSE,2019-02-05 18:08:49,"everyone","1092847528159182848","632116384","en","1092847528159182848",FALSE,"https://pbs.twimg.com/profile_images/839858806481833984/wMKgGy4h_normal.jpg",FALSE,"pc3244","2012-07-10T16:23:02.000Z","Paul Cole","vegan, atheist, liberal","united states",NA,NA,5,0,0,0,0,1403,2141,145283,56,NA,"RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g",FALSE
"59","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",NA,FALSE,2019-02-05 23:30:08,"everyone","1092928391521685508","130349411","en","1092928391521685508",FALSE,"https://pbs.twimg.com/profile_images/1442454083793784835/SMtjD1Mb_normal.jpg",FALSE,"reneeg1147","2010-04-07T01:46:07.000Z","Irene Goltry 🪐💜","Animal lover,Art,Music Movies and Good Food. Lists=Blocked. Bots,Trolls,Trumpers=Blocked .z https://t.co/RWWiYY1SiZ",NA,NA,NA,5,0,0,0,0,1984,3498,286047,6,NA,"RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g",FALSE
"60","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1",NA,FALSE,2019-02-06 03:12:49,"everyone","1092984428429754368","884501771321827328","en","1092984428429754368",FALSE,"https://pbs.twimg.com/profile_images/1574338282573422592/uVsWKURp_normal.jpg",FALSE,"CRLamhooper","2017-07-10T19:57:10.000Z","Annemarie","Community Relations Liaison at Duke Energy on Florida's Nature Coast. Tweets and opinions are my own.","Ocala, FL",NA,"https://t.co/gXdbzJZkPs",3,0,0,0,0,111,251,172,3,NA,"RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG",FALSE
"61","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1",NA,FALSE,2019-02-07 02:58:26,"everyone","1093343199198875648","2988931272","en","1093343199198875648",FALSE,"https://pbs.twimg.com/profile_images/726956855050821632/q1eeibN8_normal.jpg",FALSE,"tony_kaelin","2015-01-18T20:08:58.000Z","Tony Kaelin","Structuring Director - Duke Energy Sustainable Solutions","Greenwood, IN",NA,NA,3,0,0,0,0,79,523,882,0,NA,"RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG",FALSE
"62","RT @HelpFloridaHeal: Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf Coast in areas that were impacted by #redtide, starting in Pasco County.""

. http   ed gr bbpvq",NA,FALSE,2019-02-07 10:18:27,"everyone","1093453930175049728","799278959850647552","en","1093453930175049728",FALSE,"https://pbs.twimg.com/profile_images/1072149071413026818/h8hNk6ga_normal.jpg",FALSE,"Pkitty1975","2016-11-17T15:52:08.000Z","Erin K.","Wildlife, Pollinators 🐝, Native Plants, Music 🎶 & Film 🌎 Love Mother Earth 🌞 Monarch Waystation #11595","Michigan, USA",NA,NA,1,0,0,0,0,929,3458,59659,22,NA,"RT @HelpFloridaHeal: Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf Coast in areas that were impacted by #redtide, starting in Pasco County.""

https://t.co/vnBXhVGplS",FALSE
"63","Groups ultimately hope to release 16,000 redfish in Pasco, Hillsborough, Sarasota, Charlotte, Lee and Collier counties. . https   www tcpalm com story opinion editorials 2019 02 07 redfish restocking red tide recovery begins thumb up 2792988002",NA,FALSE,2019-02-07 16:45:07,"everyone","1093551239328161792","18457416","en","1093551239328161792",FALSE,"https://pbs.twimg.com/profile_images/958812904513417216/CViyCam7_normal.jpg",TRUE,"TCPalm","2008-12-29T19:45:51.000Z","TCPalm","Breaking news and the latest from #TCPalmFuture, #IndianRiverLagoon, #TCElections and more.

https://t.co/L90Gj6TQVX | Treasure Coast Newspapers","Treasure Coast, Florida",NA,"https://t.co/M45CXf51Sd",0,0,1,1,0,55660,657,154021,465,NA,"Groups ultimately hope to release 16,000 redfish in Pasco, Hillsborough, Sarasota, Charlotte, Lee and Collier counties. https://t.co/Bh7WfrH39A",FALSE
"64","Pasco County is one of the counties they are releasing Redfish into!  #redfish #fishinglife . https   www aol com article news 2019 02 05 florida releases 16k redfish in places affected by red tide 23662324",NA,FALSE,2019-02-07 21:54:48,"everyone","1093629175846617090","3170646208","en","1093629175846617090",FALSE,"https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg",FALSE,"KeepPascoBu2ful","2015-04-15T17:03:55.000Z","KeepPascoBeautiful","To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","Pasco County, FL",NA,"https://t.co/Lp6Es4MEqT",0,0,1,0,0,609,482,1486,17,"c0b8e8dc81930292","Pasco County is one of the counties they are releasing Redfish into!  #redfish #fishinglife https://t.co/2UNXFwyots",FALSE
"65","See the juvenile #redfish being released into Pasco county waters. #redtide #helpfloridaheal. ",NA,FALSE,2019-02-11 23:19:00,"everyone","1095099914995097602","1046953802245578753","en","1095099914995097602",FALSE,"https://pbs.twimg.com/profile_images/1046954462252650496/fAI8sUWg_normal.jpg",FALSE,"HelpFloridaHeal","2018-10-02T02:43:32.000Z","Help Florida Heal","We are a nonpartisan group of FL citizens demanding that our politicians take action to help Florida heal from the red tide and green algae poisoning our state.","Boca Grande, FL","1304150592277929984","https://t.co/nrcNO8vykn",0,0,0,0,0,147,347,1461,2,NA,"See the juvenile #redfish being released into Pasco county waters. #redtide #helpfloridaheal",FALSE
"66","16,000 redfish to be released along Florida coast to help repopulate after red tide . https   www abcactionnews com news region pasco 16 000 redfish to be released along florida coast to help repopulate after red tide",NA,FALSE,2019-02-16 20:49:24,"everyone","1096874208481763328","203645042","en","1096874208481763328",FALSE,"https://pbs.twimg.com/profile_images/622833383249305600/7WqeffJX_normal.jpg",FALSE,"CarlaRuss98","2010-10-16T19:20:20.000Z","Carla Russ","Happy mom to a awesome teenager and a wife to a handsome man and we are a go kart racing family","chiefland, florida",NA,NA,0,0,0,0,0,38,59,19296,2,NA,"16,000 redfish to be released along Florida coast to help repopulate after red tide https://t.co/O22CaoSawe",FALSE
"67","16,000 redfish to be released along Florida coast to help repopulate after red tide . https   www abcactionnews com news region pasco 16 000 redfish to be released along florida coast to help repopulate after red tide",NA,FALSE,2019-02-17 02:42:02,"everyone","1096962950798168065","207622102","en","1096962950798168065",FALSE,"https://pbs.twimg.com/profile_images/448449102938767361/aKwF-eGc_normal.jpeg",FALSE,"doorphoto","2010-10-25T17:58:05.000Z","Robert Maves Real Estate Agent","Celebrity  &  Luxury Real Estate Realtor For MVP REALTY, Luxury Properties  Naples  Florida  & Photographer  Teacher ,  CEO The Tropical Tub Doctor","Naples, FL",NA,"https://t.co/uxxRfJAheO",0,0,0,0,0,2014,2307,37940,57,NA,"16,000 redfish to be released along Florida coast to help repopulate after red tide https://t.co/jy2zzTn1Oc",FALSE
"68","Die-off from #redtide was no joke. Remember #snook are #catchandrelease from the Pasco/Hernando county line through Gordon Pass in Collier County through Aug. 31, 2019. #conservation… . https   www instagram com p BvuitNLgM3A",NA,FALSE,2019-04-01 21:00:09,"everyone","1112821978849861633","795741877811154945","en","1112821978849861633",FALSE,"https://pbs.twimg.com/profile_images/976863464202305537/rsQ8Uh8d_normal.jpg",FALSE,"GregLeftGville","2016-11-07T21:37:02.000Z","Greg Riddle","I am Greg. I lived in Guntersville. I left Guntersville. I fish from a kayak.","Tampa, FL",NA,NA,0,0,0,0,0,29,12,154,1,NA,"Die-off from #redtide was no joke. Remember #snook are #catchandrelease from the Pasco/Hernando county line through Gordon Pass in Collier County through Aug. 31, 2019. #conservation… https://t.co/9xYEVpHykE",FALSE
"69","The conservation measures for red drum, snook and spotted seatrout will apply from the Pasco-Hernando county line south (including all waters of Tampa Bay) through Gordon Pass in Collier County . http   www mysuncoast com 2019 05 01 breaking fwc extends catch release until may due red tide",NA,FALSE,2019-05-01 22:34:00,"everyone","1123717231056171010","9581122","en","1123717231056171010",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",TRUE,"mysuncoast","2007-10-21T15:57:27.000Z","ABC7 Sarasota","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","Sarasota, Florida",NA,"http://t.co/nQUeAxZ5Ke",0,0,0,0,0,67072,855,89861,690,NA,"The conservation measures for red drum, snook and spotted seatrout will apply from the Pasco-Hernando county line south (including all waters of Tampa Bay) through Gordon Pass in Collier County https://t.co/7Txlr4tvz6",FALSE
"70"," UPDATE ('Patchy' red tide persists across state) #30a Over the past week in Northwest Florida, red tide was observed in or offshore of Escambia, Santa Rosa, Walton, Bay, Gulf, and Pasco... - . https   30A NEWS. http   30a news 2018 10 10 patchy red tide persists across state",NA,FALSE,2019-09-16 01:50:02,"everyone","1173413702734897153","2568164305","en","1173413702734897153",FALSE,"https://pbs.twimg.com/profile_images/1063648455946424320/-WdnlpX7_normal.jpg",FALSE,"30atv","2014-06-15T02:12:52.000Z","Follow @30ABUZZ","Follow here @30abuzz !!","Santa Rosa Beach Florida",NA,"http://t.co/d4Oir2zlXf",0,0,0,0,0,129,139,2408,1,NA,"https://t.co/FCoDxDkOZm UPDATE ('Patchy' red tide persists across state) #30a Over the past week in Northwest Florida, red tide was observed in or offshore of Escambia, Santa Rosa, Walton, Bay, Gulf, and Pasco... - https://t.co/lfNcjn59Zs",FALSE
"71","I got my sea legs before I even got my land legs. The problem is the red tide that crept up here unexpectedly. OF COURSE!! I hope it hasn’t made its way to New Port Richey. Wanna go out for a day on my favorite 🎣 boat there, and take a trip out to St. Augustine while I’m here.. ",NA,FALSE,2019-11-06 19:21:15,"everyone","1192160032114270208","3573480976","en","1192160032114270208",FALSE,"https://pbs.twimg.com/profile_images/1318752932716777474/a9n7TRqQ_normal.jpg",FALSE,"ViolaLeeBluz","2015-09-07T04:50:28.000Z","★👑𝔏𝔦𝔱𝔱𝔩𝔓𝔦𝔵𝔦👑★💫🔮💀⚡️⭕️","That’s QUEEN C*NT, to you!!👑💅🏻😌 Get your D cups in a twist, leech!!😂 While Moley Danny DeVito Penguin melts more face off instead of waist😂☕️","SOHAPPYurSOJEALOUSInAnAtticLol","1449628393255981056","https://t.co/UPHHNPXWpj",0,0,0,0,0,371,2438,49465,24,NA,"I got my sea legs before I even got my land legs. The problem is the red tide that crept up here unexpectedly. OF COURSE!! I hope it hasn’t made its way to New Port Richey. Wanna go out for a day on my favorite 🎣 boat there, and take a trip out to St. Augustine while I’m here.",FALSE
"72","#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",NA,FALSE,2019-11-25 18:00:01,"everyone","1199024956979523584","17544442","en","1199024956979523584",FALSE,"https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg",TRUE,"wusf","2008-11-21T20:07:08.000Z","WUSF","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","Tampa, FL",NA,"https://t.co/KBo4cZ3VYG",4,0,0,0,0,14653,2305,37951,484,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV",FALSE
"73","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",NA,FALSE,2019-11-25 18:28:15,"everyone","1199032062423924736","39405268","en","1199032062423924736",FALSE,"https://pbs.twimg.com/profile_images/1223336177249353728/DUzY4cfj_normal.jpg",TRUE,"julioochoa","2009-05-12T02:00:54.000Z","Julio Ochoa","Editorial Director @WUSF and Editor of @HealthNewsFL. Formally @tbocom and @NDN. Story ideas: julioochoa@wusf.org","Tampa, FL",NA,"https://t.co/Z6PdyFFah1",4,0,0,0,0,804,1072,1539,43,NA,"RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV",FALSE
"74","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",NA,FALSE,2019-11-26 11:12:24,"everyone","1199284766383759363","390281832","en","1199284766383759363",FALSE,"https://pbs.twimg.com/profile_images/895965480438996994/72cmaIZw_normal.jpg",TRUE,"MaryShedden","2011-10-13T18:55:53.000Z","Mary Shedden","News Director @NPR affiliate @WUSF, former @HealthNewsFL editor, @TBO.com, @TheAlligator, @UFJSchool Alum. She/Her","Tampa, Florida",NA,"https://t.co/rAtiHyApXZ",4,0,0,0,0,2943,2932,9805,163,NA,"RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV",FALSE
"75","Snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County.

The regulation from state wildlife officials will last until spring of 2020 because of toxic red tide algae blooms in west coast waters.

. https   health wusf usf edu post red tide affects gulf coast fishing through holidays stream 0",NA,FALSE,2019-11-26 14:05:32,"everyone","1199328338067808256","20798645","en","1199328338067808256",FALSE,"https://pbs.twimg.com/profile_images/2626960293/xmwpbvpgbv34f2krgmvb_normal.jpeg",FALSE,"HealthNewsFL","2009-02-13T19:36:57.000Z","Health News Florida","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.","Tampa, FL",NA,"http://t.co/flydNFVFw5",0,0,0,0,0,6714,4140,27103,283,NA,"Snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County.

The regulation from state wildlife officials will last until spring of 2020 because of toxic red tide algae blooms in west coast waters.

https://t.co/TeBOwf6vHR",FALSE
"76","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",NA,FALSE,2019-11-27 15:04:02,"everyone","1199705446052966401","632873556","en","1199705446052966401",FALSE,"https://pbs.twimg.com/profile_images/1146833110090297345/bBhvQJAA_normal.png",FALSE,"sharynski","2012-07-11T10:49:19.000Z","Sharyn #VoteForOurLives","Advocate for liberal arts, serious reform of student loan program & restoring original mission of HEA. Conservationist, recycler & vegan.",NA,NA,NA,4,0,0,0,0,912,919,89314,61,NA,"RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV",FALSE
"77","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",NA,FALSE,2019-11-27 17:11:08,"everyone","1199737431261679618","56769363","en","1199737431261679618",FALSE,"https://pbs.twimg.com/profile_images/1347524229932216321/BNb0PEzG_normal.jpg",FALSE,"BigEarthSupply","2009-07-14T18:16:30.000Z","BigEarthSupply","Great service, excellent selection & competitive pricing, with locations in Bradenton, Sarasota, Palmetto and Tampa, for all your landscape needs.","Florida",NA,"https://t.co/zy69MnzXuZ",4,0,0,0,0,317,475,2331,3,NA,"RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV",FALSE
"78","Florida has this thing called Red Tide... google it.

Furthermore Zephyrhills (20 mins from tampa) water is actually in pasco county where all the meth heads and weirdos live.

They package that water and brand it as pristine. . https   twitter com smittman10 status 1208784906014404608",NA,FALSE,2019-12-22 16:28:41,"everyone","1208786446351511554","152368541","en","1208786446351511554",FALSE,"https://pbs.twimg.com/profile_images/1502394820869988358/l3wbar0a_normal.jpg",FALSE,"A6thSense","2010-06-05T19:24:42.000Z","Typical Millennial","People have a fundamental delusion that there is something out there that will make them happy and fulfilled forever. It’s not. Get Money. ΩΨΦ💜💛🐶","ATL - RDU - DC",NA,"https://t.co/cdi86AIhnf",0,1,0,0,0,949,526,323410,18,NA,"Florida has this thing called Red Tide... google it.

Furthermore Zephyrhills (20 mins from tampa) water is actually in pasco county where all the meth heads and weirdos live.

They package that water and brand it as pristine. https://t.co/RFL5ZSK1RM",FALSE
"79","#RedTide toll prompts #Florida to limit some fishing to catch-and-release #Hernando #Pasco . http   a msn com 01 en us BB10aUh2",NA,FALSE,2020-02-20 00:50:42,"everyone","1230293666360676352","3822351699","en","1230293666360676352",FALSE,"https://pbs.twimg.com/profile_images/1589910129209655297/KwnHh6x0_normal.jpg",FALSE,"Merican_Muse","2015-09-30T08:11:56.000Z","(Semi-Satire) Riff Raff (Alfalfa Male)","Semi-satirical political commentary. #ClassicRock #HeavyMetal #HardRock mostly. Other interests: #Quotes #Nature #Art #Wildlife. R rated.","United States","1621901175908929536",NA,0,0,0,0,0,2100,992,26009,8,NA,"#RedTide toll prompts #Florida to limit some fishing to catch-and-release #Hernando #Pasco https://t.co/5YTcWVgmu5",FALSE
"80","Snook, redfish and spotted seatrout catch-and-release only in areas affected by red tide through May 31, 2021. This includes all waters from Gordon Pass in Collier County north through Pasco County.

 . https   myfwc com news all news extended cnr 220. https   twitter com jtekmarine status 1291426441431834625 photo 1",NA,FALSE,2020-08-06 17:30:31,"everyone","1291426441431834625","3153660907","en","1291426441431834625",FALSE,"https://pbs.twimg.com/profile_images/621778935286624256/cjFfcWWw_normal.png",FALSE,"jtekmarine","2015-04-13T21:12:25.000Z","J-TEK Marine","We offer marine electronics installation, service and sales from Vero Beach to Ft. Lauderdale Florida. We are mobile, so we come to you!","Stuart, FL",NA,"https://t.co/tf7EIvPLnc",0,0,0,0,0,32,49,469,0,NA,"Snook, redfish and spotted seatrout catch-and-release only in areas affected by red tide through May 31, 2021. This includes all waters from Gordon Pass in Collier County north through Pasco County.

https://t.co/mtVxY5AvQo https://t.co/xJ82zn4Igp",FALSE
"81","red algae bloom that they spread in the ocean that killed off all of the fish. By 2006, the year I departed, it had killed off every single fish for 40 miles out, from Sarasota all the way north to New Port Richey. One of my jobs was picking up the piles of dead fish on the beach. ",NA,FALSE,2020-08-21 01:10:06,"everyone","1296615529994530816","179165637","en","1296615529994530816",FALSE,"https://pbs.twimg.com/profile_images/850817161840939008/xpBkEHmL_normal.jpg",FALSE,"jamescarrow","2010-08-16T17:28:06.000Z","James Carrow","Working on some low emissions power, propulsion, and transportation projects right now...","Riverside, CA",NA,"https://t.co/oaRRYOQYfx",0,0,0,0,0,85,184,92258,0,NA,"red algae bloom that they spread in the ocean that killed off all of the fish. By 2006, the year I departed, it had killed off every single fish for 40 miles out, from Sarasota all the way north to New Port Richey. One of my jobs was picking up the piles of dead fish on the beach",FALSE
