"","text","conversation_id","author_id","reply_settings","possibly_sensitive","lang","created_at.x","id","verified","location","profile_image_url","url","username","description","pinned_tweet_id","created_at.y","name","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"443","According to the Minneapolis Park &amp; Recreation Board, blue-green algae blooms have been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. . https   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1263971879817302016","13001192","everyone",FALSE,"en",2020-05-22 23:15:54,"1263971879817302016",TRUE,"Minneapolis, MN","https://pbs.twimg.com/profile_images/1542876439556624384/z89tjVdQ_normal.jpg","https://t.co/tQhRsHZkxt","kare11","KARE 11 News, https://t.co/yzDe0XAKOQ and the KARE 11 app are the places to go for all your news, weather, sports and traffic. Part of #teamTEGNA",NA,"2008-02-03T05:38:47.000Z","KARE 11",FALSE,1,0,0,0,0,379437,722,232691,2462,NA,NA,"According to the Minneapolis Park &amp; Recreation Board, blue-green algae blooms have been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/zggq4KBUOk",FALSE
"444","RT @wufandmew: Blue-green algae confirmed on Lake Nokomis, Lake of the Isles and Cedar Lake, Minneapolis, MN  . https   www fox9 com news blue green algae confirmed on lake nokomis lake of the isles and cedar lake","1264030486189441024","280693429","everyone",FALSE,"en",2020-05-23 03:08:47,"1264030486189441024",FALSE,"United States","https://pbs.twimg.com/profile_images/1311859952/Stik2_normal.png",NA,"sniffle_miner","Using Python to test out a custom datamining app for Twitter. Retweets do not imply endorsement but rather, that you're being mined.",NA,"2011-04-11T21:22:29.000Z","Willy",FALSE,1,0,0,0,0,196,1219,7049,33,NA,NA,"RT @wufandmew: Blue-green algae confirmed on Lake Nokomis, Lake of the Isles and Cedar Lake, Minneapolis, MN  https://t.co/il7vsusbHn",FALSE
"445","Harmful #algae #blooms in #Minneapolis #lakes ... 

| #microbes | #HAB | #bluegreenalgae | #Nokomis | #waterquality | By @MelissaTurtinen via @bringmethenews

. https   bringmethenews com minnesota lifestyle 3 minneapolis lakes experiencing harmful algae blooms","1264118923198373888","1116803891293827074","everyone",FALSE,"en",2020-05-23 09:00:12,"1264118923198373888",FALSE,"Earth","https://pbs.twimg.com/profile_images/1117225487623970816/kWh2DckZ_normal.png","https://t.co/CQorVngrBg","MicrobesInfo","Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",NA,"2019-04-12T20:42:51.000Z","Microbes.info",FALSE,0,0,0,0,0,1506,516,44614,15,NA,NA,"Harmful #algae #blooms in #Minneapolis #lakes ... 

| #microbes | #HAB | #bluegreenalgae | #Nokomis | #waterquality | By @MelissaTurtinen via @bringmethenews

https://t.co/8K4INYMlKB",FALSE
"446","According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles.  via @KARE11. http   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1264390518290747397","2920364152","everyone",FALSE,"en",2020-05-24 02:59:25,"1264390518290747397",FALSE,"Athens, Georgia","https://pbs.twimg.com/profile_images/552911205849763840/iN7KOL18_normal.jpeg","http://t.co/9RuxNuQUmI","CyanoTracker","#Cyanobacteria #AlgaeBloom #CitSci A multi-platform based global cyanobacterial harmful algal blooms monitoring|For more info plz contact:cyanotracker@gmail.com","962191170989383680","2014-12-13T21:12:48.000Z","CyanoTRACKER",FALSE,3,0,6,0,0,2787,919,5473,64,NA,NA,"According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/85ZfVIsHcu via @KARE11",FALSE
"447","@Sheila_Regan I just received the inflatable kayak I ordered and then saw this:  Ugh.. https   www fox9 com news blue green algae confirmed on lake nokomis lake of the isles and cedar lake","1264563626154876929","36342409","everyone",FALSE,"en",2020-05-24 15:56:32,"1264586088078872576",FALSE,"Minneapolis, MN","https://pbs.twimg.com/profile_images/190190683/jenniferdavis_normal.jpg","https://t.co/KDInskuZs0","JDavisArt","Painting pictures in Minneapolis, MN, USA. https://t.co/KDInskuZs0",NA,"2009-04-29T12:11:08.000Z","jennifer  davis",FALSE,0,1,1,0,0,1782,1608,6456,87,"208299405",NA,"@Sheila_Regan I just received the inflatable kayak I ordered and then saw this: https://t.co/t2c2giYcPO Ugh.",FALSE
"448","RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles.  via @KARE11. http   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1264614347420176385","1256474761338802179","everyone",FALSE,"en",2020-05-24 17:48:50,"1264614347420176385",FALSE,"Italy","https://pbs.twimg.com/profile_images/1257950385005826050/TeD040Za_normal.jpg","https://t.co/kGm9mq5BG9","BloowaterP","Bloowater  is a wjpi project to support tools for the integrated management of drinking water reservoirs contaminated by Cyanobacteria and cyanotoxins",NA,"2020-05-02T06:46:02.000Z","bloowater project",FALSE,3,0,0,0,0,41,143,226,0,NA,NA,"RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/85ZfVIsHcu via @KARE11",FALSE
"449","RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles.  via @KARE11. http   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1264752499162046469","2908320887","everyone",FALSE,"en",2020-05-25 02:57:48,"1264752499162046469",FALSE,"Chile","https://pbs.twimg.com/profile_images/648250064633241601/_NLrHu2z_normal.jpg",NA,"PlanktonExplore","Plankton ecologist and taxonomist, harmful algae are my passion. Enjoying life in touch with the environment! used to be based in Vancouver, now in Chile",NA,"2014-12-06T21:11:09.000Z","David Cassis",FALSE,3,0,0,0,0,391,785,3159,19,NA,NA,"RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/85ZfVIsHcu via @KARE11",FALSE
"450","Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. . https   twitter com EdinaCoyote status 1264970720003665920 photo 1","1264970720003665920","276792287","everyone",FALSE,"en",2020-05-25 17:24:56,"1264970720003665920",FALSE,"Edina, Minnesota","https://pbs.twimg.com/profile_images/1554668540510326784/P0ffBKsd_normal.jpg",NA,"EdinaCoyote","Edina's greatest natural wonder. Came for wiener dogs; stayed for the cake. ""Impressive"" and ""Splendid"" per the NYT. Pronouns:  Anything but that/it/varmint.",NA,"2011-04-04T02:54:18.000Z","Edina C❤y❤te 🇺🇦",FALSE,2,0,3,1,0,512,290,25616,14,NA,NA,"Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. https://t.co/amn44dnALv",FALSE
"451","RT @EdinaCoyote: Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. . https   twitter com EdinaCoyote status 1264970720003665920 photo 1","1264971009796345856","14123243","everyone",FALSE,"en",2020-05-25 17:26:05,"1264971009796345856",FALSE,"Minneapolis","https://pbs.twimg.com/profile_images/3073023995/23d2d73c76900622642b016f403b9e29_normal.jpeg",NA,"ravenlore","she/her Desktop Support. Fat girl w/glasses. Crazy cat lady in training. Scooter bitch. Hard Left. Darksider,  Union thugette-MAPE. lil bit weeb. Lapsed chaser.",NA,"2008-03-11T13:52:20.000Z","One brain, 2 zip codes💉💉💉",FALSE,2,0,0,0,0,961,874,126193,27,NA,NA,"RT @EdinaCoyote: Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. https://t.co/amn44dnALv",FALSE
"452","RT @EdinaCoyote: Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. . https   twitter com EdinaCoyote status 1264970720003665920 photo 1","1264975189227569152","848600340","everyone",FALSE,"en",2020-05-25 17:42:41,"1264975189227569152",FALSE,"Minnesota, USA","https://pbs.twimg.com/profile_images/1490500450604523526/neRhAg1-_normal.jpg","https://t.co/EBL69iSygy","BCMcDowell","Associate Editor @SwitchthePitch1 | Co-Editor @epluribusloonum | Cohost @mnfutbolshow | Member @soccerreporters | Freelance |
RT≠Endorsements","1617958677155315712","2012-09-27T03:45:53.000Z","Bridget McDowell",FALSE,2,0,0,0,0,1358,1474,30139,38,NA,NA,"RT @EdinaCoyote: Beware, doggo frens:  Blue-green algae confirmed in Nokomis, Lake of the Isles, and Cedar.  No swimming or drinkies. https://t.co/amn44dnALv",FALSE
"453","RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles.  via @KARE11. http   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1264987936757633025","1198789568214044672","everyone",FALSE,"en",2020-05-25 18:33:21,"1264987936757633025",FALSE,"outworld (bayern)","https://pbs.twimg.com/profile_images/1282773572633731073/LsTISuZX_normal.png",NA,"krallen_3","pansexuell, enby, a.m.a.b. polyamor, künstler, sportler, missbrauchsopfer, nyctophil, tagträumer, nerd, freak, darth weirdo, chaotisch, shy/schüchtern, treu","1230464930320670722","2019-11-25T02:25:33.000Z","Kätzchen mit Krallen 3",FALSE,3,0,0,0,0,386,3727,60610,4,NA,NA,"RT @CyanoTracker: According to the Minneapolis Park &amp; Recreation Board, the harmful bacteria has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/85ZfVIsHcu via @KARE11",FALSE
"454","It's not ever summer yet and algae blooms are everywhere! According to the Minneapolis Park &amp; Recreation Board, harmful blue-green algae has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. . https   www kare11 com article sports outdoors blue green algae blooms found in three minneapolis lakes 89 2e4b2698 4b00 49f2 8374 c309e5cc1345","1268889109931622400","150856892","everyone",FALSE,"en",2020-06-05 12:55:13,"1268889109931622400",FALSE,"North Prairie, Wisconsin","https://pbs.twimg.com/profile_images/3158288908/32cf1032b12aad12804faa4644a98c47_normal.jpeg","http://t.co/mr6GRGgBAG","AquariusSystems","World's leading manufacturer of Surface Water Management Equipment, since 1964.",NA,"2010-06-02T00:43:50.000Z","Aquarius Systems",FALSE,0,0,0,0,0,311,911,11593,21,NA,NA,"It's not ever summer yet and algae blooms are everywhere! According to the Minneapolis Park &amp; Recreation Board, harmful blue-green algae has been confirmed in Cedar Lake, Lake Nokomis and Lake of the Isles. https://t.co/PgBrv2KwV4",FALSE
"455","Calusa Waterkeeper, John Cassani talks water temps in the mid to high 90s in back bays which is creating hypoxic conditions. Plus, an update on the Lake Okeechobee cyanobacteria bloom, and a massive trichodesmium bloom along the Sarasota County coastline.
. https   www youtube com watch","1282785671627845633","751811102175064065","everyone",FALSE,"en",2020-07-13 21:15:11,"1282785671627845633",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg",NA,"calusawater","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater","1583643632804188160","2016-07-09T16:11:49.000Z","Calusa Waterkeeper",FALSE,1,0,0,0,0,2250,4967,44629,71,NA,NA,"Calusa Waterkeeper, John Cassani talks water temps in the mid to high 90s in back bays which is creating hypoxic conditions. Plus, an update on the Lake Okeechobee cyanobacteria bloom, and a massive trichodesmium bloom along the Sarasota County coastline.
https://t.co/PV4oeIIuy2",FALSE
"456","RT @calusawater: Calusa Waterkeeper, John Cassani talks water temps in the mid to high 90s in back bays which is creating hypoxic conditions. Plus, an update on the Lake Okeechobee cyanobacteria bloom, and a massive trichodesmium bloom along the Sarasota County coastline.
. https   www youtube com watch","1282785797947699202","1048564845354860549","everyone",FALSE,"en",2020-07-13 21:15:41,"1282785797947699202",FALSE,"Charlotte County,Englewood, FL","https://pbs.twimg.com/profile_images/1447300586295205889/0gWQ03K6_normal.jpg",NA,"DavidJones4Fl75","Vice Chair Of Outreach Charlotte County Democratic Executive Committee",NA,"2018-10-06T13:25:15.000Z","David G. Jones",FALSE,1,0,0,0,0,330,457,3881,6,NA,NA,"RT @calusawater: Calusa Waterkeeper, John Cassani talks water temps in the mid to high 90s in back bays which is creating hypoxic conditions. Plus, an update on the Lake Okeechobee cyanobacteria bloom, and a massive trichodesmium bloom along the Sarasota County coastline.
https://t.co/PV4oeIIuy2",FALSE
"457","Direct publication link: ""Best Management Practices for Blue-Green Algal (cyanobacterial) Blooms in your Stormwater Pond"" 
 
 . https   sfyl ifas ufl edu media sfylifasufledu sarasota documents pdf water 2020_Water_factsheetBMPBlueAlgae_FINAL pdf. https   twitter com PascoExt status 1319731459884748801 photo 1","1319731457900699649","2930888787","everyone",FALSE,"en",2020-10-23 20:04:34,"1319731459884748801",FALSE,"36702 State Road 52, Dade City","https://pbs.twimg.com/profile_images/1019322130071195649/RkUbe-oL_normal.jpg","https://t.co/VBYrQ0XgCw","PascoExt","Pasco County Government is Bringing Opportunities Home with the expertise of UF/IFAS Extension. We have Solutions for Your Life! Like us on Facebook!",NA,"2014-12-18T21:58:22.000Z","UF IFAS Pasco County",FALSE,0,0,0,0,0,484,367,2712,7,"2930888787",NA,"Direct publication link: ""Best Management Practices for Blue-Green Algal (cyanobacterial) Blooms in your Stormwater Pond"" 
 
https://t.co/rEXA9XWsHk https://t.co/W5zLyfp1oa",FALSE
"458","""The board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes. ""

. https   m startribune com late blooming problem as minneapolis issues warning about algae toxins in lakes 573205431","1332045778504839168","4870418742","everyone",FALSE,"en",2020-11-26 19:37:16,"1332045778504839168",FALSE,"Minnesota, USA","https://pbs.twimg.com/profile_images/1001254516631789570/7Wyt8R_v_normal.jpg",NA,"MNWaterNews","Jim Reilly is a data guy living in the Twin Cities. He has an MS from the University of Montana College of Forestry and was the managing editor of Fly Rod &Reel",NA,"2016-02-06T21:54:43.000Z","Minnesota Water News",FALSE,0,0,0,0,0,186,227,1146,2,NA,NA,"""The board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes. ""

https://t.co/28AHd6BXhF",FALSE
"459","The Minneapolis Park and Recreation Board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes.  . https   www startribune com don t go near the water some algae blooms are toxic to people pets 573205431","1332552802820788224","2920364152","everyone",FALSE,"en",2020-11-28 05:12:00,"1332552802820788224",FALSE,"Athens, Georgia","https://pbs.twimg.com/profile_images/552911205849763840/iN7KOL18_normal.jpeg","http://t.co/9RuxNuQUmI","CyanoTracker","#Cyanobacteria #AlgaeBloom #CitSci A multi-platform based global cyanobacterial harmful algal blooms monitoring|For more info plz contact:cyanotracker@gmail.com","962191170989383680","2014-12-13T21:12:48.000Z","CyanoTRACKER",FALSE,1,0,1,0,0,2787,919,5473,64,NA,NA,"The Minneapolis Park and Recreation Board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes.  https://t.co/YtoOIUzTmA",FALSE
"460","RT @CyanoTracker: The Minneapolis Park and Recreation Board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes.  . https   www startribune com don t go near the water some algae blooms are toxic to people pets 573205431","1332647344672825344","1198789568214044672","everyone",FALSE,"en",2020-11-28 11:27:41,"1332647344672825344",FALSE,"outworld (bayern)","https://pbs.twimg.com/profile_images/1282773572633731073/LsTISuZX_normal.png",NA,"krallen_3","pansexuell, enby, a.m.a.b. polyamor, künstler, sportler, missbrauchsopfer, nyctophil, tagträumer, nerd, freak, darth weirdo, chaotisch, shy/schüchtern, treu","1230464930320670722","2019-11-25T02:25:33.000Z","Kätzchen mit Krallen 3",FALSE,1,0,0,0,0,386,3727,60610,4,NA,NA,"RT @CyanoTracker: The Minneapolis Park and Recreation Board reported toxin-producing blue-green algae blooms at Cedar, Nokomis and Brownie lakes.  https://t.co/YtoOIUzTmA",FALSE
"461","#NCCOS-sponsored research has found that recent increases in urea-based fertilizer usage may impact phytoplankton community diversity and nutrient cycling, leading to more phytoplankton blooms, which may include toxic species.
 . https   go usa gov xAHhA. https   twitter com noaacoastalsci status 1354544608705802241 photo 1","1354544608705802241","2507601764","everyone",FALSE,"en",2021-01-27 21:39:35,"1354544608705802241",TRUE,"United States of America","https://pbs.twimg.com/profile_images/1509876794442190850/yq3vIME6_normal.png","https://t.co/4LXAlnyhu0","noaacoastalsci","@NOAA's National Centers for Coastal Ocean Science (NCCOS). Delivering ecosystem science solutions to sustain thriving coastal communities and economies.",NA,"2014-05-19T14:43:58.000Z","NOAA Coastal Ocean Science",FALSE,0,0,2,0,0,5553,199,1778,142,NA,NA,"#NCCOS-sponsored research has found that recent increases in urea-based fertilizer usage may impact phytoplankton community diversity and nutrient cycling, leading to more phytoplankton blooms, which may include toxic species.
https://t.co/bgvrhhZgYD https://t.co/TLwIzc5Ous",FALSE
"462","Deborah Friend caught video of discolored water at Nokomis Beach over the weekend. Experts are saying this is indicative of Trichodesmium, a marine cyanobacterium (blue-green algae) present in the water. This blooms every year in the Gulf of Mexico. . https   twitter com mysuncoast status 1389293808433651712 video 1","1389293808433651712","9581122","everyone",FALSE,"en",2021-05-03 19:00:30,"1389293808433651712",TRUE,"Sarasota, Florida","https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg","http://t.co/nQUeAxZ5Ke","mysuncoast","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1",NA,"2007-10-21T15:57:27.000Z","ABC7 Sarasota",FALSE,2,2,4,0,0,67072,855,89861,690,NA,NA,"Deborah Friend caught video of discolored water at Nokomis Beach over the weekend. Experts are saying this is indicative of Trichodesmium, a marine cyanobacterium (blue-green algae) present in the water. This blooms every year in the Gulf of Mexico. https://t.co/STKKOz496b",FALSE
"463","RT @mysuncoast: Deborah Friend caught video of discolored water at Nokomis Beach over the weekend. Experts are saying this is indicative of Trichodesmium, a marine cyanobacterium (blue-green algae) present in the water. This blooms every year in the Gulf of Mexico. . https   twitter com mysuncoast status 1389293808433651712 video 1","1389334890089533446","951982458","everyone",FALSE,"en",2021-05-03 21:43:45,"1389334890089533446",FALSE,"Englewood Florida","https://pbs.twimg.com/profile_images/3604227881/38d7f11719aec348624452f9d0b2eb2f_normal.jpeg",NA,"PoeticZoetic13","I live I breathe I exist...What a world.  I play keyboards, percussion, and sing in a local SWF Band
....it's pretty cool...",NA,"2012-11-16T16:31:35.000Z","DScorpio13",FALSE,2,0,0,0,0,275,1012,20985,1,NA,NA,"RT @mysuncoast: Deborah Friend caught video of discolored water at Nokomis Beach over the weekend. Experts are saying this is indicative of Trichodesmium, a marine cyanobacterium (blue-green algae) present in the water. This blooms every year in the Gulf of Mexico. https://t.co/STKKOz496b",FALSE
"464","@mysuncoast It might happen every year but that is due to FloriDUH’s total disregard for the environment, marine life and wildlife. The MAGA controlled state sucks on the teat of developers who are destroying FloriDUH. DEATHsantis is the most incompetent Governor in the US.. ","1389293808433651712","1350560425931382787","everyone",FALSE,"en",2021-05-04 17:43:39,"1389636855520452612",FALSE,NA,"https://pbs.twimg.com/profile_images/1350571775722192902/UcKeQ4Sm_normal.jpg",NA,"KReduxx","",NA,"2021-01-16T21:48:21.000Z","Kay Reduxx",FALSE,0,0,1,0,0,0,52,182,0,"9581122",NA,"@mysuncoast It might happen every year but that is due to FloriDUH’s total disregard for the environment, marine life and wildlife. The MAGA controlled state sucks on the teat of developers who are destroying FloriDUH. DEATHsantis is the most incompetent Governor in the US.",TRUE
"465","""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 . https   www facebook com 100000293676678 posts 4248764151809999","1391092085135224833","1260307098170245124","everyone",FALSE,"en",2021-05-08 18:06:12,"1391092085135224833",FALSE,"South Sarasota County","https://pbs.twimg.com/profile_images/1411166122217517058/yErWeGwC_normal.jpg","https://t.co/xA3o2ABzNO","LisaStortstrom","Activist Chair of the Environmental Democratic Caucus of Sarasota County, Teacher at Access Your Abilities, LLC.","1617333931879108608","2020-05-12T20:33:33.000Z","Lisa Stortstrom, M.Ed ☮️🕉☯️",FALSE,4,0,3,1,0,1265,1049,29868,10,NA,NA,"""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 https://t.co/UVzfrJlHRi",FALSE
"466","RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 . https   www facebook com 100000293676678 posts 4248764151809999","1391578441783332871","310869334","everyone",FALSE,"en",2021-05-10 02:18:49,"1391578441783332871",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/686238496944713728/glxavr5H_normal.jpg","https://t.co/kx4LdEpgoh","JanelleAnthro","Climate change is hurting vulnerable populations. Ask the anthropologists who work with them. Author of Eldercare, Health and Ecosyndemics.",NA,"2011-06-04T14:01:59.000Z","Dr. Janelle Christensen",FALSE,4,0,0,0,0,2955,4230,93806,106,NA,NA,"RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 https://t.co/UVzfrJlHRi",FALSE
"467","RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 . https   www facebook com 100000293676678 posts 4248764151809999","1391578979732279303","2638336449","everyone",FALSE,"en",2021-05-10 02:20:57,"1391578979732279303",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1075918365330419712/ZO2iWsJN_normal.jpg",NA,"AriesFTM1976","VOTE BLUE IN 22!! Resister💧💦💦💦💦💦 Never Trumper!!Blue Dot in a Red State Black Lives Matter! LGBTQ ally Fascism fighter! Women’s rights are human rights!!!",NA,"2014-06-24T18:31:53.000Z","IsaBluebelle💦💦💦💦💦💦💙💙",FALSE,4,0,0,0,0,2063,4764,64112,1,NA,NA,"RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 https://t.co/UVzfrJlHRi",FALSE
"468","RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 . https   www facebook com 100000293676678 posts 4248764151809999","1391689267689271299","1216323385258663937","everyone",FALSE,"en",2021-05-10 09:39:12,"1391689267689271299",FALSE,NA,"https://pbs.twimg.com/profile_images/1413863075443314689/bweXiYQc_normal.jpg",NA,"BloomerConnie","🏉✈🛶🌈🏌
Brat, ROTC, old rugger...🌊
Kent State, Loyola, Harper. Ohio State.",NA,"2020-01-12T11:38:08.000Z","Connie Bloom 💚🏳️‍🌈🇺🇸",FALSE,4,0,0,0,0,779,787,24900,7,NA,NA,"RT @LisaStortstrom: ""THE PEOPLE IN SW FLORIDA ARE IN AN UNCONTROLLED EXPERIMENT"" Dr Paul Cox

Those living close to cyanobacteria blooms are 25 times more likely to develop ALS due to the exposure of the neurotoxin BMAA. Sarasota Bay counted at 8742 ug/g of  BMAA. 

 https://t.co/UVzfrJlHRi",FALSE
"469","Also.....add this to the mix....

Trichodesmium, a marine cyanobacteria, observed offshore in Lee and Sarasota Counties . https   twitter com calusawater status 1392138741964328960 photo 1","1392138741964328960","751811102175064065","everyone",FALSE,"en",2021-05-11 15:25:15,"1392138741964328960",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg",NA,"calusawater","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater","1583643632804188160","2016-07-09T16:11:49.000Z","Calusa Waterkeeper",FALSE,0,1,3,0,0,2250,4967,44629,71,NA,NA,"Also.....add this to the mix....

Trichodesmium, a marine cyanobacteria, observed offshore in Lee and Sarasota Counties https://t.co/BwgMANovpS",FALSE
"470","@calusawater We saw that in the Gulf a few days ago. 

It became an unexpected part of our story!

. https   nbc 2 com news environment 2021 05 06 fgcu researchers come closer to installing artificial reef in gulf","1392138741964328960","1163617862","everyone",FALSE,"en",2021-05-11 15:36:50,"1392141655860563979",FALSE,"Phoenix, AZ","https://pbs.twimg.com/profile_images/1611048205663502337/_NWGJDWO_normal.jpg","https://t.co/tKTwya8aoc","mraimonditv","Weekend Anchor/Reporter at @AzFamily | Lyndon State Alum | Massachusetts guy out west | MA-MN-FL-AZ",NA,"2013-02-09T17:56:09.000Z","Michael Raimondi",FALSE,1,1,1,0,0,1705,831,16189,25,"751811102175064065",NA,"@calusawater We saw that in the Gulf a few days ago. 

It became an unexpected part of our story!

https://t.co/iFncZtVuBA",TRUE
"471","@mraimonditv Seems to be persistent off our coast, precursor to red tide.. ","1392138741964328960","751811102175064065","everyone",FALSE,"en",2021-05-11 15:42:06,"1392142981856178181",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg",NA,"calusawater","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater","1642942880154107921","2016-07-09T16:11:49.000Z","Calusa Waterkeeper",FALSE,0,0,0,0,0,2282,4957,44817,68,"1163617862",NA,"@mraimonditv Seems to be persistent off our coast, precursor to red tide.",TRUE
