"","text","in_reply_to_user_id","conversation_id","created_at.x","lang","reply_settings","possibly_sensitive","id","author_id","url","verified","created_at.y","location","protected","username","description","name","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id","text_with_display_links"
"191","@SenRickScott Red Tide Rick and Republicans are politicizing a controversial subject for their own benefit! This legislation is based on lies and a misinformation campaign, aimed at shaming women and criminalizing doctors for a practice that doesn’t exist in medicine or reality.. ","131546062","1100177302825193473",2019-02-26 16:10:55,"en","everyone",FALSE,"1100428002314371074","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@SenRickScott Red Tide Rick and Republicans are politicizing a controversial subject for their own benefit! This legislation is based on lies and a misinformation campaign, aimed at shaming women and criminalizing doctors for a practice that doesn’t exist in medicine or reality."
"192","Not in the Tampa Bay region. Snook &amp; red fish are closed due to red tide. . https   twitter com MyFWC status 1101205433811943430",NA,"1101207013101576200",2019-02-28 19:46:26,"en","everyone",FALSE,"1101207013101576200","6187652","https://t.co/2HPFaCKjXc",FALSE,"2007-05-21T01:53:23.000Z","The old fishing hole.",FALSE,"miklb","I know what’s wrong with your website.  Food, music, the open web.  he/him Fediverse @michael@michaelbishop.me","Michael Bishop","https://pbs.twimg.com/profile_images/1568288046952464385/F5JmNYYA_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",923,1356,57693,106,"796423262196682752","Not in the Tampa Bay region. Snook &amp; red fish are closed due to red tide. https://t.co/d4j05r3ZcR"
"193","@SenRickScott @AOC Red Tide Rick has “Trumpitis”, inflating his record as governor again. But to his credit, Florida has the best staffed McDonalds and Burger Kings in the country!. ","131546062","1102683298940239873",2019-03-05 14:14:40,"en","everyone",FALSE,"1102935461268463618","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,1,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@SenRickScott @AOC Red Tide Rick has “Trumpitis”, inflating his record as governor again. But to his credit, Florida has the best staffed McDonalds and Burger Kings in the country!"
"194","WE’RE BACK!! 

Tonight we’ll be discussing Tampa’s mayoral election!! 

Also we will be joined in the studio by @RLundark of the Red Tide Party and 2016 Democratic Primary nominee Jim Webb! 

All with music from The Mak Brothers Band! 

TONIGHT! 8 PM ON . http   BULLSRADIO ORG",NA,"1103009371347472384",2019-03-05 19:08:21,"en","everyone",FALSE,"1103009371347472384","3523992621","https://t.co/JSApciOAMQ",FALSE,"2015-09-02T14:22:37.000Z","Tampa, FL",FALSE,"TheLocalHour","""The Local Hour"" LIVE! Every Tuesday @ 8 pm on https://t.co/2FKD3uMZP9 📻 Tampa's #1 radio show for local music & comedy! 
Old Shows:
https://t.co/kn6AN3LfiI","The Local Hour!","https://pbs.twimg.com/profile_images/1009859167115513861/rPM-ZD2F_normal.jpg",2,0,0,0,0,"dc62519fda13b4ec",59,38,145,2,"958163006852091905","WE’RE BACK!! 

Tonight we’ll be discussing Tampa’s mayoral election!! 

Also we will be joined in the studio by @RLundark of the Red Tide Party and 2016 Democratic Primary nominee Jim Webb! 

All with music from The Mak Brothers Band! 

TONIGHT! 8 PM ON https://t.co/9vxWoJ9VHh"
"195","OK. So now we know Red Tide Rick’s real mission in D.C....Talk about how dysfunctional Washington is, introduce Term Limits and act as President Trump’s Toadie! Why didn’t you comment or censure Steve King for his White Nationalism support? . https   twitter com SenRickScott status 1103326707086442496",NA,"1103457496943992832",2019-03-07 00:49:03,"en","everyone",FALSE,"1103457496943992832","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"OK. So now we know Red Tide Rick’s real mission in D.C....Talk about how dysfunctional Washington is, introduce Term Limits and act as President Trump’s Toadie! Why didn’t you comment or censure Steve King for his White Nationalism support? https://t.co/A20cQiBPFO"
"196","So why are Red Tide Rick and the GOP silent about other despots like Saudi Arabia for blatant murder of U.S. journalist Khoshogee or kidnap &amp; torture of U.S. Dr. Fitaihi? . https   twitter com SenRickScott status 1103487861112930304",NA,"1103693125237776384",2019-03-07 16:25:21,"en","everyone",FALSE,"1103693125237776384","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"So why are Red Tide Rick and the GOP silent about other despots like Saudi Arabia for blatant murder of U.S. journalist Khoshogee or kidnap &amp; torture of U.S. Dr. Fitaihi? https://t.co/nWnqHBZp7Q"
"197","@SenRickScott @marcorubio And that’s why you’ll always be known as Red Tide Rick. You didn’t do anything to improve the environment in Florida during 8 yrs as governor! Your budget cuts to the FL dept of environmental protection &amp; water management helped fuel green algae in St. Lucie &amp; Ft. Myers!. ","131546062","1105909571569311745",2019-03-13 19:32:18,"en","everyone",FALSE,"1105914499050164224","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,3,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@SenRickScott @marcorubio And that’s why you’ll always be known as Red Tide Rick. You didn’t do anything to improve the environment in Florida during 8 yrs as governor! Your budget cuts to the FL dept of environmental protection &amp; water management helped fuel green algae in St. Lucie &amp; Ft. Myers!"
"198","Excited that our great friend @inspectorplanet was highlighted yesterday on @WFLA speaking about red tide and other marine ecology. We look forward to her being with us at the @nselascience 2019 Summer Leadership Institute 🚀🚀🚀 @MoteMarineLab @nsta . https   www youtube com watch",NA,"1106487215486631936",2019-03-15 09:28:04,"en","everyone",FALSE,"1106487215486631936","708281887383527424","https://t.co/8hOeCQ0dCY",FALSE,"2016-03-11T13:22:16.000Z","Tampa, FL",FALSE,"TampaBaySTEM","Network of collaborating organizations in Tampa Bay, preparing students for success in STEM and creating a better community for all! 🔬🚀⚙️📐","TampaBaySTEM","https://pbs.twimg.com/profile_images/1106648985165619206/BjolO0QT_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",3304,2135,3640,44,NA,"Excited that our great friend @inspectorplanet was highlighted yesterday on @WFLA speaking about red tide and other marine ecology. We look forward to her being with us at the @nselascience 2019 Summer Leadership Institute 🚀🚀🚀 @MoteMarineLab @nsta https://t.co/pistyVU5Nq"
"199","@JohnnyBshow didn't get to hear much,  was at #BobSegerFInalTour , but jumped in w/ @AnnaHummelRadio asking to call in and say how long it is,  a listner explaining how #ballsmashing is worse then #RedTide and heard @JohnnyBcomedy talking about #Balldipping LuvYall CYa Sunday. ","236217439","1106762844744372224",2019-03-16 03:43:19,"en","everyone",FALSE,"1106762844744372224","2679751243","https://t.co/PytHma5YhX",FALSE,"2014-07-25T14:25:58.000Z","Regal Lakeland , Fl",FALSE,"ZaqCarGuy","I am a sales manager at Reeves Import Motorcars in Tampa, Fl. I have a great knowledge of the Automotive industry & work at the greatest dealership!","Zaqueray Berridge","https://pbs.twimg.com/profile_images/1163137269932445697/knz-GG4l_normal.jpg",0,0,2,0,0,"dc62519fda13b4ec",159,430,160,3,NA,"@JohnnyBshow didn't get to hear much,  was at #BobSegerFInalTour , but jumped in w/ @AnnaHummelRadio asking to call in and say how long it is,  a listner explaining how #ballsmashing is worse then #RedTide and heard @JohnnyBcomedy talking about #Balldipping LuvYall CYa Sunday"
"200","@kristenwaksman All hands on deck for wastewater. Red tide presentations at @floridaaquarium &amp; @USFCMS  speak about nutrient management needs. With you &amp; @ifetayovenner and @USRepKCastor in Tampa Bay -
we should bring folks together and move on solutions. @EngineeringUSF @strongcoasts  @cprout1. ","14285986","1116850365297721344",2019-04-13 01:35:21,"en","everyone",FALSE,"1116877502549458944","26883873","https://t.co/lH030ffTqI",FALSE,"2009-03-26T23:18:17.000Z","Tampa, FL",FALSE,"matrotz","everyday person. educator. environmental engineer. Professor, USF; Past President, AEESP; Board Member, Fragments of Hope Corp. Views are mine alone.","Maya Trotz","https://pbs.twimg.com/profile_images/1567502537921536001/uFjfLKEj_normal.jpg",1,1,6,0,0,"dc62519fda13b4ec",1973,2098,7442,44,"1312260476781424640","@kristenwaksman All hands on deck for wastewater. Red tide presentations at @floridaaquarium &amp; @USFCMS  speak about nutrient management needs. With you &amp; @ifetayovenner and @USRepKCastor in Tampa Bay -
we should bring folks together and move on solutions. @EngineeringUSF @strongcoasts  @cprout1"
"201","COMING UP 6PM #PMTampaBay @WFLANews FL Senate passes bill to arm teachers, Manatee road rage killing, Broward deputy under fire over pepper-spraying video, @USouthFlorida researcher on cause of Red Tide, Tampa Mayor Elex Results @ryanegorman @onairmorgan @jamesburlander. ",NA,"1120807013683011586",2019-04-23 21:49:50,"en","everyone",FALSE,"1120807013683011586","244335323",NA,FALSE,"2011-01-29T02:36:05.000Z","Tampa",FALSE,"felixveganews","Journalist | Legal Correspondent | Attorney | USF Criminology Graduate #GoBulls | Manhattan is my 2nd home | Raised in Florida | Born in Red Bank, New Jersey","@FelixVegaNews","https://pbs.twimg.com/profile_images/1218373477155078144/KMiQrFcC_normal.jpg",1,0,0,0,0,"dc62519fda13b4ec",891,2810,12835,24,NA,"COMING UP 6PM #PMTampaBay @WFLANews FL Senate passes bill to arm teachers, Manatee road rage killing, Broward deputy under fire over pepper-spraying video, @USouthFlorida researcher on cause of Red Tide, Tampa Mayor Elex Results @ryanegorman @onairmorgan @jamesburlander"
"202","Enjoyed the opportunity to be on the science/engineer panel to discuss mitigation options for red tide at yesterday's @SRQCountyGov Water Quality Summit. @UF_IFAS #WaterWednesday . ",NA,"1136671299286306816",2019-06-06 16:28:50,"en","everyone",FALSE,"1136671299286306816","784048897438146560",NA,FALSE,"2016-10-06T15:13:19.000Z",NA,FALSE,"UF_MaryLusk","Univ Florida Assistant Prof of Soil and Water Sciences, mom of 3 great boys, stormwater chaser, urban biogeochemist, Mormon woman, Floridian","Dr. Mary Lusk","https://pbs.twimg.com/profile_images/784168001553756160/TMJn-mTX_normal.jpg",2,1,13,0,0,"dc62519fda13b4ec",552,109,486,13,NA,"Enjoyed the opportunity to be on the science/engineer panel to discuss mitigation options for red tide at yesterday's @SRQCountyGov Water Quality Summit. @UF_IFAS #WaterWednesday https://t.co/Tu9TF5prpL"
"203","@UF_MaryLusk @SRQCountyGov @UF_IFAS Thank you for attending and for your work to help our waters!. ","784048897438146560","1136671299286306816",2019-06-07 17:25:12,"en","everyone",FALSE,"1137047871906287621","33224498",NA,FALSE,"2009-04-19T15:26:04.000Z","Florida",FALSE,"EllieDecker","Retired business owner who feels protective over the vulnerable. The vulnerable are Seniors, Disabled, and Children.","Ellie Decker","https://pbs.twimg.com/profile_images/1367245052494422022/s-chiYFR_normal.jpg",0,0,0,0,0,NA,77,132,297,0,NA,"@UF_MaryLusk @SRQCountyGov @UF_IFAS Thank you for attending and for your work to help our waters!"
"204","Saharan dust could enhance red tide and provide fewer storms in Bay Area . https   www wfla com 2101313013",NA,"1144139647938912256",2019-06-27 07:05:23,"en","everyone",FALSE,"1144139647938912256","1565900304","https://t.co/YfnLXsO7KM",TRUE,"2013-07-03T14:30:48.000Z","Tampa, FL",FALSE,"WFLAMelissaM","Reporter/Anchor @WFLA NBC covering Tampa, Florida | Pennsylvania native | lover of ☀️ | Retweets ≠ endorsements | Story idea? Message me!","Melissa Marino","https://pbs.twimg.com/profile_images/1459224454442233856/dFHtmhyb_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",4182,1464,11299,89,NA,"Saharan dust could enhance red tide and provide fewer storms in Bay Area https://t.co/16xaE9K3Up"
"205","@DiamondandSilk I just hope these forgotten US citizens remember at the polls how the #democrats put illegal immigrants needs ahead of theirs. #redtide #KAG2020. ","2908170952","1149788095119859717",2019-07-12 21:38:57,"en","everyone",FALSE,"1149795303266095105","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"5bf268a34de4d516",18,99,3518,1,NA,"@DiamondandSilk I just hope these forgotten US citizens remember at the polls how the #democrats put illegal immigrants needs ahead of theirs. #redtide #KAG2020"
"206","I have a date tonight.  It’s with a girl.  I guess I’m having clam tonight. “I don’t eat seafood because of the red tide”.  #allergictoseafood #datenight #mynattmess #guerreroglam #sisterswhoscissor #columbiarestaurant #dinnerdate #fridaynight #floridagirls #813. ",NA,"1152338865061019648",2019-07-19 22:06:09,"en","everyone",FALSE,"1152338865061019648","14568636","https://t.co/JkW2JfjM1P",FALSE,"2008-04-28T12:42:26.000Z","Tampa, FL",FALSE,"ctguerrero","just a guy looking at stuff. Jackie Daytona is my alter-ego #readingisfundemental  Frmr Tampa Improv Mgr now FOH Floridan Palace","Christopher Guerrero","https://pbs.twimg.com/profile_images/1187541115144155137/-9ctQxTH_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",204,759,3611,1,NA,"I have a date tonight.  It’s with a girl.  I guess I’m having clam tonight. “I don’t eat seafood because of the red tide”.  #allergictoseafood #datenight #mynattmess #guerreroglam #sisterswhoscissor #columbiarestaurant #dinnerdate #fridaynight #floridagirls #813"
"207","Yeah we have craft beer but sometimes its fun to throw the pinky out and enjoy a mixed drink on a hot summer day.
Blue Hawaiian or a Red Tide 
You decide.......
#anclotebrewtarponsprings #anclotebrew #craftbeer #mixedDrinks #hawaiian #redtide #tarponsprings #tarponspringsflorida . https   twitter com Anclote_Brew status 1153710622175105024 photo 1",NA,"1153710622175105024",2019-07-23 16:57:01,"en","everyone",FALSE,"1153710622175105024","936372113484763136","https://t.co/Go04g0Izbe",FALSE,"2017-11-30T23:11:23.000Z","Tarpon Springs, FL",FALSE,"Anclote_Brew","Tarpon Springs Craft Tap House that features gourmet grilled cheese sandwiches, live entertainment & locally crafted brews!","Anclote Brew","https://pbs.twimg.com/profile_images/936996666242199552/P2EOo8T9_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",22,14,591,0,NA,"Yeah we have craft beer but sometimes its fun to throw the pinky out and enjoy a mixed drink on a hot summer day.
Blue Hawaiian or a Red Tide 
You decide.......
#anclotebrewtarponsprings #anclotebrew #craftbeer #mixedDrinks #hawaiian #redtide #tarponsprings #tarponspringsflorida https://t.co/UxvMKQPBr9"
"208","@MacChrystal @michaelgayetsky Youngstown’s version of Red Tide?. ","42873293","1163960618996686849",2019-08-20 23:56:41,"en","everyone",FALSE,"1163963093447270401","25422773",NA,FALSE,"2009-03-20T00:42:48.000Z","Tampa, FL",FALSE,"Davey074","Youngstown - Cleveland - Tampa","Dave Yanek","https://pbs.twimg.com/profile_images/1059079132645126144/cIYQ2c9f_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",71,305,5141,1,NA,"@MacChrystal @michaelgayetsky Youngstown’s version of Red Tide?"
"209","According to the report, red tide was a result of septic tank failures and urban runoff that consisted of human and pet waste. Stop this &amp; leave straws alone. This will kill all animals.
. ",NA,"1173074224329756673",2019-09-15 03:21:04,"en","everyone",FALSE,"1173074224329756673","398399733",NA,FALSE,"2011-10-26T00:43:52.000Z","Tampa, FL",FALSE,"DianeWestcott","married - 
USA 🇺🇸❤
- My family have served since WW2","Diane Westcott","https://pbs.twimg.com/profile_images/796975483376304129/OIwvlV6-_normal.jpg",0,0,0,0,0,"51264211e147d635",36,236,8459,0,NA,"According to the report, red tide was a result of septic tank failures and urban runoff that consisted of human and pet waste. Stop this &amp; leave straws alone. This will kill all animals.
https://t.co/tn9IXNTUzu"
"210","Really hope it doesn’t come north. We don’t need another round of #redtide in #SarasotaBay or #TampaBay . https   twitter com FOX13News status 1180604628766867457",NA,"1180605828879048704",2019-10-05 22:08:58,"en","everyone",FALSE,"1180605828879048704","131274413","https://t.co/htgnZU1qFC",FALSE,"2010-04-09T20:08:40.000Z","Lithia FL",FALSE,"KRKemp","Husband & father of 2 adopted boys. Outdoorsman. Racing fan. Purdue Boilermaker.","Kevin Kemp","https://pbs.twimg.com/profile_images/1149006195526688769/dMmKtJCY_normal.jpg",0,0,0,0,0,"017a309d07f2b3f8",229,876,1762,5,"1006616316600569857","Really hope it doesn’t come north. We don’t need another round of #redtide in #SarasotaBay or #TampaBay https://t.co/vcbyDUg0is"
"211","I’m happy to report that the redfish population in Tampa Bay is making a rebound after last year’s red tide. . https   twitter com miklb status 1188476647613308928",NA,"1188787953272795137",2019-10-28 12:01:49,"en","everyone",FALSE,"1188787953272795137","6187652","https://t.co/2HPFaCKjXc",FALSE,"2007-05-21T01:53:23.000Z","The old fishing hole.",FALSE,"miklb","I know what’s wrong with your website.  Food, music, the open web.  he/him Fediverse @michael@michaelbishop.me","Michael Bishop","https://pbs.twimg.com/profile_images/1568288046952464385/F5JmNYYA_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",923,1356,57693,106,"796423262196682752","I’m happy to report that the redfish population in Tampa Bay is making a rebound after last year’s red tide. https://t.co/4rqBRKkYSv"
"212","@realDonaldTrump is going to eat the #Democrats alive and expose your party 4 what it really is. #Socialist and want to over throw the 2016 election. #Redtide BTW #YourFired . https   twitter com AndrewGillum status 1189942084071043074","25073877","1190090148173750272",2019-11-01 02:16:16,"en","everyone",FALSE,"1190090148173750272","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"2cce4a9792d2d92e",18,99,3518,1,NA,"@realDonaldTrump is going to eat the #Democrats alive and expose your party 4 what it really is. #Socialist and want to over throw the 2016 election. #Redtide BTW #YourFired https://t.co/3s1deIaICX"
"213","@GregJnFla And it’s not about the hot weather either cause the season been cooling down! So whatever cycle of red tide it’s not necessarily all about extreme heat as was thought last year. ","738372419182821376","1195308410595692545",2019-11-15 11:56:31,"en","everyone",FALSE,"1195309601157263361","905841483852513280",NA,FALSE,"2017-09-07T17:13:34.000Z","Tampa, FL",FALSE,"featherman_bill","NO DM’s ! ! trying to live a simple life, with my loving @goatgirl1976 !!!!  https://t.co/lYVvQLdJ7A known to be 50/50 asshole n more asshole","Shaggg2016","https://pbs.twimg.com/profile_images/1614586039846191104/bl38Z-I0_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",982,1868,23641,9,"1352931198272679936","@GregJnFla And it’s not about the hot weather either cause the season been cooling down! So whatever cycle of red tide it’s not necessarily all about extreme heat as was thought last year"
"214","We have Gaetz and guns, red tide and racism but when I see #snowstorm trending it reminds my why I moved to Florida!

#flipFLBlue
#ImpeachDonaldTrumpNOW
#GOPComplicitTraitors . https   twitter com antiqueK status 1199371594784747520 photo 1",NA,"1199371594784747520",2019-11-26 16:57:26,"en","everyone",FALSE,"1199371594784747520","42253358",NA,FALSE,"2009-05-24T18:11:25.000Z","New York, USA",FALSE,"antiqueK","Soul of a mermaid mouth of a sailor. 
#guncontrol #atheist","🌊AntiqueK🌻","https://pbs.twimg.com/profile_images/1523315831211446273/Bychq83j_normal.jpg",0,0,2,0,0,"dc62519fda13b4ec",8071,8050,11067,1,"1292188081739706369","We have Gaetz and guns, red tide and racism but when I see #snowstorm trending it reminds my why I moved to Florida!

#flipFLBlue
#ImpeachDonaldTrumpNOW
#GOPComplicitTraitors https://t.co/M8Lqz03Elr"
"215","Red tide and booze puke . https   twitter com williamzabka42 status 1201974999613095936",NA,"1202300462659198976",2019-12-04 18:55:42,"en","everyone",FALSE,"1202300462659198976","262025657",NA,FALSE,"2011-03-07T05:29:04.000Z","New York",FALSE,"matteblackeye","38 they/them non-binary Nameless, Formless on tumblr. married to @myndcryme56 (unfortunate for him)","Bunny 🐰","https://pbs.twimg.com/profile_images/1618012107882078208/PBki5Rly_normal.jpg",0,0,5,0,0,"dc62519fda13b4ec",1185,1183,23258,4,"1615543644173340673","Red tide and booze puke https://t.co/1J1I1Qi5vn"
"216","@edsbs Also the beaches alternate between having necrotizing fasciitis and red tide every other month. ","7452872","1219328781263032320",2020-01-20 18:51:43,"en","everyone",FALSE,"1219331690750971912","318024492",NA,FALSE,"2011-06-15T21:00:43.000Z","Tampa, FL",FALSE,"_zachferguson","#RollTide","Zach Ferguson","https://pbs.twimg.com/profile_images/1275080361886670850/RiEhq-NI_normal.jpg",0,0,6,0,0,"01af119d415cd7d2",214,130,11233,10,NA,"@edsbs Also the beaches alternate between having necrotizing fasciitis and red tide every other month"
"217","From Red Tide to #RollTide . https   twitter com TBTimes_Bulls status 1229804461654257664",NA,"1229809368033628160",2020-02-18 16:46:16,"en","everyone",FALSE,"1229809368033628160","109240047","https://t.co/2vfPysntu5",FALSE,"2010-01-28T12:02:51.000Z","Tampa Bay, FL | Orlando, FL",FALSE,"TylerGraddy","Jack of All Trades, Master of Fun","Tyler Graddy","https://pbs.twimg.com/profile_images/1324152152894382089/fUSL5VbI_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",862,973,4724,11,NA,"From Red Tide to #RollTide https://t.co/jyFOqy3Mc2"
"218","@xmethuselahx @Pneumatic123 @Bayou_Bengals @GOPChairwoman @EricTrump Yep.  Need that red tide.  I like a government that tells me what to do and how to think and then, if I disagree, they add me to a Trump hit list.  Very comforting.. ","102415827","1232512668533239808",2020-02-27 19:34:12,"en","everyone",FALSE,"1233113117854441477","1548980701",NA,FALSE,"2013-06-26T19:45:05.000Z","Florida, USA",FALSE,"floridablue97","University of Michigan, 1980, #GoBlue University of Florida, 1982. 
Mets #LFGM, Jets, Islanders fan.","Karl","https://pbs.twimg.com/profile_images/1363318934376693760/UMftG-DL_normal.jpg",0,2,2,0,0,"70b7be4d968912d3",2300,4632,20022,0,NA,"@xmethuselahx @Pneumatic123 @Bayou_Bengals @GOPChairwoman @EricTrump Yep.  Need that red tide.  I like a government that tells me what to do and how to think and then, if I disagree, they add me to a Trump hit list.  Very comforting."
"219","@amosmagliocco Yes...cause we had the river of blood (Red Tide here in Florida).. ","79870762","1240508278737711104",2020-03-19 15:08:16,"en","everyone",FALSE,"1240656342257410054","18336824","https://t.co/OlfYUk0IYm",FALSE,"2008-12-23T16:54:37.000Z","Tampa, FL (formerly DC area) ",FALSE,"SkyFormZ","Tweeting about the sky & weather since Dec. 2008. Find me everywhere on the web via @skyformz (aka Jason Foster)","SkyFormZ","https://pbs.twimg.com/profile_images/579219081418694656/7ps7KS2b_normal.jpg",0,0,0,0,0,"00ee737d2da1259c",2323,703,8586,188,"1334607022176804866","@amosmagliocco Yes...cause we had the river of blood (Red Tide here in Florida)."
"220","Science Twitter — why is California’s red tide so much nicer (re: harmless and apparently beautiful?!) compared to Florida’s red tide? 
Never saw anything like this in my years growing up in SoCal! . https   twitter com ABC status 1256786130332237824",NA,"1257152977133023232",2020-05-04 03:40:01,"en","everyone",FALSE,"1257152977133023232","974010244111122432","https://t.co/HTN6t11bdA",TRUE,"2018-03-14T19:51:53.000Z","Tampa, FL",FALSE,"AdriaIrahetaTV","Comms at @HillsboroughSch. Cycle instructor. Former reporter @BN9. OG @verified™️ I tweet all things Tampa & #GoBolts On a mission to change the world 🌎","Adria","https://pbs.twimg.com/profile_images/1612295053329702914/F-3QUCDx_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",1513,1974,9964,24,NA,"Science Twitter — why is California’s red tide so much nicer (re: harmless and apparently beautiful?!) compared to Florida’s red tide? 
Never saw anything like this in my years growing up in SoCal! https://t.co/X0DEsvCMrY"
"221","Ditto. #KAG2020 #Redtide . https   twitter com TaxReformExpert status 1271538307969822728",NA,"1271787642816991232",2020-06-13 12:52:57,"it","everyone",FALSE,"1271787642816991232","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"6d4de57fa00a913f",18,99,3518,1,NA,"Ditto. #KAG2020 #Redtide https://t.co/BVp71SaPoq"
"222","Kee it going Brother #Redtide . https   twitter com MrMichaelBurkes status 1272997478628044801",NA,"1273266508869840896",2020-06-17 14:49:26,"en","everyone",FALSE,"1273266508869840896","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"2cce4a9792d2d92e",18,99,3518,1,NA,"Kee it going Brother #Redtide https://t.co/odrg4krlXC"
"223","@ISH_TAHR @guccimules @Dirty_McFatts @ABC Yep!!! And bad algae blooms happen every year but if you’re interested in ocean health look into the run off that caused our red tide crisis in 2018. Our governors notoriously don’t care about the health of these animals’ homes.. ","1000074058887778306","1281378115143512066",2020-07-11 23:59:12,"en","everyone",FALSE,"1282102169857073153","32929775",NA,FALSE,"2009-04-18T16:20:30.000Z","Tampa, FL",FALSE,"th1s1sallstup1d","","KCL","https://pbs.twimg.com/profile_images/1599266408097103873/CmcBYA1W_normal.jpg",0,2,2,0,0,"dc62519fda13b4ec",325,559,26135,0,NA,"@ISH_TAHR @guccimules @Dirty_McFatts @ABC Yep!!! And bad algae blooms happen every year but if you’re interested in ocean health look into the run off that caused our red tide crisis in 2018. Our governors notoriously don’t care about the health of these animals’ homes."
"224","@POTUS @realDonaldTrump #KAG2020 #Republican #RedTide . https   twitter com wartimegirl status 1288454628997312512","822215679726100480","1288490600598327297",2020-07-29 15:04:32,"qme","everyone",FALSE,"1288490600598327297","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"2cce4a9792d2d92e",18,99,3518,1,NA,"@POTUS @realDonaldTrump #KAG2020 #Republican #RedTide https://t.co/gTPPyRDYKF"
"225","LOL #DefundThePolice but #DNC what security and #Police there. Not on my tax $. I like the #GunfreeZone sign idea. #KAG2020 #Redtide . https   twitter com mchooyah status 1289227922067165186",NA,"1289550216694292486",2020-08-01 13:15:05,"en","everyone",FALSE,"1289550216694292486","548145982",NA,FALSE,"2012-04-08T04:45:43.000Z",NA,FALSE,"fl_bob","Just an Old White Man #OWM","BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg",0,0,0,0,0,"2cce4a9792d2d92e",18,99,3518,1,NA,"LOL #DefundThePolice but #DNC what security and #Police there. Not on my tax $. I like the #GunfreeZone sign idea. #KAG2020 #Redtide https://t.co/JyOHr5PMCi"
