"","text","created_at.x","lang","conversation_id","reply_settings","author_id","id","possibly_sensitive","created_at.y","description","username","profile_image_url","verified","name","protected","location","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"91","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 14:27:28,"en","1702690601940967791","everyone","926418021484318720","1702690601940967791",FALSE,"2017-11-03T11:57:23.000Z","Love for G0d🙏 Country 🇺🇸 Life ✝    Complacency is not an option | T3am G0d | IT guru/(RN retired)|🏡 🏫 👩‍👧| Fear is a liar| Venmo @Cristen-T","Cartersmom04","https://pbs.twimg.com/profile_images/1611932569439813633/K_SDmy69_normal.jpg",FALSE,"Cristen_WRTN🔴",FALSE,"Florida Country",NA,"1284186939734851584",76,0,0,0,0,0,1366,1685,77202,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"92","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 13:26:14,"en","1702675192105894113","everyone","2513803810","1702675192105894113",FALSE,"2014-04-28T02:32:45.000Z","Weather Content Producer The Weather Companies an IBM Business, 43+ years of forecasting experience and fun with the weather. Views expressed are my own!","tornadokid3","https://pbs.twimg.com/profile_images/1702467015569498112/9ZFZBBxp_normal.jpg",TRUE,"James Wilson",FALSE,"Georgia, USA","https://t.co/UnTL1PHmNy","1306407829897646080",76,0,0,0,0,0,3860,4995,104864,63,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"93","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:55:34,"en","1702667473554731405","everyone","3095714561","1702667473554731405",FALSE,"2015-03-19T01:20:05.000Z","Does your #business need #marketing #advertising or #networking? Build your #socialmedia #brand today! Certified partner of Referrizer at @DrTweetzSuite","DoctorTweetz","https://pbs.twimg.com/profile_images/962028546423009283/-8YxxjAy_normal.jpg",FALSE,"Doctor Tweetz",FALSE,"Naples, FL","https://t.co/69NTHHXXdU","1502105435905703945",76,0,0,0,0,0,2843,2665,100905,382,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"94","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:39:05,"en","1702663326805709274","everyone","1344736819","1702663326805709274",FALSE,"2013-04-11T16:12:54.000Z","Mermaid hair. Floridian but not like that. Don't ask what my tattoos say.","lolwutfreshhell","https://pbs.twimg.com/profile_images/1451871769195843585/bbT24ioq_normal.jpg",FALSE,"linden tree by the sea",FALSE,NA,NA,NA,76,0,0,0,0,0,167,782,31382,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"95","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:35:51,"en","1702662510992646225","everyone","196619311","1702662510992646225",FALSE,"2010-09-29T14:49:11.000Z","Tweets Around #Florida Tag us in your pictures & adventures for possible RTs!","TweetsAroundFLA","https://pbs.twimg.com/profile_images/1099682516364083201/UJ2SI2xf_normal.png",FALSE,"Tweets Around Florida",FALSE,"Florida","https://t.co/DLuM9Fhur0",NA,76,0,0,0,0,0,12044,5887,294104,330,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"96","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:26:11,"en","1702660080276013223","everyone","1226521277894209538","1702660080276013223",FALSE,"2020-02-09T15:00:46.000Z","Scuba diver. World traveler. Sarcasm expert level.","SydneyReilly7","https://pbs.twimg.com/profile_images/1226521491535167488/MaNF5ux8_normal.jpg",FALSE,"Sydney Reilly",FALSE,NA,NA,NA,76,0,0,0,0,0,18,51,115,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"97","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:18:48,"en","1702658222128013778","everyone","955853221","1702658222128013778",FALSE,"2012-11-18T17:02:38.000Z","Speech Adjunct Prof. & UCF alumna who lives by Seinfeld quotes. Extemporaneous speaker & spontaneous tweeter. ""Brevity is the soul of wit."" -William Shakespeare","academicknight","https://pbs.twimg.com/profile_images/1273341931955855361/5j8aAzhM_normal.jpg",FALSE,"Marlene T. Diaz",FALSE,"Orlando, Fl.",NA,NA,76,0,0,0,0,0,1260,5002,91911,46,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"98","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 12:10:07,"en","1702656037331853337","everyone","25830626","1702656037331853337",FALSE,"2009-03-22T15:29:11.000Z","","DenaLSmith","https://pbs.twimg.com/profile_images/1702768653639249920/WNmFj-wv_normal.jpg",FALSE,"Dena 🌴",FALSE,"MadeiraBeach ",NA,"1574942222466023426",76,0,0,0,0,0,667,2060,7767,8,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"99","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 11:42:48,"en","1702649162263581160","everyone","36869482","1702649162263581160",FALSE,"2009-05-01T03:22:58.000Z","MMJ/Digital Meteorologist ➡️ @UF & @msstate Alum ➡️ 2X @tellyawards winner ➡️ @amsmetsoc AMS Seal # 1143➡️ Navigate un-forecasted storms with integrity.","LeslieHudsonWx","https://pbs.twimg.com/profile_images/1699429497727066112/nUOmRTp__normal.jpg",FALSE,"Leslie Hudson",FALSE,"Winter Park, FL","https://t.co/l3GICsuPOr",NA,76,0,0,0,0,0,976,704,7371,32,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"100","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 11:28:52,"en","1702645656857219330","everyone","386816636","1702645656857219330",FALSE,"2011-10-07T23:39:15.000Z","🤩   Dedicated Patriot!","ralpshtone","https://pbs.twimg.com/profile_images/1490354307421638657/vCSV3Epi_normal.jpg",FALSE,"ralph stone",FALSE,"Florida     ",NA,"1456648698776195079",76,0,0,0,0,0,974,1330,218719,38,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"101","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 11:16:15,"en","1702642478489198857","everyone","1577473790358978561","1702642478489198857",FALSE,"2022-10-05T01:40:47.000Z","Just trying to be a better human. Hospital ICU Cardiology, Sailing, Tampa Bay Lightning fan, Animal Friend,Volunteer, Advocate for the Homeless","johnmkenney6","https://pbs.twimg.com/profile_images/1675603001526951937/77xNQYeW_normal.jpg",FALSE,"ObeyMyDog",FALSE,"Lake Buena Vista, FL","https://t.co/1XDysDFy0x",NA,76,0,0,0,0,0,129,156,1737,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"102","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 10:55:30,"en","1702637258103312601","everyone","1485027956250533893","1702637258103312601",FALSE,"2022-01-22T23:13:58.000Z","Opinions are my own. I’m not for everyone. Contrary to popular belief, I was not created in a lab to annoy you.  🏳️‍🌈","DurmBull","https://pbs.twimg.com/profile_images/1487501698889359362/4r9kond1_normal.jpg",FALSE,"Another Guy Named Michael (made in a lab)",FALSE,"Durham, NC",NA,"1695142149560406110",76,0,0,0,0,0,270,511,9002,5,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"103","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 10:32:51,"en","1702631558069268628","everyone","18842274","1702631558069268628",FALSE,"2009-01-10T18:47:40.000Z","Mom Educator Progressive #BeachLife #ClimateAction🌎 #FightInjustice #ResistanceUnited #BlueCrew 🌊#NoDMsPlease #AmericaStrongerWithBiden 🇺🇸 #StandWithUkraine","sun_king","https://pbs.twimg.com/profile_images/70527048/KJdark3_normal.jpg",FALSE,"sun_king ☀️",FALSE,"Florida",NA,"1298569972344655873",76,0,0,0,0,0,9501,10381,34207,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"104","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 10:14:26,"en","1702626923262702037","everyone","755712861398241282","1702626923262702037",FALSE,"2016-07-20T10:36:01.000Z","Gamer, virtual photographer, rockhound, poster of all sorts of random stuff and general silliness!","NMS_Screenshots","https://pbs.twimg.com/profile_images/1667145677246431232/RvBxJOrU_normal.jpg",TRUE,"Intergalactic Geo",FALSE,"Mountains of NC","https://t.co/HGmIxUrAd6",NA,76,0,0,0,0,0,2428,2024,50202,25,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"105","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 10:10:02,"en","1702625815064723547","everyone","32673565","1702625815064723547",FALSE,"2009-04-18T00:01:41.000Z","oh. hi. ✌️","LMDubyah","https://pbs.twimg.com/profile_images/631285489996275712/6k2M9Z5U_normal.jpg",FALSE,"LDubya",FALSE,"Florida",NA,NA,76,0,0,0,0,0,189,775,5374,8,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"106","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 09:53:10,"en","1702621569510465722","everyone","1061697952744460288","1702621569510465722",FALSE,"2018-11-11T19:11:32.000Z","","Blackomen1","https://pbs.twimg.com/profile_images/1061699127560552449/c4PNcTok_normal.jpg",FALSE,"Black_omen",FALSE,NA,NA,"1569083721210363907",76,0,0,0,0,0,146,288,3880,3,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"107","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 09:48:07,"en","1702620300066574475","everyone","1519028410919575557","1702620300066574475",FALSE,"2022-04-26T19:04:00.000Z","Loving life in the free state of Florida

🌴🇺🇸😎
No DM. #DeSantis2024","keylimegirl323","https://pbs.twimg.com/profile_images/1698511856346824704/Nj4T6GT5_normal.jpg",TRUE,"Marie Keegan (2)",FALSE,NA,NA,"1639816475753029635",76,0,0,0,0,0,421,674,2916,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"108","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 07:43:48,"en","1702589013834551663","everyone","908909312","1702589013834551663",FALSE,"2012-10-27T20:56:12.000Z","","Taiseishogun","https://pbs.twimg.com/profile_images/2865394473/f48305c880493088191ffff98b1333ea_normal.jpeg",FALSE,"Zoran Jovanovic",FALSE,NA,NA,NA,76,0,0,0,0,0,1773,4988,304976,85,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"109","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 07:07:22,"en","1702579848365904132","everyone","378708992","1702579848365904132",FALSE,"2011-09-23T17:33:27.000Z","I’m on my journey. Join me by following along for destination ideas, airline/travel news/deals and the offbeat.","AirfaresToGo","https://pbs.twimg.com/profile_images/1670338729762799617/7EF0gKJK_normal.jpg",FALSE,"Clara Bosonetto",FALSE,NA,NA,NA,76,0,0,0,0,0,741,1735,13478,8,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"110","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 04:33:59,"en","1702541244990099836","everyone","338710632","1702541244990099836",FALSE,"2011-07-20T00:05:11.000Z","Everything Florida, always ☀️- @UF ‘15","JohnHarrJr","https://pbs.twimg.com/profile_images/1590909944575975426/w5ASPrAn_normal.jpg",FALSE,"Johnny",FALSE,"St Petersburg, FL",NA,"1407507384977739777",76,0,0,0,0,0,457,1422,13393,23,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"111","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 04:17:50,"en","1702537183045767576","everyone","1560464622","1702537183045767576",FALSE,"2013-07-01T12:59:17.000Z","","heyderuzguys","https://pbs.twimg.com/profile_images/378800000072748885/63f7b08cfff5bdbe72762173680968f0_normal.jpeg",FALSE,"William E Greco",FALSE,NA,NA,NA,76,0,0,0,0,0,409,2535,57869,4,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"112","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:51:54,"en","1702530657451171883","everyone","2172269943","1702530657451171883",FALSE,"2013-11-07T16:07:54.000Z","Owner of Rockstar Cleaning and Organization. Residential Cleaning. Hillsborough Pinellas Pasco FL. 🎶⭐🤘
Check out my Facebook Business Page & give it a LIKE!!","rockstarclean","https://pbs.twimg.com/profile_images/1668751192564834304/-mNOFcmc_normal.jpg",FALSE,"Karen",FALSE,"Tampa Bay area ",NA,NA,76,0,0,0,0,0,368,4844,35277,3,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"113","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:35:13,"en","1702526457577148597","everyone","1594729002240966658","1702526457577148597",FALSE,"2022-11-21T16:26:54.000Z","","VHTNICK","https://pbs.twimg.com/profile_images/1683696194638290944/RWeTEJ8M_normal.jpg",FALSE,"Nick Wimperis",FALSE,NA,NA,NA,76,0,0,0,0,0,13,109,18,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"114","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:19:50,"en","1702522585760641062","everyone","945339497956462592","1702522585760641062",FALSE,"2017-12-25T17:04:34.000Z","19| NCSU Meteorology ‘26","DylanAllenWx","https://pbs.twimg.com/profile_images/1539438422288474113/g6I8zvzT_normal.jpg",FALSE,"Dylan Allen",FALSE,"Lake Tillery ",NA,"1539433169929248768",76,0,0,0,0,0,590,1669,24147,6,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"115","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:10:53,"en","1702520334778310669","everyone","43631684","1702520334778310669",FALSE,"2009-05-31T02:58:28.000Z","#Consulting & #ProjectMgt #Business, #Tech, #Web, #SocialMedia #nonprofit plus #travel #music #food #wine #art #photography #safarlive","tracymccardell","https://pbs.twimg.com/profile_images/562753919219408897/gy7uqifo_normal.jpeg",FALSE,"Tracy McCardell",FALSE,"Michigan, USA","https://t.co/l8XBdfJ1gl",NA,76,0,0,0,0,0,3632,4978,34400,274,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"116","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:07:12,"en","1702519405635043491","everyone","1154498633053724673","1702519405635043491",FALSE,"2019-07-25T21:08:18.000Z","Moderna bivalent on board! Connecticut gal transplanted to Florida eons ago (please don't hold it against me). Cat lover. Tampa Bay Rays fan.","klangola","https://pbs.twimg.com/profile_images/1571244559320989696/5IedtKru_normal.jpg",FALSE,"Klangola ☮🇺🇦🌊💙😺📚⚾️",FALSE,"St Petersburg, FL",NA,NA,76,0,0,0,0,0,402,1074,37090,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"117","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 03:04:49,"en","1702518807569330277","everyone","756339887435976704","1702518807569330277",FALSE,"2016-07-22T04:07:36.000Z","","gegeregegere","https://pbs.twimg.com/profile_images/1694229347094417408/cXJEhqK1_normal.jpg",FALSE,"Ashley✨",FALSE,"Colorado ",NA,NA,76,0,0,0,0,0,1104,723,21481,6,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"118","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 02:59:06,"en","1702517370340683807","everyone","22116381","1702517370340683807",FALSE,"2009-02-27T06:51:07.000Z","love sports...politics....TV...former Republican","jimbowilstone","https://pbs.twimg.com/profile_images/1443267223200669710/ISxP35e9_normal.jpg",FALSE,"J. Willson",FALSE,"USA",NA,NA,76,0,0,0,0,0,243,3342,29538,8,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
