"","text","possibly_sensitive","conversation_id","id","in_reply_to_user_id","author_id","created_at.x","lang","reply_settings","created_at.y","description","name","protected","location","username","profile_image_url","verified","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"64","I’ll have a live report at 6:30 on places FWC says it’s safe to swim. #redtide . https   twitter com MyFWC status 1047958443041206272",FALSE,"1048150609571012609","1048150609571012609",NA,"455095674",2018-10-05 09:59:13,"en","everyone","2012-01-04T18:42:14.000Z","🔍Investigative reporter/anchor @10TampaBay (CBS) |🏆3x Emmy winner | 2x @NorthwesternU alum💜| Stl made, Northside raised | Lefty🖐🏿| Love to: DIY🔨sew🧵skate","Emerald Morrow (WTSP)",FALSE,"Tampa, FL","EmeraldMorrow","https://pbs.twimg.com/profile_images/1512239271129849856/YrwFDBOQ_normal.jpg",TRUE,"1602398889071484929","https://t.co/KCEXKvlb4Z",2,1,0,0,0,"4ad609c5e10fc033",2911,1311,8258,96,"I’ll have a live report at 6:30 on places FWC says it’s safe to swim. #redtide https://t.co/v1WtKJu1dk"
"65","@EmeraldMorrow Well... it was ""safe"" to swim monday... because test results from samples were back... so has FWC tested water at every beach? And while they are at it, instead of just testing waters, how about the sands as well. Since the watered is filtered through those sands. Wanna lay out?. ",FALSE,"1048150609571012609","1048252176756350976","455095674","578516563",2018-10-05 16:42:49,"en","everyone","2012-05-13T00:32:41.000Z","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.","gary",FALSE,NA,"gporter812","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg",FALSE,"1598475194154340353",NA,0,0,0,0,0,NA,438,413,53379,3,"@EmeraldMorrow Well... it was ""safe"" to swim monday... because test results from samples were back... so has FWC tested water at every beach? And while they are at it, instead of just testing waters, how about the sands as well. Since the watered is filtered through those sands. Wanna lay out?"
"66","As Hurricane #Michael churns, @lreiley says Fla stone crabbers hope this might be just what they need after a year of #RedTide and low hauls  via @TB_Times. https   www google com amp s www tampabay com features consumer No claws for concern Hurricane Michael could be good news for stone crab season _172509824 3ftemplate amp",FALSE,"1049977105935753216","1049977105935753216",NA,"15518828",2018-10-10 10:57:04,"en","everyone","2008-07-21T18:36:22.000Z","Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks","Sharon Kennedy Wynne",FALSE,"St. Petersburg, Fla.","SharonKWn","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg",TRUE,NA,"https://t.co/nqGE2gcEFd",1,0,1,0,0,"26b27cadf61e2e58",2889,1296,15437,84,"As Hurricane #Michael churns, @lreiley says Fla stone crabbers hope this might be just what they need after a year of #RedTide and low hauls https://t.co/kFctqr3TEy via @TB_Times"
"67","Well ..... #hurricanemichael2018 is gone but #redtide is back and man does it stink out here on #IRB   😩🤮. ",FALSE,"1050458796609466368","1050458796609466368",NA,"297401450",2018-10-11 18:51:08,"en","everyone","2011-05-12T13:14:20.000Z","TB BUCS 🏈& TB BOLTS⚡️ TAMPA Bay!!! ❤️❤️","🌻Robin🌻",FALSE,"Indian Rocks Beach, FL","RobinMIsaacs","https://pbs.twimg.com/profile_images/1380123608723390469/H-MUEm6e_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"07ea8d4bc3d8ec34",224,741,21861,1,"Well ..... #hurricanemichael2018 is gone but #redtide is back and man does it stink out here on #IRB   😩🤮"
"68","@HunterDPhoenix A naturally occurring algae that can have massive blooms that kill fish and marine life. Also a respiratory irritant. Possibly caused by excessive amounts of fertilizer making its way into the water.. ",FALSE,"1051917212297191426","1052167143335387136","3043210184","915202580883615744",2018-10-16 11:59:29,"en","everyone","2017-10-03T13:11:13.000Z","Author of Wendall's Lullaby & Delphys Rising and the space opera Saga of the Cerulean Universe. Paddler. Mountain biker. Runner. Ocean-lover. Cat dad. Hooband.","Kip Koelsch Author",FALSE,"Dunedin, FL","KipAuthor","https://pbs.twimg.com/profile_images/1572381145278414849/hw49gKRE_normal.jpg",FALSE,"1158851246612238339","https://t.co/SvlLnD8r7B",0,1,1,0,0,"608a091166e5ddb0",6333,6944,31865,85,"@HunterDPhoenix A naturally occurring algae that can have massive blooms that kill fish and marine life. Also a respiratory irritant. Possibly caused by excessive amounts of fertilizer making its way into the water."
"69","@USRepKCastor is hosting a red tide roundtable at PSTA with @CharlieCrist, @SenBillNelson and PSTA Board Chair @Janet4Pinellas. . https   twitter com RidePSTA status 1052567600578871296 photo 1",FALSE,"1052567600578871296","1052567600578871296","1880674038","122469460",2018-10-17 14:30:46,"en","everyone","2010-03-12T20:39:59.000Z","Local and national public transportation news and info from the Pinellas Suncoast Transit Authority, the public transit provider in Pinellas County, Florida.","PSTA",FALSE,"Pinellas County Florida","RidePSTA","https://pbs.twimg.com/profile_images/1544348983937695744/tA3Zryeq_normal.jpg",FALSE,"1620760210238218240","https://t.co/OlaIWe65Ed",3,0,7,1,0,"07d9ca3769084001",4049,590,9383,135,"@USRepKCastor is hosting a red tide roundtable at PSTA with @CharlieCrist, @SenBillNelson and PSTA Board Chair @Janet4Pinellas. https://t.co/cPKVYQA5Iv"
"70","PSTA Board Chair @Janet4Pinellas participated in a red tide roundtable #today hosted by @USRepKCastor at PSTA. . https   twitter com RidePSTA status 1052587235701342208 photo 1",FALSE,"1052587235701342208","1052587235701342208",NA,"122469460",2018-10-17 15:48:47,"en","everyone","2010-03-12T20:39:59.000Z","Local and national public transportation news and info from the Pinellas Suncoast Transit Authority, the public transit provider in Pinellas County, Florida.","PSTA",FALSE,"Pinellas County Florida","RidePSTA","https://pbs.twimg.com/profile_images/1544348983937695744/tA3Zryeq_normal.jpg",FALSE,"1620760210238218240","https://t.co/OlaIWe65Ed",3,0,6,1,0,"07d9ca3769084001",4049,590,9383,135,"PSTA Board Chair @Janet4Pinellas participated in a red tide roundtable #today hosted by @USRepKCastor at PSTA. https://t.co/8chdme5D7c"
"71","HAPPY FRIDAY! Wow, it’s a gorgeous day at @IHeartIRB Thanks to offshore winds, the red tide is staying away from our beaches. Just check out that water! #FallInFlorida #LoveFL #TampaBay #PinellasCounty @abcactionnews @VISITFLORIDA @VSPC . https   twitter com SarahHollenbeck status 1053330994189795328 photo 1",FALSE,"1053330994189795328","1053330994189795328",NA,"19272161",2018-10-19 17:04:13,"en","everyone","2009-01-21T02:39:00.000Z","TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL","Sarah J. Hollenbeck",FALSE,"St Petersburg, FL","SarahHollenbeck","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg",TRUE,NA,"https://t.co/bBF2G5DfCy",1,1,2,0,0,"07d9f60587c81001",4639,2083,13689,182,"HAPPY FRIDAY! Wow, it’s a gorgeous day at @IHeartIRB Thanks to offshore winds, the red tide is staying away from our beaches. Just check out that water! #FallInFlorida #LoveFL #TampaBay #PinellasCounty @abcactionnews @VISITFLORIDA @VSPC https://t.co/GkvFPgnSMh"
"72","@SarahHollenbeck @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Just as beautiful a few miles north on #ClearwaterBeach 🙂 . https   twitter com JasonBeisel status 1053333172795174912 video 1",FALSE,"1053330994189795328","1053333172795174912","19272161","365605146",2018-10-19 17:12:53,"en","everyone","2011-08-31T18:27:38.000Z","Public Information Officer | Treasure Island, FL. Recovering TV journalist. Indiana guy turned beach enthusiast. (Opinions and views are mine alone)","Jason Beisel",FALSE,"St. Petersburg, FL","JasonBeisel","https://pbs.twimg.com/profile_images/1101188615479197697/LybEZFot_normal.jpg",TRUE,NA,"https://t.co/NoXhRp9zfK",0,1,2,0,0,NA,2444,1562,19193,90,"@SarahHollenbeck @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Just as beautiful a few miles north on #ClearwaterBeach 🙂 https://t.co/mIWhJMAC2b"
"73","@JasonBeisel @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Yay! That’s so good to hear!. ",FALSE,"1053330994189795328","1053333676048769024","365605146","19272161",2018-10-19 17:14:53,"en","everyone","2009-01-21T02:39:00.000Z","TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL","Sarah J. Hollenbeck",FALSE,"St Petersburg, FL","SarahHollenbeck","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg",TRUE,NA,"https://t.co/bBF2G5DfCy",0,0,0,0,0,"07ea8d4bc3d8ec34",4639,2083,13689,182,"@JasonBeisel @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Yay! That’s so good to hear!"
"74","TRACKING RED TIDE IN THE AIR! @abcactionnews 5:30PM: I’ll show you a first of its kind tool that measures air quality at the beach and how you can use it to find the safest beaches. @IHeartIRB @VSPC @NOAAComms @NOAA @gcoos @PinellasCoNews @PinellasCounty #TampaBay . https   twitter com SarahHollenbeck status 1053344242314153984 video 1",FALSE,"1053344242314153984","1053344242314153984",NA,"19272161",2018-10-19 17:56:52,"en","everyone","2009-01-21T02:39:00.000Z","TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL","Sarah J. Hollenbeck",FALSE,"St Petersburg, FL","SarahHollenbeck","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg",TRUE,NA,"https://t.co/bBF2G5DfCy",2,0,2,0,0,"07ea8d4bc3d8ec34",4639,2083,13689,182,"TRACKING RED TIDE IN THE AIR! @abcactionnews 5:30PM: I’ll show you a first of its kind tool that measures air quality at the beach and how you can use it to find the safest beaches. @IHeartIRB @VSPC @NOAAComms @NOAA @gcoos @PinellasCoNews @PinellasCounty #TampaBay https://t.co/AE4jELiH9z"
"75","#redtide has officially made it to my dock.  Ughhhh dead fish everywhere.  😩😩😔😔😡😡. ",FALSE,"1053381857583206401","1053381857583206401",NA,"297401450",2018-10-19 20:26:20,"en","everyone","2011-05-12T13:14:20.000Z","TB BUCS 🏈& TB BOLTS⚡️ TAMPA Bay!!! ❤️❤️","🌻Robin🌻",FALSE,"Indian Rocks Beach, FL","RobinMIsaacs","https://pbs.twimg.com/profile_images/1380123608723390469/H-MUEm6e_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"07ea8d4bc3d8ec34",224,741,21861,1,"#redtide has officially made it to my dock.  Ughhhh dead fish everywhere.  😩😩😔😔😡😡"
"76","I’m finally seeing the effects of #redtide I’m shocked and horrified. May write a more detailed post soon . https   twitter com AimsEconomics status 1053788114882387968 photo 1",FALSE,"1053788114882387968","1053788114882387968",NA,"756266017446297604",2018-10-20 23:20:39,"en","everyone","2016-07-21T23:14:04.000Z","Trying to not be a robot - even though I study Econ. I love data analysis and I’m pretty good at conversational Japanese.","AimsEcon🧢",FALSE,"Tampa, FL","AimsEconomics","https://pbs.twimg.com/profile_images/1394413927535099914/V6lrgydu_normal.jpg",FALSE,NA,"https://t.co/RaLA0S1bFf",0,0,0,0,0,"07d9d13504c87001",16,116,516,0,"I’m finally seeing the effects of #redtide I’m shocked and horrified. May write a more detailed post soon https://t.co/TbJIfxYCiH"
"77","⁦@bn9weather⁩   To all at Bay News 9 Weather, appreciate you liking the picture, it’s unfortunate that the Red Tide is back at Belleair Beach my eyes are burning, from it. Hope people are out there in the Morning, checking it out. . https   twitter com BarbaraBarbnan status 1053813152650010625 photo 1",FALSE,"1053813152650010625","1053813152650010625",NA,"775968816409042944",2018-10-21 01:00:09,"en","everyone","2016-09-14T08:05:57.000Z","I am an aging Baby Boomer, love dogs, living on the Beach, from Michigan. Love Classic Rock from the 60's, went to Woodstock. Listen to my iPod all the time.","Barbara Scheible",FALSE,"Belleair Beach","BarbaraBarbnan","https://pbs.twimg.com/profile_images/793081847806853120/FCkQ2J65_normal.jpg",FALSE,NA,NA,0,0,3,0,0,"01c8a3ac38cc8902",168,444,16689,0,"⁦@bn9weather⁩   To all at Bay News 9 Weather, appreciate you liking the picture, it’s unfortunate that the Red Tide is back at Belleair Beach my eyes are burning, from it. Hope people are out there in the Morning, checking it out. https://t.co/bckza5xMWC"
"78","Exactly. What Scott did was a major jail worthy offense and he got away with millions lining his pockets, only to become Governor. Wtf ??????...His neglect and ineptitude and keeping his wealthy cronies happy is also what got us the Red Tide. Gillum getting tickets to Hamilton ? . https   twitter com tommy_purpura status 1055471997436747776",FALSE,"1055547244844322819","1055547244844322819",NA,"828470853478252548",2018-10-25 19:50:48,"en","everyone","2017-02-06T05:10:18.000Z","","Douglas Smith",FALSE,NA,"Douglas71714118","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",1,9,7,0,"Exactly. What Scott did was a major jail worthy offense and he got away with millions lining his pockets, only to become Governor. Wtf ??????...His neglect and ineptitude and keeping his wealthy cronies happy is also what got us the Red Tide. Gillum getting tickets to Hamilton ? https://t.co/uETZuLC0xm"
"79","No #RedTide in sight!  #IRB #IndianRocksBeach #Florida #727 #Pinellas #PinellasCounty @ Indian Rocks Beach, Florida . https   www instagram com p BpisuEfgIRs",FALSE,"1057112022255628288","1057112022255628288",NA,"740193708243587072",2018-10-30 03:28:40,"en","everyone","2016-06-07T14:48:27.000Z","Reposts from my IG account. 💸💵☕️☕️
 
📱 Text: +1-206-880-1499 / +1-512-765-4839 
 
📠  Fax: +1-503-489-7317 / +1-813-434-0839 
  
📍 TPA ✈️🇺🇸🏠 📲💻⌨️🖱📶📡","Hipster Tey",FALSE,"Tampa, FL","hipster_tey","https://pbs.twimg.com/profile_images/974806968199270401/WCdtS6Pm_normal.jpg",FALSE,NA,"https://t.co/CvLsUbni5y",0,0,0,0,0,"07ea8d4bc3d8ec34",64,390,3647,5,"No #RedTide in sight!  #IRB #IndianRocksBeach #Florida #727 #Pinellas #PinellasCounty @ Indian Rocks Beach, Florida https://t.co/5h07vH2dDZ"
"80","Senator BILL NELSON HAS SEAT HAS BEEN BLUE FOR DECADES WE STILL HAVE RED TIDE LETS ELECT GOV SCOTT TO HIS SEAT AND GIVE THE RED WAVE A CHANCE TO WASH OUT THE RED TIDE❗️👏👏👏. ",FALSE,"1057672823051878402","1057672823051878402",NA,"730141045191741440",2018-10-31 16:37:06,"en","everyone","2016-05-10T21:02:45.000Z","culture and community!","cheddacoin",FALSE,"metaverse","cheddacoin","https://pbs.twimg.com/profile_images/1482982447029493763/ASTbnCX5_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"c5a8a3c8523b835e",2093,155,47645,50,"Senator BILL NELSON HAS SEAT HAS BEEN BLUE FOR DECADES WE STILL HAVE RED TIDE LETS ELECT GOV SCOTT TO HIS SEAT AND GIVE THE RED WAVE A CHANCE TO WASH OUT THE RED TIDE❗️👏👏👏"
"81","“What good is the dream when the dreamer dies.” John Legend
+
+
+
📍Clearwater Beach, Florida. Did it again, went to my most visited Florida beach. It was Red Tide Bloom so the water… . https   www instagram com p Bpx79cUgdI3",FALSE,"1059256543177142272","1059256543177142272",NA,"158837562",2018-11-05 01:30:14,"en","everyone","2010-06-23T19:55:23.000Z","Spreading love + positivity. 📝Writer + Author @risegoodwoman ➕ Creator + CEO @ireneandsage 🛩 Travel Enthusiast 50 States + 15 Intl #mslloydtravels","Ms Stacy Lloyd",FALSE,"All Over the World ","msstacylloyd","https://pbs.twimg.com/profile_images/1293378447608348675/TJawJ94s_normal.jpg",FALSE,"1336771723589419008","https://t.co/gNYnoESwrh",0,0,0,0,0,"700eeb799fa55a4b",774,314,7292,37,"“What good is the dream when the dreamer dies.” John Legend
+
+
+
📍Clearwater Beach, Florida. Did it again, went to my most visited Florida beach. It was Red Tide Bloom so the water… https://t.co/56MuEERUAy"
"82","4 miles out today, the water is gorgeous.  Red tide continues to not affect the fishing out of Clearwater Beach, it's beautiful  offshore and the bite is hot with kingfish, spanish macs,… . https   www instagram com p Bp46bjEARYX",FALSE,"1060238464329965570","1060238464329965570",NA,"1372716128",2018-11-07 18:32:02,"en","everyone","2013-04-22T17:56:07.000Z","","Steve",FALSE,NA,"stevesreeldeal","https://pbs.twimg.com/profile_images/344513261571021591/2fd771c2a19d995191f8f34aa10e348d_normal.jpeg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",95,554,2397,7,"4 miles out today, the water is gorgeous.  Red tide continues to not affect the fishing out of Clearwater Beach, it's beautiful  offshore and the bite is hot with kingfish, spanish macs,… https://t.co/otiIJCMRUb"
"83","@bryanbehar Try being a Floridian, especially coastal. Getting constantly knocked around by hurricanes, watching red tide and slime decimate the local economy and the environment and see people vote in a climate denying governor. Tourists are cancelling vacations! WTF??
🤞🏻#RecountFlorida. ",FALSE,"1060295918396702720","1060628926102409217","1612067526","103963744",2018-11-08 20:23:36,"en","everyone","2010-01-11T20:41:44.000Z","Mom of 3,🏳️‍🌈-hugs, video editor 🌎lover,🍀, Rather be hiking. Formerly #TeamCrist formerly #TeamPete also @TheBurg4Pete","Kathleen Kennedy",FALSE,"Body in Tampa Bay, heart in NC","kennedykathleen","https://pbs.twimg.com/profile_images/1426940262220238849/bYWiHZAC_normal.jpg",FALSE,"870372711289278464",NA,0,0,1,0,0,"26b27cadf61e2e58",923,2137,5732,14,"@bryanbehar Try being a Floridian, especially coastal. Getting constantly knocked around by hurricanes, watching red tide and slime decimate the local economy and the environment and see people vote in a climate denying governor. Tourists are cancelling vacations! WTF??
🤞🏻#RecountFlorida"
"84","Who’s trying to steal this election, Red Tide Rick? 🤬 . https   twitter com altuspresssec status 1061280166826123269",FALSE,"1061293527659876352","1061293527659876352",NA,"390103083",2018-11-10 16:24:29,"en","everyone","2011-10-13T13:29:28.000Z","physician, writer, music fan (Duran, MB20, Rob Thomas, M5, Pink, etc) 80s girl, advocate, Resisting, Vaxxed! She/Her","jamie d, MD, FACS",FALSE,"tampa, FL","drjdizz","https://pbs.twimg.com/profile_images/1610434494867046400/yPAlH8a0_normal.jpg",FALSE,NA,NA,0,0,1,0,0,"e54569d90c7032c0",764,1812,28514,4,"Who’s trying to steal this election, Red Tide Rick? 🤬 https://t.co/lrnA6oUtnj"
"85","goodbye. Bill Nelson pack your bags come to Florida sit on the beach and enjoy the red tide at you promise to take care of 30 years ago and enjoy your retirement.. ",FALSE,"1063486048196534272","1063486048196534272",NA,"1059456429390737408",2018-11-16 17:36:47,"en","everyone","2018-11-05T14:44:31.000Z","Just Me","Roy .",FALSE,"Florida, USA","roy_baringer","https://pbs.twimg.com/profile_images/1059487589286248448/sQLwz6Z3_normal.jpg",FALSE,NA,NA,2,0,0,0,0,"61eefa163263bef0",0,4,31,0,"goodbye. Bill Nelson pack your bags come to Florida sit on the beach and enjoy the red tide at you promise to take care of 30 years ago and enjoy your retirement."
"86","@CoziZuehlsdorff @CMAquarium @AustinHighsmith Let’s take a moment To Remember the dozen dolphins that where killed by red tide in manatee and Sarasota in Florida, Also let’s pray for all dolphins and marine life that may be affected by red tide❤️🙏🙏 #savethemarinelife #RedTide. ",FALSE,"1067902483429765121","1067902483429765121","330723215","3047641873",2018-11-28 22:06:07,"en","everyone","2015-02-27T20:18:40.000Z","Self-taught contortionist/handbalancer/aerialist, Tiktok: Alyssatalner, snapchat: Alyssatalner","Alyssa Talner",FALSE,"Mars","AlyssaTalner","https://pbs.twimg.com/profile_images/1271893561072648199/8uKSXotR_normal.jpg",FALSE,"1306632853577502727","https://t.co/l2604vB2jF",2,0,3,0,0,"700eeb799fa55a4b",246,578,3247,1,"@CoziZuehlsdorff @CMAquarium @AustinHighsmith Let’s take a moment To Remember the dozen dolphins that where killed by red tide in manatee and Sarasota in Florida, Also let’s pray for all dolphins and marine life that may be affected by red tide❤️🙏🙏 #savethemarinelife #RedTide"
"87","I am glad to hear that @GovRonDeSantis is working on a project for cleaning up the Gulf coast and hopefully eliminate in time #RedTide  
It might take about 20 years but we can do it!. ",FALSE,"1093367963384799232","1093367963384799232",NA,"106274105",2019-02-07 04:36:50,"en","everyone","2010-01-19T01:36:48.000Z","Born in #Philadelphia, now a resident of Tampa Bay #Christian, I love the Lord and political debates #BodyLife #Disabled #UniteBlue Studied Bible at @CairnU","R Wharton (TOR)",FALSE,"Tarpon Springs, FL","ChristianDem47","https://pbs.twimg.com/profile_images/1620869137080754177/OLS7Ze2Y_normal.jpg",FALSE,NA,"https://t.co/oqhtSkfP7s",0,0,0,0,0,"4ad609c5e10fc033",3396,4634,135248,125,"I am glad to hear that @GovRonDeSantis is working on a project for cleaning up the Gulf coast and hopefully eliminate in time #RedTide  
It might take about 20 years but we can do it!"
"88","is #redtide gone?! #Clearwaterbeach. ",FALSE,"1100409445429915650","1100409445429915650",NA,"39267892",2019-02-26 14:57:11,"en","everyone","2009-05-11T15:06:43.000Z","Licensed Esthetician🧖‍♀️ Probly at the beach smokin a blunt☀️","Est_Tee🧖‍♀️",FALSE,"[PA]-[FL]","DuhhItzTee","https://pbs.twimg.com/profile_images/1035347749733105664/ma-xhinJ_normal.jpg",FALSE,"1142159722604310528",NA,0,0,0,0,0,"61eefa163263bef0",1121,1171,141773,13,"is #redtide gone?! #Clearwaterbeach"
"89","Bumber to  bumber traffic  expensive over crowded  overvdeveloped red tide not to mention  scientoligist out to con people on the beach.This place gives me a headache.  From Discover on Google . https   www orlandosentinel com travel beach os ae clearwater beach best beach in the us 20190226 story amp html",FALSE,"1100545781327630337","1100545781327630337",NA,"804193158330544128",2019-02-26 23:58:56,"en","everyone","2016-12-01T05:19:24.000Z","No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .","spwog",FALSE,"Clearwater, FL","torchured2","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg",FALSE,"1283490569017274375",NA,0,0,1,0,0,"700eeb799fa55a4b",84,273,17416,1,"Bumber to  bumber traffic  expensive over crowded  overvdeveloped red tide not to mention  scientoligist out to con people on the beach.This place gives me a headache.  From Discover on Google https://t.co/KK9bfsyXAX"
"90","Wow, those algae traffickers. . https   twitter com ddale8 status 1103452605915774976",FALSE,"1103483642343510016","1103483642343510016",NA,"2588320872",2019-03-07 02:32:56,"en","everyone","2014-06-25T22:31:06.000Z","Leafs, Jays, Bills, Springsteen and.... in the spirit of a young Keith Richards, I play my guitar at the top of the stairs.","peter artkin",FALSE,NA,"PeterArtkin","https://pbs.twimg.com/profile_images/529855971992952833/gOUxm9Hk_normal.jpeg",FALSE,"1048094008034123777",NA,0,0,0,0,0,"01c8a3ac38cc8902",133,1055,5420,2,"Wow, those algae traffickers. https://t.co/UhWBNxUVbM"
"91","Humbled by the opportunity to be part of a diverse high performance team who was recognized in 8 categories by @APWAFlorida #Westcoast Chapter #AnnualAwards #ProjectsOfTheYear #ProfessionalsOfTheYear #Scholarships #RedTide #Transportation #PinellasPW #PinellasMC . https   twitter com gatoraddie status 1105952811521585153 photo 1",FALSE,"1105952811521585153","1105952811521585153",NA,"2424745219",2019-03-13 22:04:32,"en","everyone","2014-04-03T03:35:48.000Z","#PublicWorks visionary, former #City/#CountyEngineer, #PastPresident @FSASCE, Nationally Recognized @ENR_SE @FCCManagers & @csENGINEERmag, #Spartan #Gator","Addie Javed, PWD",FALSE,"Tampa Bay","gatoraddie","https://pbs.twimg.com/profile_images/1037607116004057088/EqtmGFtF_normal.jpg",FALSE,NA,NA,5,1,13,0,0,"700eeb799fa55a4b",815,4980,5832,42,"Humbled by the opportunity to be part of a diverse high performance team who was recognized in 8 categories by @APWAFlorida #Westcoast Chapter #AnnualAwards #ProjectsOfTheYear #ProfessionalsOfTheYear #Scholarships #RedTide #Transportation #PinellasPW #PinellasMC https://t.co/iTbmZr1PUM"
"92","@gatoraddie @APWAFlorida @PinellasCoNews @PCGovCareers @APWATWEETS @APWAGovAffairs @FCCManagers @FLCities @ICMA @UF @TBNwebmaster Congratulations! #ImportantWork getting done. ",FALSE,"1105952811521585153","1105961365678813185","2424745219","37486774",2019-03-13 22:38:32,"en","everyone","2009-05-03T19:53:27.000Z","Personal acct of Charlie Justice.","Charlie Justice",FALSE,"Pinellas County, FL","VoteJustice","https://pbs.twimg.com/profile_images/1606397788992020483/7JaN06X1_normal.jpg",FALSE,NA,NA,0,0,2,0,0,"5d231ed8656fcf5a",2062,1646,17789,82,"@gatoraddie @APWAFlorida @PinellasCoNews @PCGovCareers @APWATWEETS @APWAGovAffairs @FCCManagers @FLCities @ICMA @UF @TBNwebmaster Congratulations! #ImportantWork getting done"
"93","@craigtimes @jimmybuffett @urbanmark They all can watch all the dead fish floating on the surface of the water from the red tide while they sip thier margaretavil drinks.. ",FALSE,"1107645172282732552","1107660657326018560","62575859","804193158330544128",2019-03-18 15:10:54,"en","everyone","2016-12-01T05:19:24.000Z","No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .","spwog",FALSE,"Clearwater, FL","torchured2","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg",FALSE,"1283490569017274375",NA,0,0,0,0,0,"700eeb799fa55a4b",84,273,17416,1,"@craigtimes @jimmybuffett @urbanmark They all can watch all the dead fish floating on the surface of the water from the red tide while they sip thier margaretavil drinks."
"94","Last summer I didn't go to the beach due to red time algae. I plan on making up for missed opportunities this year and have started early in my @expresslife beach kimono. 🌊

Use my code… . https   www instagram com p BvNWVKpgcFv",FALSE,"1108150425574916097","1108150425574916097",NA,"58497667",2019-03-19 23:37:04,"en","everyone","2009-07-20T15:14:41.000Z","Strategic Procurement professional by day and cake decorator/ event planner by night. 
 #worldtraveler #cancergeminicusp #inlovewithlove","Khadine Williams",FALSE,"Everywhere you're not! ","VAisgr8","https://pbs.twimg.com/profile_images/1467692007414022147/y3NxtOlb_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"4ec01c9dbc693497",145,431,12996,4,"Last summer I didn't go to the beach due to red time algae. I plan on making up for missed opportunities this year and have started early in my @expresslife beach kimono. 🌊

Use my code… https://t.co/nqSruNPmnd"
"95","@craigtimes Florida already is becoming like Calcutta the gulf of mexico is polluted yearly with red tide full of dead fish and it gets worse every year.the next thing will be bodies floating ontop of the dead fish like the gangees. ",FALSE,"1108369834033774593","1108377451015614470","62575859","804193158330544128",2019-03-20 14:39:11,"en","everyone","2016-12-01T05:19:24.000Z","No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .","spwog",FALSE,"Clearwater, FL","torchured2","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg",FALSE,"1283490569017274375",NA,0,0,0,0,0,"700eeb799fa55a4b",84,273,17416,1,"@craigtimes Florida already is becoming like Calcutta the gulf of mexico is polluted yearly with red tide full of dead fish and it gets worse every year.the next thing will be bodies floating ontop of the dead fish like the gangees"
