"","text","possibly_sensitive","id","created_at.x","author_id","conversation_id","reply_settings","lang","in_reply_to_user_id","profile_image_url","location","protected","description","verified","username","name","created_at.y","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"73","@craigtimes @TimothyJFanning phew!!!!. ",FALSE,"1278672513099345921",2020-07-02 12:50:58,"2392884301","1278661061194010630","everyone","en","62575859","https://pbs.twimg.com/profile_images/810110635698569216/Bmb1iErT_normal.jpg","Clearwater, FL",FALSE,"8 Time Emmy Award-Winning Producer/Director/Writer. Documentaries. Spent decades as a TV News reporter, producer, executive producer.",FALSE,"Colleen_ham1","Colleen Hamilton 🟧","2014-03-16T15:23:34.000Z",NA,"716077324786135040",0,0,1,0,0,2281,3310,106100,77,NA,"@craigtimes @TimothyJFanning phew!!!!",TRUE
"74","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips.  via @TimothyJFanning. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1278673999682244614",2020-07-02 12:56:52,"4503707133","1278673999682244614","everyone","en",NA,"https://pbs.twimg.com/profile_images/1591403185318633472/9jgyjiwp_normal.jpg","Florida, USA",FALSE,"#TBI survivor #Science I respect all life. Restore Habitat #resist. I have lucid intervals. #atheist #LGBTQ rights #Biden. I block morons
🚫 DMs 🇺🇲🇺🇦",FALSE,"mrgdpc","whatshisname","2015-12-16T14:30:23.000Z",NA,"1619017519418986498",14,0,0,0,0,1156,1834,37706,2,NA,"RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning",FALSE
"75","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips.  via @TimothyJFanning. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1278674166955356160",2020-07-02 12:57:32,"85349150","1278674166955356160","everyone","en",NA,"https://pbs.twimg.com/profile_images/1514981681262116865/0VHUMMMb_normal.jpg","Florida, USA",FALSE,"Author , Award Winning Creative Ad Man, Marketing and PR Specialist, BMI Songwriter, Broadcast and CableTV Veteran,   Motto: If it's not fun don't do it",FALSE,"BGMCREATIVE","Barry Grant Marsh","2009-10-26T16:08:27.000Z","https://t.co/x8e0p04jTZ",NA,14,0,0,0,0,1961,3223,51537,88,NA,"RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning",FALSE
"76","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips.  via @TimothyJFanning. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1278680524320641024",2020-07-02 13:22:48,"239945078","1278680524320641024","everyone","en",NA,"https://pbs.twimg.com/profile_images/1568577817205506051/woO4ZLVY_normal.jpg","Venice, FL",FALSE,"Resist the urge to do nothing! #BlueCrew #VoteBlue #TurnOffTRUMP",FALSE,"lroe03","@SAY WHAT???","2011-01-18T20:13:07.000Z",NA,NA,14,0,0,0,0,2554,3592,14013,2,NA,"RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning",FALSE
"77","@craigtimes @TimothyJFanning This is so sad!. ",FALSE,"1278688656304168961",2020-07-02 13:55:07,"42043526","1278661061194010630","everyone","en","62575859","https://pbs.twimg.com/profile_images/1547052912240742401/53UMdoAR_normal.jpg","Florida, USA",FALSE,"Nonprofit fundraiser, college instructor, arts, marketing, communications. Lifelong Democrat. Astounded by man's inhumanity to man.",FALSE,"dctblackwell","DCTBlackwell","2009-05-23T15:27:27.000Z",NA,"1642131453575143424",0,0,1,0,0,933,1150,26461,4,NA,"@craigtimes @TimothyJFanning This is so sad!",TRUE
"78","@craigtimes @TimothyJFanning Consultants Greely and Hansen should have their socks sued off them. Wonder who bought their estimate of 20 more good years?. ",FALSE,"1278694307071963137",2020-07-02 14:17:34,"1249667418626146305","1278661061194010630","everyone","en","62575859","https://pbs.twimg.com/profile_images/1633621387427414016/xJMFNbQB_normal.jpg","Michigan, USA",FALSE,"🌻 Michigan, Texas, Florida... and back!
Team Oxford Comma. Fluent in sarcasm.  GenZ mom",FALSE,"barbkjackson","barbkjackson","2020-04-13T11:55:21.000Z",NA,NA,0,1,1,0,0,342,1433,16397,1,NA,"@craigtimes @TimothyJFanning Consultants Greely and Hansen should have their socks sued off them. Wonder who bought their estimate of 20 more good years?",TRUE
"79","@craigtimes @TimothyJFanning ""Greeley and Hansen is an environmental engineering firm specializing in water and wastewater engineering and utility management consulting.""
Apparently they're kind of bad at it.. ",FALSE,"1278694954320027649",2020-07-02 14:20:08,"1249667418626146305","1278661061194010630","everyone","en","1249667418626146305","https://pbs.twimg.com/profile_images/1633621387427414016/xJMFNbQB_normal.jpg","Michigan, USA",FALSE,"🌻 Michigan, Texas, Florida... and back!
Team Oxford Comma. Fluent in sarcasm.  GenZ mom",FALSE,"barbkjackson","barbkjackson","2020-04-13T11:55:21.000Z",NA,NA,0,0,1,0,0,342,1433,16397,1,NA,"@craigtimes @TimothyJFanning ""Greeley and Hansen is an environmental engineering firm specializing in water and wastewater engineering and utility management consulting.""
Apparently they're kind of bad at it.",TRUE
"80","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips.  via @TimothyJFanning. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1278697413352587267",2020-07-02 14:29:55,"852951566","1278697413352587267","everyone","en",NA,"https://pbs.twimg.com/profile_images/1555572500972687362/ht6p7qrh_normal.jpg","St. Petersburg, Florida ",FALSE,"",FALSE,"GaylaArnold","Gayla Arnold","2012-09-29T14:12:10.000Z",NA,"766353213889085440",14,0,0,0,0,164,725,28963,3,NA,"RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning",FALSE
"81","@BradentonTimes Great, now replace our aging infrastructure,  like  hum, sewer mains. 28 million gallons of raw sewage dumped in the bay by longboat key.. ",FALSE,"1278759760234496000",2020-07-02 18:37:39,"24912822","1278106781378662400","everyone","en","22491377","https://pbs.twimg.com/profile_images/1278770243683442689/7NC5nr-a_normal.jpg","Florida, USA",FALSE,"",FALSE,"theglobalgroupn","J. Aliucci","2009-03-17T17:01:09.000Z",NA,NA,0,0,0,0,0,27,309,9873,0,NA,"@BradentonTimes Great, now replace our aging infrastructure,  like  hum, sewer mains. 28 million gallons of raw sewage dumped in the bay by longboat key.",FALSE
"82","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips.  via @TimothyJFanning. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1278762346467524610",2020-07-02 18:47:56,"823204900679151616","1278762346467524610","everyone","en",NA,"https://pbs.twimg.com/profile_images/965429493291773953/gzWBbExV_normal.jpg","United States",FALSE,"#Indivisible.. I'm with the Blue Wave. No Lists",FALSE,"old_warrior1","Feistyfem 🇺🇸","2017-01-22T16:25:17.000Z",NA,"972903815207882752",14,0,0,0,0,1790,1754,65591,8,NA,"RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning",FALSE
"83","@SJUA08 @craigtimes Longboat Key, as far as I can tell.. ",FALSE,"1278806696534704128",2020-07-02 21:44:10,"818905460766023681","1278661061194010630","everyone","en","26076407","https://pbs.twimg.com/profile_images/1620551285459062791/UC5eQtyL_normal.jpg","St. Petersburg ➡️ San Antonio ",FALSE,"Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.",FALSE,"TimothyJFanning","Timothy Fanning","2017-01-10T19:40:51.000Z",NA,"1629191396727877632",0,0,0,0,0,1253,877,5599,27,NA,"@SJUA08 @craigtimes Longboat Key, as far as I can tell.",TRUE
"84","@craigtimes The follow today is that just 29 days ago, they green lighted a backup pipe project.. ",FALSE,"1278807041843367936",2020-07-02 21:45:32,"818905460766023681","1278661061194010630","everyone","en","62575859","https://pbs.twimg.com/profile_images/1620551285459062791/UC5eQtyL_normal.jpg","St. Petersburg ➡️ San Antonio ",FALSE,"Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.",FALSE,"TimothyJFanning","Timothy Fanning","2017-01-10T19:40:51.000Z",NA,"1629191396727877632",0,0,0,0,0,1253,877,5599,27,NA,"@craigtimes The follow today is that just 29 days ago, they green lighted a backup pipe project.",TRUE
"85","As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279076830197288961",2020-07-03 15:37:35,"20467163","1279076830197288961","everyone","en",NA,"https://pbs.twimg.com/profile_images/1584632814951071744/Zq9gm4mn_normal.jpg","Florida's 16th District",FALSE,"Serving Florida's 16th Congressional District",TRUE,"VernBuchanan","Rep. Vern Buchanan","2009-02-09T21:05:19.000Z","https://t.co/02Pqx85zcr",NA,9,7,28,1,0,31948,7364,4254,1419,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"86","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279076861692215299",2020-07-03 15:37:42,"1124447266205503488","1279076861692215299","everyone","en",NA,"https://pbs.twimg.com/profile_images/1124713248211783680/dISvFwue_normal.png",NA,FALSE,"Collecting and retweeting tweets by all members of the US House of Representatives. Archived at: https://t.co/pr8ZcQwGNu",FALSE,"All435Reps","All 435 Reps","2019-05-03T22:54:54.000Z",NA,NA,9,0,0,0,0,7074,737,1056957,113,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"87","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279076889513115649",2020-07-03 15:37:49,"756987539517480960","1279076889513115649","everyone","en",NA,"https://pbs.twimg.com/profile_images/1436641621966196738/zgNosVls_normal.jpg","Sarasota, FL",FALSE,"Proud to be an American    God Bless the USA 🇺🇸",FALSE,"Kmgtorrey","Kath","2016-07-23T23:01:08.000Z",NA,"841469158671962112",9,0,0,0,0,1008,1530,36564,12,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"88","We need to get to the bottom of this and do what it takes to safeguard this important estuary. Sarasota Bay plays a key role in the Suncoast’s thriving economy and serves as a habitat for countless plants and wildlife.

. https   buchanan house gov media center press releases us house passes buchanan backed bill preserve sarasota bay",FALSE,"1279076918327902208",2020-07-03 15:37:56,"20467163","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1584632814951071744/Zq9gm4mn_normal.jpg","Florida's 16th District",FALSE,"Serving Florida's 16th Congressional District",FALSE,"VernBuchanan","Rep. Vern Buchanan","2009-02-09T21:05:19.000Z","https://t.co/02Pqx85zcr",NA,3,3,16,1,0,32166,7348,4339,1431,NA,"We need to get to the bottom of this and do what it takes to safeguard this important estuary. Sarasota Bay plays a key role in the Suncoast’s thriving economy and serves as a habitat for countless plants and wildlife.

https://t.co/CS0UZN6zn7",TRUE
"89","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279077336953077761",2020-07-03 15:39:35,"747596885523841028","1279077336953077761","everyone","en",NA,"https://pbs.twimg.com/profile_images/1274841216945999879/YRglUom5_normal.jpg",NA,FALSE,"#releasetheayercut",FALSE,"HillelGruberger","Hillel gruberger","2016-06-28T01:06:02.000Z",NA,"1301330476779671553",9,0,0,0,0,413,1354,27912,18,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"90","@VernBuchanan This was news several days ago.
Did you miss it. . https   www heraldtribune com news 20200630 longboat keyrsquos sole sewer pipe breaks spilling sewage",FALSE,"1279081990524936194",2020-07-03 15:58:05,"17904298","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1353467023590875137/_1WpG2YA_normal.jpg","63F2J2G3+XF",FALSE,"turning Florida blue
Fleiss 😀mapstod0n space",FALSE,"arthurfleiss","arthur fleiss","2008-12-05T18:43:28.000Z","https://t.co/Ud0b8HadOS","1579277510344577024",0,0,0,0,0,227,943,32796,10,NA,"@VernBuchanan This was news several days ago.
Did you miss it. https://t.co/aFA3vF4asQ",TRUE
"91","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279082556323966976",2020-07-03 16:00:20,"1170038520326643713","1279082556323966976","everyone","en",NA,"https://pbs.twimg.com/profile_images/1175179398326173702/IMaN4Slx_normal.jpg",NA,FALSE,"Deputy District Director @VernBuchanan  | Previously @ManateeGov & @MySuncoast | @USFSM alumni | @taylorswift13 enthusiast | All views are my own",FALSE,"chloe_conboy1","Chloe Conboy","2019-09-06T18:18:24.000Z",NA,"1516418775834365962",9,0,0,0,0,101,315,996,0,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"92","@VernBuchanan Here is the latest @bradentonherald reporting on this: 

. https   www bradenton com news local article243951237 html",FALSE,"1279099886261145600",2020-07-03 17:09:12,"349049976","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Bradenton, Fla.",FALSE,"Observer, writer and journalist, including stops in Florida & Texas, so yes, I have seen many things.",FALSE,"MRMasferrer","Marc R. Masferrer","2011-08-05T13:16:34.000Z",NA,NA,1,0,4,0,0,3231,1922,77339,119,NA,"@VernBuchanan Here is the latest @bradentonherald reporting on this: 

https://t.co/kJzZuqF6G2",TRUE
"93","@VernBuchanan Our infrastructure is outdated. Help fix that!. ",FALSE,"1279127592398991360",2020-07-03 18:59:17,"30078753","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1396609668684918789/sXY_hFBB_normal.jpg","United States",FALSE,"Passionate for #modern & #mid-century architecture, #design. #cat lady #Kizzy #architectural #photographer #nikon",FALSE,"SeibertIntriors","Pandora Lee Photos & stuff","2009-04-09T22:01:08.000Z","https://t.co/UREkG7JI4T",NA,0,0,1,0,0,685,990,13367,41,NA,"@VernBuchanan Our infrastructure is outdated. Help fix that!",TRUE
"94","Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story:  . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay. https   twitter com VernBuchanan status 1279131972481306625",FALSE,"1279142522745434115",2020-07-03 19:58:37,"21992035","1279142522745434115","everyone","en",NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","⚓ Cumberland, RI ",FALSE,"Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",TRUE,"ReadCarlos","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z","https://t.co/XWTXNo6tNp",NA,2,1,12,1,0,3376,1859,40396,96,"7f6bf29133462d29","Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story: https://t.co/jlaKUgIqNA https://t.co/B7LZM7NyvN",FALSE
"95","@VernBuchanan You don’t think the major cuts Trump and Wheeler made to EPA’s budget cutting oversight of these things had anything to do with it do you.. ",FALSE,"1279149383083331587",2020-07-03 20:25:53,"143100351","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/847058185441677315/2_A_aqCX_normal.jpg",NA,FALSE,"",FALSE,"CSUSluggo","sluggo","2010-05-12T15:52:37.000Z",NA,NA,0,0,0,0,0,8,18,3305,0,NA,"@VernBuchanan You don’t think the major cuts Trump and Wheeler made to EPA’s budget cutting oversight of these things had anything to do with it do you.",TRUE
"96","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279174269520556032",2020-07-03 22:04:46,"591447395","1279174269520556032","everyone","en",NA,"https://pbs.twimg.com/profile_images/1465408560737796102/XWyBkBfD_normal.jpg",NA,FALSE,"🎨📚 💚 National Parks🍀 I retweet different points of view.",FALSE,"artist57101","Charlotte","2012-05-27T02:46:03.000Z",NA,"1354467237902639112",9,0,0,0,0,122,253,22133,10,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"97","@VernBuchanan St Pete, now this. ",FALSE,"1279174360218112003",2020-07-03 22:05:08,"591447395","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1465408560737796102/XWyBkBfD_normal.jpg",NA,FALSE,"🎨📚 💚 National Parks🍀 I retweet different points of view.",FALSE,"artist57101","Charlotte","2012-05-27T02:46:03.000Z",NA,"1354467237902639112",0,0,0,0,0,120,222,22108,10,NA,"@VernBuchanan St Pete, now this",TRUE
"98","RT @ReadCarlos: Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story:  . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay. https   twitter com VernBuchanan status 1279131972481306625",FALSE,"1279187653427187713",2020-07-03 22:57:57,"1170038520326643713","1279187653427187713","everyone","en",NA,"https://pbs.twimg.com/profile_images/1175179398326173702/IMaN4Slx_normal.jpg",NA,FALSE,"Deputy District Director @VernBuchanan  | Previously @ManateeGov & @MySuncoast | @USFSM alumni | @taylorswift13 enthusiast | All views are my own",FALSE,"chloe_conboy1","Chloe Conboy","2019-09-06T18:18:24.000Z",NA,"1516418775834365962",2,0,0,0,0,101,315,996,0,NA,"RT @ReadCarlos: Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story: https://t.co/jlaKUgIqNA https://t.co/B7LZM7NyvN",FALSE
"99","@ReadCarlos @VernBuchanan While the engineers are thinking innovation piping system please have them also consider implementing a companion line to extract red tide in the bay. Just sayin while they are planning : ) it would be a great idea.. ",FALSE,"1279220812051091456",2020-07-04 01:09:43,"67663087","1279142522745434115","everyone","en","21992035","https://pbs.twimg.com/profile_images/387324948/n1415371258_30058115_112_normal.jpg","Florida",FALSE,"I live in gratitude. Author of Muscle Hugs, a spiritual approach to muscle pain.",FALSE,"KindnessLives","Vickie Ford","2009-08-21T17:24:07.000Z",NA,NA,0,0,0,0,0,135,195,23847,25,NA,"@ReadCarlos @VernBuchanan While the engineers are thinking innovation piping system please have them also consider implementing a companion line to extract red tide in the bay. Just sayin while they are planning : ) it would be a great idea.",TRUE
"100","Longboat Key pipe may have dumped 28 million gallons of sewage into Sarasota Bay . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1279248746904199168",2020-07-04 03:00:43,"4490624535","1279248746904199168","everyone","en",NA,"https://pbs.twimg.com/profile_images/757000433940373504/JVUkka2B_normal.jpg","Bradenton Beach, FL",FALSE,"Once your feet hit the beaches, you chart your own course. Rentals for your dream holiday on Anna Maria Island-365 days of Beautiful Sunshine! 289-660-2331",FALSE,"islandsunfla","Anna Maria Island Condo Rentals","2015-12-15T09:40:42.000Z","https://t.co/w8qynHfqGs","966880933054787584",0,0,0,0,0,1115,1057,24556,51,NA,"Longboat Key pipe may have dumped 28 million gallons of sewage into Sarasota Bay https://t.co/PYB8vh6IFC",FALSE
"101","@VernBuchanan Thank you for being on it.. ",FALSE,"1279403156481413120",2020-07-04 13:14:17,"428491070","1279076830197288961","everyone","en","20467163","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,FALSE,"",FALSE,"NeislerChris","Chris Neisler","2011-12-04T20:41:31.000Z",NA,NA,0,0,0,0,0,10,171,297,1,NA,"@VernBuchanan Thank you for being on it.",TRUE
"102","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1279406188795396104",2020-07-04 13:26:20,"1277077872696610818","1279406188795396104","everyone","en",NA,"https://pbs.twimg.com/profile_images/1277078198510063621/i9DZmcGy_normal.jpg",NA,FALSE,"Freethinker on Florida's wild west coast - floating between Gulf and Bay",FALSE,"ManateeMan7","ManateeMan","2020-06-28T03:14:54.000Z",NA,NA,9,0,0,0,0,3,117,102,0,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"103","@VernBuchanan Protect Sarasota yes. ",FALSE,"1279478645166399496",2020-07-04 18:14:15,"256876687","1279076830197288961","everyone","tl","20467163","https://pbs.twimg.com/profile_images/1701380995/nightlife2_normal.jpg","Sarasota, FL",FALSE,"Entrepreneur, Investor, Futures Trader, and all things creative. Lets Make It Happen.",FALSE,"Nightlifeafdrk","Nightlifeafterdark","2011-02-24T07:29:33.000Z",NA,NA,0,0,0,0,0,652,946,29486,16,NA,"@VernBuchanan Protect Sarasota yes",TRUE
"104","@VernBuchanan If your an old person who catches Corona Virus you almost certainly will die. The new Republican strategy is to just accept that. ""We need to live with that now"" say Republicans. 

Democrats don't accept that. Vote Republican at your own peril.

. https   www nbcnews com politics politics news we need live it white house readies new message nation n1232884",FALSE,"1279554488244805638",2020-07-04 23:15:37,"275249838","1279076830197288961","everyone","en","20467163","https://pbs.twimg.com/profile_images/1350501497679785985/7MkVoKIi_normal.jpg",NA,FALSE,"Defeat Trump insurrectionist Republicans in 2022.",FALSE,"Turn_em_out","Payback's a B","2011-03-31T22:42:20.000Z",NA,NA,0,0,0,0,0,440,3739,18619,10,NA,"@VernBuchanan If your an old person who catches Corona Virus you almost certainly will die. The new Republican strategy is to just accept that. ""We need to live with that now"" say Republicans. 

Democrats don't accept that. Vote Republican at your own peril.

https://t.co/qaqghqQ3sP",TRUE
"105","Hey @nikkifried why isn’t the governor talking about this &amp; why aren’t the people of #Florida made aware? #BreakingNews #FlaPol . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1279885234578903041",2020-07-05 21:09:53,"1605165282","1279885234578903041","everyone","en",NA,"https://pbs.twimg.com/profile_images/534106581789855744/Z4e6cEh5_normal.jpeg","Miami, FL",FALSE,"M.Ed. #Education Consultant #Speaker #studentsuccesscoach #collegeadmissions #Changemaker #Traveler #Writer inquries: info@educatesouthflorida.com",FALSE,"imchrispalacios","Chris Palacios","2013-07-19T05:52:15.000Z","https://t.co/lrnl6WYPYv",NA,0,0,0,0,0,923,1918,9253,41,NA,"Hey @nikkifried why isn’t the governor talking about this &amp; why aren’t the people of #Florida made aware? #BreakingNews #FlaPol https://t.co/0BHlkQ5sjB",FALSE
"106","Hey @andersoncooper @CNN @ChrisCuomo @donlemon please someone investigate this further!  #Florida. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1279885576339161088",2020-07-05 21:11:15,"1605165282","1279885576339161088","everyone","en",NA,"https://pbs.twimg.com/profile_images/534106581789855744/Z4e6cEh5_normal.jpeg","Miami, FL",FALSE,"M.Ed. #Education Consultant #Speaker #studentsuccesscoach #collegeadmissions #Changemaker #Traveler #Writer inquries: info@educatesouthflorida.com",FALSE,"imchrispalacios","Chris Palacios","2013-07-19T05:52:15.000Z","https://t.co/lrnl6WYPYv",NA,0,0,0,0,0,923,1918,9253,41,NA,"Hey @andersoncooper @CNN @ChrisCuomo @donlemon please someone investigate this further! https://t.co/0BHlkQ5sjB #Florida",FALSE
"107","Of course...of course.

It’s 2020 and this is Florida...

. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1280178064136290305",2020-07-06 16:33:29,"1510654326","1280178064136290305","everyone","en",NA,"https://pbs.twimg.com/profile_images/1617225984113090561/ZszeElc__normal.jpg","Mastodon = flexibility",FALSE,"Come and join me on a platform owned buy NO ONE. Find content without algorithms. Look for: @AbbyFla@sfba.social",FALSE,"ABBYinFLA","Abby Normal","2013-06-12T14:28:15.000Z","https://t.co/zmYHHIPzEX","1528418698301784065",9,3,11,0,0,68045,53995,42614,46,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868",FALSE
"108","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",TRUE,"1280178989575921664",2020-07-06 16:37:10,"3294291206","1280178989575921664","everyone","en",NA,"https://pbs.twimg.com/profile_images/625157987422871552/MsTKKIov_normal.jpg","New York, USA",FALSE,"humanist against patriarchy, iconoclast, poet, artist, writer, photographer, New Yorker, peace activist, former teacher",FALSE,"libbyliberalnyc","libbyliberal","2015-07-26T03:56:49.000Z",NA,"1321501673588772866",9,0,0,0,0,5715,6289,780059,181,NA,"RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868",FALSE
"109","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay",FALSE,"1280179171168260104",2020-07-06 16:37:53,"55816989","1280179171168260104","everyone","en",NA,"https://pbs.twimg.com/profile_images/1478449456873971713/Kkl3kbQ5_normal.jpg","New York",FALSE,"“It's time to build bridges & realize there's about to be a boot on all of our necks, regardless of what you think about vaccines, masks, etc.”. -Whitney Webb.",FALSE,"devinedianakin","Dee 🛑 Your Compliance is Fueling this Nightmare","2009-07-11T12:02:33.000Z","https://t.co/S7fz1foMlN","1608595103152480256",9,0,0,0,0,4073,1123,161577,62,NA,"RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868",FALSE
