"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","pinned_tweet_id","url","profile_image_url","verified","username","created_at.y","name","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","withheld.x_copyright","text_with_display_links","reply.to.thread.no.term"
"519","RT @Democracy_Spot: 📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toilet) wastewater. It's much, much worse. . https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point",NA,FALSE,2021-04-05 00:31:55,"everyone","1378867963239956480","922494634307215362","en","1378867963239956480",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1496851035586846725/sqhHOGzl_normal.jpg",FALSE,"MarthaLarive","2017-10-23T16:07:14.000Z","Martha Larive 💉💉💉💉","Retired professor and nurse. Resister.
No DM's.","Tucson, AZ",6,0,0,0,0,2712,4685,71205,1,NA,NA,"RT @Democracy_Spot: 📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toilet) wastewater. It's much, much worse. https://t.co/PcPvtTKhly",FALSE
"520","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:32:25,"everyone","1378868088452624386","26773353","en","1378868088452624386",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1415356245654085638/WVGewECS_normal.jpg",FALSE,"mortgageconsult","2009-03-26T15:27:36.000Z","Pam #Truth #MaskUpSTILL","SocialConscience;Truth;BrothersKeeper;SavePlanet/Equality JOIN ME inCivil Discourse/HumanRights RT=Noteworthy/ Mum to 3 Strong Women;Gran to 1/NO DM/ VAXXED"," USA",326,0,0,0,0,12974,14070,489557,228,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"521","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:35:38,"everyone","1378868900083941379","879739719592103938","en","1378868900083941379",FALSE,"1009808446588358656",NA,"https://pbs.twimg.com/profile_images/968844367409700865/UmdE37Af_normal.jpg",FALSE,"Barryhallphd","2017-06-27T16:34:28.000Z","Barry","","Boca Ciega, FL",326,0,0,0,0,2733,4813,382806,4,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"522","@typo_cat A state that continually elects climate denying profit oriented ""Christian"" bigots gets what they deserve.
See: Texas. ","4909522369",FALSE,2021-04-05 00:36:06,"everyone","1378811444502822914","789110278881419272","en","1378869016165560321",FALSE,"1612652463705788416",NA,"https://pbs.twimg.com/profile_images/1640666746062352385/9jyb8t6o_normal.jpg",FALSE,"kenpgh","2016-10-20T14:25:26.000Z","Ken AKA Don't call me Indicated","Born and raised in the Burgh. Old and kinda bitter.
Get me mad and I'll make fun of you.
insurrectionists need not apply",NA,0,0,1,0,0,3855,3947,60038,8,NA,NA,"@typo_cat A state that continually elects climate denying profit oriented ""Christian"" bigots gets what they deserve.
See: Texas",TRUE
"523","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:36:15,"everyone","1378869056888012801","339401811","en","1378869056888012801",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1496693139486265344/CUTgz9rd_normal.jpg",FALSE,"MJqqq","2011-07-21T01:49:45.000Z","mj","Remember: 8 senators & 139 reps voted to overturn our democracy.  
Imprison traitors, seditionists, insurrectionists.
Stand with Ukraine","NewYork",326,0,0,0,0,611,853,85442,47,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"524","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:36:18,"everyone","1378869068023783425","421616276","en","1378869068023783425",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1591870928870248448/FhmefPAZ_normal.jpg",FALSE,"beatlebabe49","2011-11-26T05:13:37.000Z","Sue 💙🌎🇺🇸☮️","Liberal, Proud Progressive Democrat!! Go ACA! #ImWithHer #NeverTrump #Resistance 🌊 #VoteBlueNoMatterWho #BlackLivesMatter #BidenHarris2020","Garden Grove, CA",326,0,0,0,0,4234,4997,342010,169,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"525","@cherylc41 @FriendEden100 😞. ","848274326407311361",FALSE,2021-04-05 00:38:09,"everyone","1378827736731557888","1168291616941117440","qme","1378869531192532995",FALSE,"1383034935318081543",NA,"https://pbs.twimg.com/profile_images/1417157494271619081/gRSM5P-g_normal.jpg",FALSE,"Standswithfist","2019-09-01T22:37:18.000Z","Standswithfist","","Philadelphia",0,0,1,0,0,193,202,5199,0,NA,NA,"@cherylc41 @FriendEden100 😞",TRUE
"526","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:39:16,"everyone","1378869814123507716","1220532323969642496","en","1378869814123507716",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1404051191768694784/iPnXI7LR_normal.jpg",FALSE,"NancyBi43927029","2020-01-24T02:23:10.000Z","Nancy Bird 🌻💙☮️ 🌊","🇺🇸God, Country, Family Anti-Fascist Cherokee Pro Vaccination I Block All DM 🌊🌊🌊🌊🌊","USA",326,0,0,0,0,2973,2212,198154,11,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"527","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:43:29,"everyone","1378870876880396291","505218318","en","1378870876880396291",FALSE,"1414011400561774597","https://t.co/cGmcpLaw4t","https://pbs.twimg.com/profile_images/784895560201412609/WjzoU-TP_normal.jpg",FALSE,"Jdd100Jec","2012-02-27T01:01:43.000Z","life throws you curves that suck #JB17","played hockey, crewed for a race team, owned a buss. lost everything i had when i got sick 
miss my sister mom and dad 
cash app. $crzysht10
#cancersucks","Florida, USA",326,0,0,0,0,501,817,143506,69,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"528","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:43:32,"everyone","1378870888616099841","1395062400","en","1378870888616099841",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1540454462417936384/a48Bwjqf_normal.jpg",FALSE,"feministcanuck","2013-05-01T17:01:25.000Z","Feminist With an Agenda - Equality For All","Revolutionary at heart! Settler; fierce feminist taking on misogyny, racism, alt right & climate change in Canada; free spirited nurse & mom","Halifax, Nova Scotia",326,0,0,0,0,2107,3213,28679,14,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"529","@FriendEden100 he's murdering the people of florida may as well murder the wildlife too!
gov death sentence. ","3241707920",FALSE,2021-04-05 00:45:30,"everyone","1378827736731557888","505218318","en","1378871383690731521",FALSE,"1414011400561774597","https://t.co/cGmcpLaw4t","https://pbs.twimg.com/profile_images/784895560201412609/WjzoU-TP_normal.jpg",FALSE,"Jdd100Jec","2012-02-27T01:01:43.000Z","life throws you curves that suck #JB17","played hockey, crewed for a race team, owned a buss. lost everything i had when i got sick 
miss my sister mom and dad 
cash app. $crzysht10
#cancersucks","Florida, USA",0,1,1,0,0,499,828,145445,68,NA,NA,"@FriendEden100 he's murdering the people of florida may as well murder the wildlife too!
gov death sentence",TRUE
"530","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:47:03,"everyone","1378871774788644866","1477464452","en","1378871774788644866",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/416359896209031168/czPi3T3I_normal.jpeg",FALSE,"feldgrazian","2013-06-02T14:40:39.000Z","celeste machristie","",NA,326,0,0,0,0,317,1060,8138,1,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"531","@vegix @FriendEden100 @MimiTexasAngel You're exactly right!. ","168321389",FALSE,2021-04-05 00:54:46,"everyone","1378827736731557888","1194016193193091072","en","1378873716524920833",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1194041000366366720/cvSUcqL3_normal.jpg",FALSE,"WondererCurious","2019-11-11T22:18:54.000Z","The Missing piece","I live because I dream. I dream because I live. If you want to live, try dreaming!","USA",0,0,1,0,0,261,653,41608,3,NA,NA,"@vegix @FriendEden100 @MimiTexasAngel You're exactly right!",TRUE
"532","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 00:57:14,"everyone","1378874334815588353","900155522078437376","en","1378874334815588353",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1498632157023154179/bwUcnKRF_normal.jpg",FALSE,"MarciaD9999","2017-08-23T00:39:35.000Z","Marcia Davis","Optimistic pagan minded Earth inhabitant.  Environment is everything
SOS","Earth",326,0,0,0,0,4684,5183,76884,10,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"533","@Justano79619615 @FriendEden100 So FL's idiot governor is going to share this mess with the rest of the states along on the gulf and eventually push it out to the rest of the world?  This is not okay.. ","1300234806916251648",FALSE,2021-04-05 00:59:08,"everyone","1378827736731557888","1271949400462495754","en","1378874813012455427",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1323811810210885633/dh2QqBcT_normal.jpg",FALSE,"MsJ32492206","2020-06-13T23:36:12.000Z","Ms. Joanna. ♏🌎🌊 🇺🇦🇺🇦🇺🇦","NO UNSOLICTED DM'S. 🌊 🌊 Antifascist, Antiracist, #RESISTANCE, #BLM  Fully Pfizerized,","Houston, TX ",0,2,4,0,0,732,918,11330,2,NA,NA,"@Justano79619615 @FriendEden100 So FL's idiot governor is going to share this mess with the rest of the states along on the gulf and eventually push it out to the rest of the world?  This is not okay.",TRUE
"534","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:03:12,"everyone","1378875837844426752","2301628435","en","1378875837844426752",FALSE,"1555715594221125633",NA,"https://pbs.twimg.com/profile_images/1082078140258750464/sUxWrg6J_normal.jpg",FALSE,"AviFlyGirl","2014-01-20T15:56:45.000Z","Amelia Have❤️Heart","Scientist & Nature Lover.
🌊⚖️☮️🌈🏞️#FlipSCBlue
#SCResistanceRoom Lead.
Followed by @Rosie @RoArquette @MorgFair @NancySinatra @JohnPavlovitz & @HarrisonJaime!",NA,326,0,0,0,0,75504,81323,431097,73,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"535","@FriendEden100 @GOP the party of idiots and grifters. ","3241707920",FALSE,2021-04-05 01:06:03,"everyone","1378827736731557888","24231896","en","1378876553782816768",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/828336072870522881/uevCZ_EU_normal.jpg",FALSE,"PizzaLover72","2009-03-13T19:17:28.000Z","🇺🇸🇺🇸 OrangeNation 🇺🇸🇺🇸","family, friends, music, food (especially pizza), Syracuse","NY",0,0,0,0,0,150,813,6609,3,NA,NA,"@FriendEden100 @GOP the party of idiots and grifters",TRUE
"536","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:06:36,"everyone","1378876694438629376","827823232153636864","en","1378876694438629376",FALSE,"1399302393624367109",NA,"https://pbs.twimg.com/profile_images/827989566577528833/8x_l-ljP_normal.jpg",FALSE,"KellieAnnOxford","2017-02-04T10:16:53.000Z","💕Miss🦄Kellie👄Anne💅Oxford💕","🐨HiAussieMum🎡3FantasticKids🍭LoveCreating Gaming👩‍🎓Studying👩‍🎨3Design👠Building Business💄Own Brand👩‍💻BabyGirl🎀LoveDaddy🔮3DX⭐️Imvu👗MakingHappiness🎧","🦋Sydney, New South Wales🦋",326,0,0,0,0,2078,5004,76786,11,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"537","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:13:29,"everyone","1378878423712534531","2416542948","en","1378878423712534531",FALSE,"1201207796005519362",NA,"https://pbs.twimg.com/profile_images/1190613560570908674/5BRIcceA_normal.jpg",FALSE,"abcdfgehi","2014-03-28T22:36:07.000Z","light switches are like glasses for your eyes","fucking hell","aliveish",326,0,0,0,0,502,1440,136077,3,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"538","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:14:24,"everyone","1378878657511456768","800512223185543169","en","1378878657511456768",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1350083724487102465/l3BJNfv9_normal.jpg",FALSE,"miksha01","2016-11-21T01:32:41.000Z","ShaR RN 🇺🇸🌊","I ignore all trolls so don’t bother wasting ur time waiting 4 a reply 2 your self determined brilliant comments. Bless your heart",NA,326,0,0,0,0,1441,2757,22016,1,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"539","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:14:51,"everyone","1378878770749173763","924409957759328257","en","1378878770749173763",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1498489362748624897/f76IK46r_normal.jpg",FALSE,"heider_rochelle","2017-10-28T22:58:03.000Z","Rochelle Heider","Wife, Mom, Grandmother. Can't stand Trump and everything he stands for!🌊✌","Washington, PA",326,0,0,0,0,1615,2539,87642,1,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"540","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:21:33,"everyone","1378880453424320519","1163894813739147271","en","1378880453424320519",FALSE,"1524497411124699139",NA,"https://pbs.twimg.com/profile_images/1606132361753681922/8mJa_sUO_normal.jpg",FALSE,"snooziepoop","2019-08-20T19:25:38.000Z","Alexander","Because such a thing could have happened to any man, but not every man could have borne it without pain.",NA,326,0,0,0,0,29,106,324,0,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"541","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:22:10,"everyone","1378880611742580736","2601684668","en","1378880611742580736",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1395396567205613574/5s_aBL9b_normal.jpg",FALSE,"janev58","2014-07-03T13:40:20.000Z","XenaWarriorPrincess","Retired Executive. We MUST come out blazing in 2022! Forget negotiating with GOP. We cannot squander this critical opportunity!!            #Resist #BLM",NA,326,0,0,0,0,549,516,28758,1,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"542","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:25:30,"everyone","1378881447524700161","3263253388","en","1378881447524700161",FALSE,"643477144820154370","https://t.co/YSsGrMlTV3","https://pbs.twimg.com/profile_images/669193822472167424/zLJ50BK4_normal.jpg",FALSE,"meNabster","2015-05-16T19:34:57.000Z","theNabster #Doom #Gloom 🔥☠️","I nab the guilty who lurk in darkness of inequity & injustice.
Sister account to @inabster in case @Twitter bans it.
Favours Principled Constitutional Monarchy.","London, England",326,0,0,0,0,29835,32619,1091158,592,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"543","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:26:12,"everyone","1378881624268537863","276315896","en","1378881624268537863",FALSE,NA,"https://t.co/YOdI9c6qRf","https://pbs.twimg.com/profile_images/1615900207031455745/nyu-RR18_normal.jpg",FALSE,"AbrahamUV2","2011-04-03T03:24:53.000Z","Abraham","En alguna de esas noches sórdidas perdí lo marginal.
Obrero, 
44.
Vagabundo emocional, 
extraviado de las artes desde el 2011. 
Adicto a casi todo.","Estado de Ebriedad.",326,0,0,0,0,740,733,35809,23,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"544","@FriendEden100 It's about destroying all but a sliver of the world.  The sliver that they will use to survive whilst the rest of us suffocate. The chosen.. ","3241707920",FALSE,2021-04-05 01:26:53,"everyone","1378827736731557888","823678713401376768","en","1378881796083974146",FALSE,"1348348917365272577",NA,"https://pbs.twimg.com/profile_images/1594382927718146051/fMhI6xC8_normal.jpg",FALSE,"ballas_mitchell","2017-01-23T23:48:03.000Z","Mitchell Go Jack go!!🇺🇦","Let the prosecution of seditious traitors begin!","United States",1,1,8,1,0,488,655,53683,5,NA,NA,"@FriendEden100 It's about destroying all but a sliver of the world.  The sliver that they will use to survive whilst the rest of us suffocate. The chosen.",TRUE
"545","@Justano79619615 @FriendEden100 They warned three times last year there were leaks found in the liner. They foresaw, just didn't move on it in time. Either way, all this could have been prevented.. ","1300234806916251648",FALSE,2021-04-05 01:27:37,"everyone","1378827736731557888","46847766","en","1378881982764089350",FALSE,NA,"https://t.co/NtAZuDtlVR","https://pbs.twimg.com/profile_images/617115755247738880/fUoVXO0i_normal.jpg",FALSE,"PaperbackStash","2009-06-13T07:29:36.000Z","Erin @PaperbackStash","Reader - I talk books & read-a-thons. Lover of weekends. I'm Paperbackstash on Instagram, Youtube, and GR: https://t.co/8Zi2cwKN6t. Not open to review requests","Central Florida",0,1,5,0,0,821,1121,13357,33,NA,NA,"@Justano79619615 @FriendEden100 They warned three times last year there were leaks found in the liner. They foresaw, just didn't move on it in time. Either way, all this could have been prevented.",TRUE
"546","@MsJ32492206 @Justano79619615 @FriendEden100 Yes, my mother mentioned that about Mississippi. Will the water push it  up to other state borders?. ","1271949400462495754",FALSE,2021-04-05 01:27:58,"everyone","1378827736731557888","46847766","en","1378882069053464578",FALSE,NA,"https://t.co/NtAZuDtlVR","https://pbs.twimg.com/profile_images/617115755247738880/fUoVXO0i_normal.jpg",FALSE,"PaperbackStash","2009-06-13T07:29:36.000Z","Erin @PaperbackStash","Reader - I talk books & read-a-thons. Lover of weekends. I'm Paperbackstash on Instagram, Youtube, and GR: https://t.co/8Zi2cwKN6t. Not open to review requests","Central Florida",0,1,1,0,0,821,1121,13357,33,NA,NA,"@MsJ32492206 @Justano79619615 @FriendEden100 Yes, my mother mentioned that about Mississippi. Will the water push it  up to other state borders?",TRUE
"547","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 01:28:14,"everyone","1378882137105920003","1235613763320991744","en","1378882137105920003",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1598114488934596608/P-ALh-7H_normal.jpg",FALSE,"Dodgers71467","2020-03-05T17:11:05.000Z","dodgers","#Lakers #Good conversation #History Buff #Ocean #Dog Owner two adopted dogs",NA,326,0,0,0,0,1594,1806,30878,1,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
