"","text","conversation_id","lang","possibly_sensitive","created_at.x","author_id","reply_settings","id","profile_image_url","url","name","username","location","created_at.y","verified","protected","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"85","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848879870685655414","en",FALSE,2024-10-23 00:11:26,"1263429449636286464","everyone","1848879870685655414","https://pbs.twimg.com/profile_images/1263429920585330690/qGW2nWV3_normal.jpg",NA,"Mary-Ann LeSieur","LesieurMare",NA,"2020-05-21T11:20:40.000Z",FALSE,FALSE,"",NA,7,0,0,0,0,0,397,1225,28687,0,48181,NA,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE,NA
"86","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848863403017965662","en",FALSE,2024-10-22 23:06:00,"1096054052","everyone","1848863403017965662","https://pbs.twimg.com/profile_images/1347901696043835400/wL6UrHCj_normal.jpg",NA,"Deezee","Myowntruth32","Jesus is Coming","2013-01-16T18:57:57.000Z",FALSE,FALSE,"⛈🔥🌬️🌊",NA,7,0,0,0,0,0,514,1259,42277,0,46626,NA,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE,NA
"87","RT @FloridaPoison: The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1848862397202636862 video 1","1848863334998941823","en",FALSE,2024-10-22 23:05:43,"1096054052","everyone","1848863334998941823","https://pbs.twimg.com/profile_images/1347901696043835400/wL6UrHCj_normal.jpg",NA,"Deezee","Myowntruth32","Jesus is Coming","2013-01-16T18:57:57.000Z",FALSE,FALSE,"⛈🔥🌬️🌊",NA,1,0,0,0,0,0,514,1259,42277,0,46626,NA,"RT @FloridaPoison: The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/ehcKugBmkk",NA,FALSE,NA
"88","The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1848862397202636862 video 1","1848862397202636862","en",FALSE,2024-10-22 23:02:00,"236390420","everyone","1848862397202636862","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FL Poison Control","FloridaPoison","Florida, USA","2011-01-10T13:44:51.000Z",FALSE,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,1,0,0,0,0,105,1211,429,10166,21,2582,NA,"The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/ehcKugBmkk",NA,FALSE,NA
"89","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848857206852362651","en",FALSE,2024-10-22 22:41:22,"24329569","everyone","1848857206852362651","https://pbs.twimg.com/profile_images/452538699280965632/fq7L70qj_normal.jpeg",NA,"Sean Kernick","djradar","Fayetteville, AR","2009-03-14T04:36:08.000Z",FALSE,FALSE,"",NA,7,0,0,0,0,0,1108,1297,701662,72,683,NA,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE,NA
"90","RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848855116352479288","en",FALSE,2024-10-22 22:33:04,"1593498485940158465","everyone","1848855116352479288","https://pbs.twimg.com/profile_images/1824621517348458497/wJA6QJcN_normal.jpg",NA,"Copenhagen King","Beachbum_King",NA,"2022-11-18T06:57:30.000Z",FALSE,FALSE,"certified Beach bum and 100% Jacksonville Jaguars Dallas Cowboys and Texas Longhorns Fan",NA,7,0,0,0,0,0,668,1537,43597,0,20913,NA,"RT @weatherchannel: In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE,NA
"91","In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848854347045843045","en",FALSE,2024-10-22 22:30:01,"20998647","everyone","1848854347045843045","https://pbs.twimg.com/profile_images/1630568271668813824/1Ja_AhCm_normal.jpg","https://t.co/RTxQjyP6zm","The Weather Channel","weatherchannel","Atlanta, GA","2009-02-16T16:21:12.000Z",TRUE,FALSE,"The World's Leading Weather Provider. Home to The Weather Channel app, https://t.co/arXumily0e, and TV network. Follow for forecasts, news, and alerts. #Beaforceofnature","1846602263038443789",7,2,34,0,3,27797,5090363,4572,138204,17079,27342,NA,"In the wake of Helene and Milton, red tide is looming off Florida's west coast. Here's what you should know about this rising threat: https://t.co/8Doj4EQZ0y",NA,FALSE,NA
"92","@lesleyabravanel nice work, DeSantis

how's pollution control going around Florida under Republican rule","1848805559237050841","en",FALSE,2024-10-22 21:12:40,"1309262172728553474","everyone","1848834883373961640","https://pbs.twimg.com/profile_images/1309262603412275203/oWydM6fS_normal.jpg",NA,"DocBass","DocBass4","where i don't chat much on DM","2020-09-24T22:44:06.000Z",FALSE,FALSE,"I am an INTROVERT - so, with apologies, i don't chat one-on-one on DM

ol' cranky hippy, retired college prof, progressive

equality, integrity","1309558717709508608",0,0,0,0,0,4,10374,11062,122788,33,366077,NA,NA,"27943005",TRUE,NA
"93","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848828400405721147","en",FALSE,2024-10-22 20:46:54,"3224451066","everyone","1848828400405721147","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"jersey shore girl","maobbeau","Sarasota, FL","2015-05-23T18:20:27.000Z",FALSE,FALSE,"Retired CTE administrator, urban school district. Grandmother of 8, set of triplets. Sick of a bunch of old white men running this country. Past time for change",NA,17,0,0,0,0,0,389,998,8402,1,259496,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"94","@lesleyabravanel How's it looking?  I was in town a couple of weeks ago, and the ads were non-stop!","1848805559237050841","en",FALSE,2024-10-22 20:22:35,"301854647","everyone","1848822277313597592","https://pbs.twimg.com/profile_images/1645219263509065731/oSeh-XB7_normal.jpg","https://t.co/rL6SYnNTnQ","Mike Brady 2.0 🇺🇸","Not_Mike_Brady","Planet Earth","2011-05-20T05:32:15.000Z",FALSE,FALSE,"🌟 Writer on topical events: politics, GenX, tweens, and culture. Sharing insights and sparking conversations on what's trending. #CurrentEvents #Culture #GenX",NA,0,0,0,0,0,3,4632,4028,16786,20,31003,NA,NA,"27943005",TRUE,NA
"95","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848819029265248683","en",FALSE,2024-10-22 20:09:40,"253106377","everyone","1848819029265248683","https://pbs.twimg.com/profile_images/490210542745686016/sljEO5Pz_normal.jpeg",NA,"CynicalVisionary","CynicalVision50","EARTH","2011-02-16T15:30:26.000Z",FALSE,FALSE,"The DEA WarOnDrugs IS *The OpioidCrisis* PrescriptionPainMeds Were NEVER The Crisis *10 Million Suffer as The DEA BAN MFG CII-Opiate PainMeds🧛‍♂️100,000Yr DEAd","1600862361128259584",17,0,0,0,0,0,3945,4499,935464,68,62569,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"96","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848817367117136083","en",FALSE,2024-10-22 20:03:04,"1325133163329417216","everyone","1848817367117136083","https://pbs.twimg.com/profile_images/1328716519593947136/xGfjgAYU_normal.jpg",NA,"Silverfox","Silverf40414185",NA,"2020-11-07T17:49:51.000Z",FALSE,FALSE,"I'm also on reddit.https://t.co/Bk8iKAw8VR
No DMs.",NA,17,0,0,0,0,0,789,618,50375,1,53725,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"97","This is the first confirmed report of red tide since last year. A plume had been spotted by satellite photo during the past week. . https   health wusf usf edu health news florida 2024 10 21 red tide is confirmed in the gulf off the pinellas county coast","1848816598871679464","en",FALSE,2024-10-22 20:00:01,"20798645","everyone","1848816598871679464","https://pbs.twimg.com/profile_images/2626960293/xmwpbvpgbv34f2krgmvb_normal.jpeg","https://t.co/EXlbTcb8Uq","Health News Florida","HealthNewsFL","Tampa, FL","2009-02-13T19:36:57.000Z",FALSE,FALSE,"Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",NA,0,0,0,0,0,44,6662,4055,30069,274,68,NA,"This is the first confirmed report of red tide since last year. A plume had been spotted by satellite photo during the past week. https://t.co/yhrEczQiPL",NA,FALSE,NA
"98","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848815564757864861","en",FALSE,2024-10-22 19:55:54,"1019728915156295680","everyone","1848815564757864861","https://pbs.twimg.com/profile_images/1810404492724064257/vBS2stn4_normal.jpg",NA,"Doug Foley","DougFoley6","Colorado ","2018-07-18T23:41:33.000Z",FALSE,FALSE,",la 
#ISeeAFuture 
Slava Ukraini 🇺🇦 
 #HarrisWalz2024","1850234245224280469",17,0,0,0,0,0,2006,4149,182357,4,617629,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"99","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848814690647859692","en",FALSE,2024-10-22 19:52:26,"810669426186010624","everyone","1848814690647859692","https://pbs.twimg.com/profile_images/1645185681994514432/mwYhG5lc_normal.jpg",NA,"Peter Fitch","PeterGFitch1","Lake Worth, FL","2016-12-19T02:13:47.000Z",FALSE,FALSE,"Born and bred progressive Hoosier.  Living in Florida 20 years hasn’t changed that.  Big fan of Chicago and the Twin Cities.  No DMs please.",NA,17,0,0,0,0,0,860,735,63615,0,42534,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"100","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848813567547412651","en",FALSE,2024-10-22 19:47:58,"32646705","everyone","1848813567547412651","https://pbs.twimg.com/profile_images/1035196258028322816/ioAZLR_O_normal.jpg",NA,"patricia","pmccy",NA,"2009-04-17T23:06:36.000Z",FALSE,FALSE,"",NA,17,0,0,0,0,0,1443,1105,403305,217,11073,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"101","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848812812883149173","en",FALSE,2024-10-22 19:44:58,"1158932056338030592","everyone","1848812812883149173","https://pbs.twimg.com/profile_images/1267819452789219328/cKqekBwS_normal.jpg",NA,"Sch53","Sch531","Atlanta, GA","2019-08-07T02:45:08.000Z",FALSE,FALSE,"Boyz Just Want to Have Fun",NA,17,0,0,0,0,0,1161,1269,451805,4,455021,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"102","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848811841243238809","en",FALSE,2024-10-22 19:41:06,"822834565827936256","everyone","1848811841243238809","https://pbs.twimg.com/profile_images/1431681144798461953/BgVOxUsl_normal.jpg",NA,"Jessica Skywalker","JessResist",NA,"2017-01-21T15:53:42.000Z",FALSE,FALSE,"",NA,17,0,0,0,0,0,592,934,139331,3,340593,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"103","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848811622552502346","en",FALSE,2024-10-22 19:40:14,"154972344","everyone","1848811622552502346","https://pbs.twimg.com/profile_images/1060191039573688321/j3HiURSC_normal.jpg",NA,"lmenz","l_menz",NA,"2010-06-12T19:02:05.000Z",FALSE,FALSE,"wife, mom, runner, baker, over-thinker. #ThankYouTG and what is goalie interference?","1413133126188994572",17,0,0,0,0,0,1421,5425,160647,4,322298,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"104","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848810829430292766","en",FALSE,2024-10-22 19:37:05,"817476970544005120","everyone","1848810829430292766","https://pbs.twimg.com/profile_images/1815394630445260800/qowPuha9_normal.jpg",NA,"#FloridaIsProject2025","SuzeSoFlo","Gunshine State & NC mountains","2017-01-06T21:04:32.000Z",FALSE,FALSE,"protect the Environment and our Democracy!! Fascism is thriving in FL. GOP has killed FL! Cancer patient & survivor. find me on Bluesky @SuzeSoFlo","1390087486236504068",17,0,0,0,0,0,3219,3828,51871,12,126274,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"105","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848809841608835476","en",FALSE,2024-10-22 19:33:10,"1302593192878055424","everyone","1848809841608835476","https://pbs.twimg.com/profile_images/1302593714276229121/KSesgOH1_normal.jpg",NA,"Vincent1958 #YesWeKam","Vincent19762","Connecticut, USA","2020-09-06T13:04:02.000Z",FALSE,FALSE,"#YesWeKam Ridin’ with Kamala! Retired USAF officer (10y To E-6 and 7y to O2E) who retired to teach middle school science. I retired just in time (2019).",NA,17,0,0,0,0,0,681,545,95254,3,144953,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"106","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848809658116386840","en",FALSE,2024-10-22 19:32:26,"1081142941584932864","everyone","1848809658116386840","https://pbs.twimg.com/profile_images/1081262325108273152/vukzo-az_normal.jpg",NA,"Tom Jordan","realTomJordan61",NA,"2019-01-04T10:58:58.000Z",FALSE,FALSE,"Basketball Humanitarian R&B/Soul Movies Art Politics History Science News JUST WANT TO BE ENTERTAINED AND TO LAUGH!!",NA,17,0,0,0,0,0,1360,389,30413,9,22751,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"107","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848808502401110138","en",FALSE,2024-10-22 19:27:50,"101595140","everyone","1848808502401110138","https://pbs.twimg.com/profile_images/1183552220228395008/D4HjK2da_normal.jpg",NA,"Lorenzo Rosenberg","LRosenberg3","Cape Coral, FL.","2010-01-03T23:01:21.000Z",FALSE,FALSE,"Obsessed with news of ousting the Cheeto Bandito.",NA,17,0,0,0,0,0,486,1025,41878,1,63043,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"108","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848808370834190603","en",FALSE,2024-10-22 19:27:19,"976562504280301569","everyone","1848808370834190603","https://pbs.twimg.com/profile_images/1061118238640214016/1UgSpM_v_normal.jpg",NA,"🍑2cannan🍑","2cannan1","North Carolina, USA","2018-03-21T20:53:39.000Z",FALSE,FALSE,"Lifelong liberal Democrat","1166077817383247879",17,0,0,0,0,0,6542,6950,154783,3,722317,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"109","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848807873536577806","en",FALSE,2024-10-22 19:25:20,"1803253586995933185","everyone","1848807873536577806","https://pbs.twimg.com/profile_images/1803254225561923584/tDCNAaYb_normal.jpg",NA,"Nathan Turner","Turn720Nathan","New Jersey, USA","2024-06-19T02:30:18.000Z",FALSE,FALSE,"Trump is a monster of wickedness, insatiable in his lust for power, plunder & revenge. I block MAGA dumbfucks & delete all DMs #TrumpisHitler #HarrisWalz","1847605942801879461",17,0,0,0,0,0,1017,2267,31218,0,29189,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"110","RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848806851946717238","en",FALSE,2024-10-22 19:21:17,"360900578","everyone","1848806851946717238","https://pbs.twimg.com/profile_images/1439289131016859648/ifx1-UmK_normal.jpg",NA,"Mima 🆘️| Free Palestine","AngryGhostLady","The remains of Panama City, FL","2011-08-23T23:07:19.000Z",FALSE,FALSE,"Mass sustained protests ASAP. Fuck civility, they are trying to enslave and kill us.","1848593555922546726",17,0,0,0,0,0,1260,1158,78014,2,90711,NA,"RT @lesleyabravanel: Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"111","Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. . https   weather com science environment video florida red tide tampa bay pinellas beaches 0","1848805559237050841","en",FALSE,2024-10-22 19:16:09,"27943005","everyone","1848805559237050841","https://pbs.twimg.com/profile_images/1819537790276657152/IWIxSURn_normal.jpg",NA,"Lesley Abravanel 🪩","lesleyabravanel","DeSantistan ","2009-03-31T19:34:24.000Z",FALSE,FALSE,"Disco-loving, fascism fighting scribe, game show champ, yenta, wife, twin mama, hot sauce collector, Bloody Mary maven, word nerd, & says @NYPost, savvy gadfly.","1610358134010159104",17,2,34,0,0,423,76445,59027,235786,785,176477,NA,"Red Tide Looms Off Florida West Coast. Let's send that shiz off along with Red Tide Rick Scott. Vote for Debbie Mucarsel-Powell to change the tides in Florida that have been so spoiled by 30  years of Republican wreckage. https://t.co/FePNI6RPan",NA,FALSE,NA
"112","The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1848756701245165838 video 1","1848756701245165838","en",FALSE,2024-10-22 16:02:00,"236390420","everyone","1848756701245165838","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FL Poison Control","FloridaPoison","Florida, USA","2011-01-10T13:44:51.000Z",FALSE,FALSE,"Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,0,0,0,0,0,67,1211,429,10146,21,2582,NA,"The red tide organism, Karenia brevis, was detected at background to very low concentrations in 5 samples in Pinellas and Manatee Counties. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/UKoa1rNgHy",NA,FALSE,NA
"113","State environmental officials say they are working closely with researchers from #USF College of #MarineScience and @NOAA to monitor those patches. . https   www wusf org environment 2024 10 19 red tide is confirmed off the pinellas gulf coast","1848694645825671209","en",FALSE,2024-10-22 11:55:25,"778876070","everyone","1848694645825671209","https://pbs.twimg.com/profile_images/1125455746223759360/_hNYdcoQ_normal.jpg","https://t.co/OPCoji0JUA","USF Marine Science","USFCMS","St. Petersburg, FL","2012-08-24T20:03:27.000Z",FALSE,FALSE,"The College of Marine Science (CMS) at USF St. Petersburg is a leading graduate and research institute. We are experts in all things ocean. #usfcms",NA,0,0,0,0,0,61,2666,1200,5542,52,5049,NA,"State environmental officials say they are working closely with researchers from #USF College of #MarineScience and @NOAA to monitor those patches. https://t.co/zZQKBrjuVb",NA,FALSE,NA
"114","RT @eafitz343: As of October 19, 2024, red tide was confirmed off the coast of Florida's Pinellas Gulf, with high concentrations of the irritant 15 miles west of Clearwater.

. https   www usnews com news news articles 2024 10 17 what to know about red tide after floridas back to back hurricanes","1848693222232502594","en",FALSE,2024-10-22 11:49:45,"1223730677365006337","everyone","1848693222232502594","https://pbs.twimg.com/profile_images/1252031453791223809/PnZguL0p_normal.jpg",NA,"Cindy Sanders","sanders_cindy","United States","2020-02-01T22:11:55.000Z",FALSE,FALSE,"🌊🌊🌊🌕🌏💙☮️
Time to be serious and stop the Orange Turd from getting close to the WH ever again. Stop MAGA hatred. Love our Planet, Animals rule Block Magets",NA,1,0,0,0,0,0,5761,5884,238240,3,457510,NA,"RT @eafitz343: As of October 19, 2024, red tide was confirmed off the coast of Florida's Pinellas Gulf, with high concentrations of the irritant 15 miles west of Clearwater.

https://t.co/cu1hfEiFdK",NA,FALSE,NA
