"","text","conversation_id","reply_settings","created_at.x","possibly_sensitive","id","author_id","lang","in_reply_to_user_id","profile_image_url","description","name","username","created_at.y","protected","verified","pinned_tweet_id","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","text_with_display_links","reply.to.thread.no.term"
"33","I am really getting sick and tired of all the destruction that continues to happen to the Gulf....it's just unbelievable how our government allows this...time... . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1078071959936733184","everyone",2018-12-26 23:35:59,FALSE,"1078071959936733184","835846172","en",NA,"https://pbs.twimg.com/profile_images/887528986397597697/qXPv1-85_normal.jpg","Own & operate a kayak fishing/eco tour biz in SWFL.  Fishing, writing, living the dream, and sharing it with as many as I can is what I do! :-)","Carmen's Kayaks","carmenskayaks","2012-09-20T15:55:15.000Z",FALSE,FALSE,"1417568199059644417","Matlacha, FL",0,0,0,0,0,NA,720,800,4323,26,"http://t.co/B54ZbhD2BG","I am really getting sick and tired of all the destruction that continues to happen to the Gulf....it's just unbelievable how our government allows this...time... https://t.co/ft0cDbfZiQ",FALSE
"34","""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1078289407055147008","everyone",2018-12-27 14:00:02,FALSE,"1078289407055147008","716472581625282560","en",NA,"https://pbs.twimg.com/profile_images/889557316533706752/h7grxDfc_normal.jpg","Spreading awareness about the environmental devastation our beautiful state is currently suffering, especially to our most precious resource: water.","🌊Florida Waters💦","SaveFLWatersNow","2016-04-03T03:49:09.000Z",FALSE,FALSE,"903814489858035716","Florida, USA",1,0,0,0,0,NA,560,246,7676,29,"https://t.co/OaReLQmfJ8","""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" https://t.co/1ZNiRmu4M4",FALSE
"35","RT @SaveFLWatersNow: ""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1078290663240855557","everyone",2018-12-27 14:05:02,FALSE,"1078290663240855557","3177166981","en",NA,"https://pbs.twimg.com/profile_images/592459471621738497/YOqaJjjb_normal.jpg","South Florida Trending - Covering what's going on online here in Palm Beach, Broward, Miami-Dade & The Keys #southflorida #trending #news","South Florida Trending","SoFlTrending","2015-04-26T22:35:14.000Z",FALSE,FALSE,NA,"West Palm Beach, FL",1,0,0,0,0,NA,2675,2300,11596,207,"https://t.co/lJDpSPVd5z","RT @SaveFLWatersNow: ""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" https://t.co/1ZNiRmu4M4",FALSE
"36","Think again about hitting the beach 👀
No straws on the beach but waste is A-Okay! 👌 . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1079380802771845120","everyone",2018-12-30 14:16:51,FALSE,"1079380802771845120","91266385","en",NA,"https://pbs.twimg.com/profile_images/1618209900655411200/BaiJDBee_normal.jpg","NEW SINGLES 'Gritty' and 'Teein Off' releases Friday Feb 3rd 2023 (2/3/23)","Genolexis","Genolexis","2009-11-20T04:08:02.000Z",FALSE,FALSE,NA,"United States",0,0,0,0,0,NA,3355,1447,43729,83,"https://t.co/Y4QKR9leBk","Think again about hitting the beach 👀
No straws on the beach but waste is A-Okay! 👌 https://t.co/ZekEwde68u",FALSE
"37","I know I've been posting mostly feel good happy stuff but this is reality here in Florida.  I have shown you the beauty and the heartbreak on our beaches.... . https   www tampabay com st petersburg latest wastewater spills earn st petersburg a 2500 fine from the state 20181231","1080487664023932928","everyone",2019-01-02 15:35:08,FALSE,"1080487664023932928","587929705","en",NA,"https://pbs.twimg.com/profile_images/2334532342/qssz29sheq48qgcazkpt_normal.jpeg","I am a wife, mom, seamstress and photographer's assistant.  I have just a slight obsession with vintage, sewing and coffee!","TheDarlingPlum","The_DarlingPlum","2012-05-23T02:07:54.000Z",FALSE,FALSE,NA,"Naples FL",0,0,0,0,0,NA,18,48,4101,1,"http://t.co/4Rg5UPRMK2","I know I've been posting mostly feel good happy stuff but this is reality here in Florida.  I have shown you the beauty and the heartbreak on our beaches.... https://t.co/ZiSi7ubDLu",FALSE
"38","In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills","1099821394425270272","everyone",2019-02-25 00:00:28,FALSE,"1099821394425270272","1088196428961406976","en",NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","American Water Security Project","awsproject","2019-01-23T22:07:01.000Z",FALSE,FALSE,NA,NA,1,0,2,0,0,NA,92,95,1368,1,"https://t.co/AR8sz1dyFZ","In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage",FALSE
"39","RT @awsproject: In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills","1099835071115288576","everyone",2019-02-25 00:54:49,FALSE,"1099835071115288576","121962605","en",NA,"https://pbs.twimg.com/profile_images/1279257856450211840/qdYT02PU_normal.jpg","Single father of 3: Human #resister #impeachtrump #republicanforbiden (Tomorrow there will be more of us) #publiclands and #oceans advocate","Texan for the Resistance","BrandonShuler","2010-03-11T04:43:24.000Z",FALSE,FALSE,NA,"St. Petersburg, Florida",1,0,0,0,0,NA,662,783,10053,21,NA,"RT @awsproject: In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage",FALSE
"40","New post: St. Petersburg suffers recent spate of minor wastewater spills – Tampa Bay Times . http   rumor cc index php 2019 05 25 st petersburg suffers recent spate of minor wastewater spills tampa bay times","1132175114886422529","everyone",2019-05-25 06:42:36,FALSE,"1132175114886422529","2909294017","en",NA,"https://pbs.twimg.com/profile_images/1128669202099818497/eGMemhQT_normal.png","Rumors","Rumors","rumor_cc","2014-11-24T16:54:00.000Z",FALSE,FALSE,NA,NA,0,0,0,0,0,NA,100,39,39260,0,"https://t.co/lDiTRqAhZW","New post: St. Petersburg suffers recent spate of minor wastewater spills – Tampa Bay Times https://t.co/kCdydmvgXL",FALSE
"41","So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
. https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1164587228129091586","everyone",2019-08-22 19:12:17,FALSE,"1164616298741075968","578516563","en","578516563","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.","gary","gporter812","2012-05-13T00:32:41.000Z",FALSE,FALSE,"1598475194154340353",NA,0,1,0,0,0,NA,438,413,53379,3,NA,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
https://t.co/fntJJiOvdG",FALSE
"42","I mean, given St. Pete's abhorrent record, I totally get that Mayor Kriseman's public engagement office is overly sensitive to stories like this, but to say it's not news when 6,980 gallons of wastewater spill into the Bay it's def news. ","1186394696265940992","everyone",2019-10-21 21:42:46,FALSE,"1186397439495983104","80961011","en","80961011","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Digital Editor @cl_tampabay, Roger Stone once called me a “pinko scribe.” Opinions own, ask for Signal, tips: cwolf@cltampa.com, cltampabay_tips@protonmail.com",".","WolfColin","2009-10-08T22:31:44.000Z",FALSE,FALSE,"1516496073300262917","Always eating lunch at my desk",0,1,1,0,0,NA,1979,0,13313,39,"https://t.co/y91EcuNO0B","I mean, given St. Pete's abhorrent record, I totally get that Mayor Kriseman's public engagement office is overly sensitive to stories like this, but to say it's not news when 6,980 gallons of wastewater spill into the Bay it's def news",FALSE
"43","The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida  @Fla_Pol. https   floridapolitics com archives 311043 house panel appropriations bills","1195129366910513158","everyone",2019-11-15 00:00:20,FALSE,"1195129366910513158","1088196428961406976","en",NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","American Water Security Project","awsproject","2019-01-23T22:07:01.000Z",FALSE,FALSE,NA,NA,0,0,0,0,0,NA,92,95,1368,1,"https://t.co/AR8sz1dyFZ","The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida https://t.co/Xtcp8SdLoR @Fla_Pol",FALSE
"44","#TBT #ThrowbackThursday to that time when 19 Amarex KRT #pumps were installed to ensure that up to 98 percent of St. Petersburg #wastewater was treated in a WWTP before being discharged into the Baltic Sea. . https   www ksb com ksb en Press_and_News References st petersburg waste water pumping station 3085862","1215349082509783040","everyone",2020-01-09 19:06:16,FALSE,"1215349082509783040","361377404","en",NA,"https://pbs.twimg.com/profile_images/1536098785/ksbtwitte_normal.jpg","KSB is the leading supplier for pumps, valves and related systems supported by the combined engineering, research and scientific capabilities for 140 years","KSB Solutions in USA","KSBUSA","2011-08-24T18:00:18.000Z",FALSE,FALSE,NA,NA,1,0,0,0,0,NA,1481,1422,2698,11,"http://t.co/fS58aazirG","#TBT #ThrowbackThursday to that time when 19 Amarex KRT #pumps were installed to ensure that up to 98 percent of St. Petersburg #wastewater was treated in a WWTP before being discharged into the Baltic Sea. https://t.co/2oI9E16jMa",FALSE
"45","RT @KSBUSA: #TBT #ThrowbackThursday to that time when 19 Amarex KRT #pumps were installed to ensure that up to 98 percent of St. Petersburg #wastewater was treated in a WWTP before being discharged into the Baltic Sea. . https   www ksb com ksb en Press_and_News References st petersburg waste water pumping station 3085862","1215349627760840704","everyone",2020-01-09 19:08:26,FALSE,"1215349627760840704","316890146","en",NA,"https://pbs.twimg.com/profile_images/1010982429425897475/GSALd95D_normal.jpg","Information and CONNECTION HUB for the #pump and related equipment industries | Connect. Inform. Educate. #PumpTalk #EPIC2022","Empowering Pumps & Equipment","EmpoweringPumps","2011-06-14T03:35:03.000Z",FALSE,FALSE,"1615783878060294173","Tuscaloosa, AL",1,0,0,0,0,NA,10102,10023,104814,505,"https://t.co/vEcOxd4v1J","RT @KSBUSA: #TBT #ThrowbackThursday to that time when 19 Amarex KRT #pumps were installed to ensure that up to 98 percent of St. Petersburg #wastewater was treated in a WWTP before being discharged into the Baltic Sea. https://t.co/2oI9E16jMa",FALSE
"46","@MaureenCBerry St. Pete wastewater gets dumped into the bay sometimes too. 🤷🏽‍♂️. ","1265361399397658626","everyone",2020-05-26 19:35:46,FALSE,"1265366033457700864","129615849","en","123266721","https://pbs.twimg.com/profile_images/1621588650571038720/0Wgo07-L_normal.jpg","Writer for 10+ years. 🇵🇷 Raised on Super Burritos 🌯. Cuban Sandwiches have salami. Opinions are my own. carloshernandesu@gmail.com","Carlos Hernandez (Carlos Eats)","carloseats","2010-04-04T22:17:03.000Z",FALSE,FALSE,"1623725928281960451","TPA ✈️  SF",0,1,0,0,0,NA,12292,13460,340175,304,"https://t.co/PY6jL6b4b8","@MaureenCBerry St. Pete wastewater gets dumped into the bay sometimes too. 🤷🏽‍♂️",FALSE
"47","@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  



1/5. https   www helsinkitimes fi finland finland news domestic 12804 russian wastewater not treated but flows to the gulf of finland html","1265539767896281090","everyone",2020-05-28 18:08:49,FALSE,"1266068929828528128","14204549","en","1006419421244678144","https://pbs.twimg.com/profile_images/1180869041369620485/U-4GHOXq_normal.jpg","They who would not sacrifice their own souls to save the whole world, are, as it seems to me, illogical in all their inferences, collectively. - CS Peirce","neuroplastic","mylesbyrne","2008-03-24T00:48:48.000Z",FALSE,FALSE,"1514564997929742338","http://bitly.ws/zgSs",0,1,0,0,0,NA,561,1240,6239,12,"https://t.co/mqzrDWrLG5","@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  

https://t.co/7FsvAQUUHy

1/5",FALSE
"48","So glad that @Kriseman found a use for that excess wastewater that St. Pete used to dump in the Bay. . https   twitter com albamonica status 1321883419673038860","1321927813017030658","everyone",2020-10-29 21:32:05,FALSE,"1321927813017030658","1279179535519539201","en",NA,"https://pbs.twimg.com/profile_images/1279183429804924928/GKF_dQrh_normal.jpg","I’m back #BoneFam. Suck a bag of fucks ! love ya !","Dominic Fabiscus","RealDomFabiscus","2020-07-03T22:25:54.000Z",FALSE,FALSE,NA,"Seminole, FL",0,0,2,0,0,"01e32cf975801396",318,374,4561,1,NA,"So glad that @Kriseman found a use for that excess wastewater that St. Pete used to dump in the Bay. https://t.co/p4yVfNwFbS",FALSE
"49","Some big company dumped chemicals into a river in St Petersburg and now there’s soap-like foam /everywhere/ and that, to me, sounds delightful. ","1342152748536631300","everyone",2020-12-24 16:58:45,FALSE,"1342152748536631300","1282107811770572801","en",NA,"https://pbs.twimg.com/profile_images/1378507623989964803/PHNLqRK9_normal.jpg","He/him, Danish, certified Unus, 19 #mementomori 🖤🤍","Rat Boi 🏳️‍🌈 ⌛️","BossZachariah","2020-07-12T00:21:53.000Z",FALSE,FALSE,"1288802348513529856","Pssst drink water",0,0,0,0,0,NA,30,125,472,0,NA,"Some big company dumped chemicals into a river in St Petersburg and now there’s soap-like foam /everywhere/ and that, to me, sounds delightful",FALSE
"50","Meanwhile in Russia.
St Petersburg has masses of foam from the river.
Allegedly from dumping of chemicals, which is currently under investigation. . https   twitter com paperpaper_ru status 1342089716091523073","1342455109196931073","everyone",2020-12-25 13:00:14,FALSE,"1342455109196931073","245966741","en",NA,"https://pbs.twimg.com/profile_images/1570751435356110849/85JxPIsN_normal.jpg","UK. Russia, Ukraine, foreign affairs specialist. Cymru,  Londoner 🔱 🇪🇺 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇬🇧  русолог","irGwyn","irGwyn","2011-02-01T21:07:33.000Z",FALSE,FALSE,"1435718397979934720","United Kingdom",0,0,0,0,0,NA,471,827,22296,3,NA,"Meanwhile in Russia.
St Petersburg has masses of foam from the river.
Allegedly from dumping of chemicals, which is currently under investigation. https://t.co/1H1CnkEw1D",FALSE
"51","#FL #TampaBay #StPetersburg #RedTide  #Florida  #SunshineCoast Governor #DeathSantis  President Biden's new bill will repair our  #Infrastucture If Republicans and #McConnell don't obstruct the process!  . http   a msn com 01 en us BB1figBI","1378717026919792643","everyone",2021-04-04 14:32:09,FALSE,"1378717026919792643","1300096949471916034","en",NA,"https://pbs.twimg.com/profile_images/1524530354215956480/FQqvx-_q_normal.jpg","Mom of 5. Blessed with many grandkids. The world is a beautiful place !   #VoteBlue in #Roevember for #WomensRights #VotingRights #GunSafety #ClimateCrisis !!!","Sandy L","LaporteSandy","2020-08-30T15:45:38.000Z",FALSE,FALSE,NA,NA,1,0,3,0,0,NA,3253,4875,6981,2,NA,"#FL #TampaBay #StPetersburg #RedTide  #Florida  #SunshineCoast Governor #DeathSantis  President Biden's new bill will repair our  #Infrastucture If Republicans and #McConnell don't obstruct the process!  https://t.co/0cizn5GT4C",FALSE
"52","RT @LaporteSandy: #FL #TampaBay #StPetersburg #RedTide  #Florida  #SunshineCoast Governor #DeathSantis  President Biden's new bill will repair our  #Infrastucture If Republicans and #McConnell don't obstruct the process!  . http   a msn com 01 en us BB1figBI","1378823438660476931","everyone",2021-04-04 21:34:59,FALSE,"1378823438660476931","1300096949471916034","en",NA,"https://pbs.twimg.com/profile_images/1524530354215956480/FQqvx-_q_normal.jpg","Mom of 5. Blessed with many grandkids. The world is a beautiful place !   #VoteBlue in #Roevember for #WomensRights #VotingRights #GunSafety #ClimateCrisis !!!","Sandy L","LaporteSandy","2020-08-30T15:45:38.000Z",FALSE,FALSE,NA,NA,1,0,0,0,0,NA,3253,4875,6981,2,NA,"RT @LaporteSandy: #FL #TampaBay #StPetersburg #RedTide  #Florida  #SunshineCoast Governor #DeathSantis  President Biden's new bill will repair our  #Infrastucture If Republicans and #McConnell don't obstruct the process!  https://t.co/0cizn5GT4C",FALSE
"53","@Retrophaze I believe they PICK holidays to dump this crap - like New Years Ever 2018 St Pete dumped 1 Million gallons of RAW SEWAGE into Tampa Bay . https   www tampabay com tampa nearly 1 million gallons of wastewater spilled around tampa bay 20181224","1378738773522055171","everyone",2021-04-04 23:39:55,FALSE,"1378854876214616067","83115945","en","122423720","https://pbs.twimg.com/profile_images/1262160740/Deborah_Dolen_Google_2_normal.jpg","Bestselling Author Deborah Dolen ♥ DIY Books & Film ♥ ✮On Amazon ☆ Barnes Noble☆ Anna Maria Island ☆ [got snacks will travel] ☆ Flavorist Extraordinaire CBD ♥","Deborah Dolen","DeborahDolen","2009-10-17T11:52:59.000Z",FALSE,FALSE,"1313327653907292160","Lat 27° 30'  |✈| Long 82° 43'",0,1,1,0,0,NA,62258,1767,22130,60,"http://t.co/xvs1oMNnz7","@Retrophaze I believe they PICK holidays to dump this crap - like New Years Ever 2018 St Pete dumped 1 Million gallons of RAW SEWAGE into Tampa Bay https://t.co/KiQIeiqdno",FALSE
"54","Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
. https   www nydailynews com news national ny florida toxic water spill over piney point 20210406 y4ey3f2e4jhfnmtm55ccqc5rci story html","1379578179036315651","everyone",2021-04-06 23:34:03,FALSE,"1379578179036315651","9763482","en",NA,"https://pbs.twimg.com/profile_images/1197327700945506304/kWMTzTP1_normal.jpg","NY's Hometown Paper 🍎 Breaking news, national, sports, politics, entertainment NYC & beyond / https://t.co/tfwD5LdIpa / About https://t.co/9B07JvP0dO ➡️ https://t.co/NCJJMDhvcf","New York Daily News","NYDailyNews","2007-10-29T00:07:35.000Z",FALSE,TRUE,"1623877327481364493","New York / fb.com/nydailynews",5,3,10,0,0,NA,816073,722,397515,11093,"https://t.co/0UlNdSH0rW","Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
https://t.co/NnClm6wpKZ",FALSE
"55","RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
. https   www nydailynews com news national ny florida toxic water spill over piney point 20210406 y4ey3f2e4jhfnmtm55ccqc5rci story html","1379579785408618502","everyone",2021-04-06 23:40:26,FALSE,"1379579785408618502","1163887880","en",NA,"https://pbs.twimg.com/profile_images/1020401809305882626/-O2VCclm_normal.jpg","From the beach","ken crichlow","ken_crichlow","2013-02-09T19:43:28.000Z",FALSE,FALSE,NA,"Brooklyn",5,0,0,0,0,NA,3155,5004,837011,484,NA,"RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
https://t.co/NnClm6wpKZ",FALSE
"56","RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
. https   www nydailynews com news national ny florida toxic water spill over piney point 20210406 y4ey3f2e4jhfnmtm55ccqc5rci story html","1379580452881760257","everyone",2021-04-06 23:43:05,FALSE,"1379580452881760257","1349448279151550464","en",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","ricardo","ricardo52479689","2021-01-13T20:08:46.000Z",FALSE,FALSE,NA,NA,5,0,0,0,0,NA,23,128,3872,0,NA,"RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
https://t.co/NnClm6wpKZ",FALSE
"57","RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
. https   www nydailynews com news national ny florida toxic water spill over piney point 20210406 y4ey3f2e4jhfnmtm55ccqc5rci story html","1379580923428093970","everyone",2021-04-06 23:44:58,FALSE,"1379580923428093970","1659190862","en",NA,"https://pbs.twimg.com/profile_images/1591222717419819009/pX2w4f42_normal.jpg","pmc","pedro picapiedra","benignodelvalle","2013-08-10T03:41:07.000Z",FALSE,FALSE,NA,"latinamerica",5,0,0,0,0,NA,728,5005,77256,24,NA,"RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
https://t.co/NnClm6wpKZ",FALSE
"58","RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
. https   www nydailynews com news national ny florida toxic water spill over piney point 20210406 y4ey3f2e4jhfnmtm55ccqc5rci story html","1379594219266867200","everyone",2021-04-07 00:37:48,FALSE,"1379594219266867200","10469252","en",NA,"https://pbs.twimg.com/profile_images/1578772252132519936/BNHx-xQy_normal.jpg","Kita masih terlalu muda untuk sakit pinggang.","adam","zekte","2007-11-22T15:22:43.000Z",FALSE,FALSE,NA,"061",5,0,0,0,0,NA,174,176,119655,2,NA,"RT @NYDailyNews: Instead of toxic wastewater, some Florida residents were showered with good news.

More than 300 households in Manatee County, across Tampa Bay from St. Petersburg, were allowed to return home.
https://t.co/NnClm6wpKZ",FALSE
"59","According to the state Department of Environmental Protection, between Aug. 15 and Aug. 17, 2019, and again on Oct. 19, 2019, the St. Pete Beach discharged about 661,726 gallons of untreated wastewater into a storm drain leading into Boca Ciega Bay. . https   www tbnweekly com beaches article_ab2efbc2 cdfc 11eb 8825 83d2d0fa3223 html utm_campaign blox utm_source twitter utm_medium social","1406328696282230784","everyone",2021-06-19 19:11:04,FALSE,"1406328696282230784","51370388","en",NA,"https://pbs.twimg.com/profile_images/1111686519033679872/rF9pNQ7T_normal.png","Covering news and entertainment in Pinellas County FL","Tampa Bay Newspapers","TBNwebmaster","2009-06-27T06:45:07.000Z",FALSE,FALSE,NA,NA,0,0,0,0,0,NA,1528,101,8835,73,"http://t.co/crnbP0rBv6","According to the state Department of Environmental Protection, between Aug. 15 and Aug. 17, 2019, and again on Oct. 19, 2019, the St. Pete Beach discharged about 661,726 gallons of untreated wastewater into a storm drain leading into Boca Ciega Bay. https://t.co/bZgpbmvbjX",FALSE
"60","@JDVance1 @bkavoussi @SohrabAhmari Yeah, ask your Florida friends how well #DeathSantis cleaned up the chemical spill in May. Not so much fun at the beach for July 4th. . https   floridapolitics com archives 439886 st pete crews collect more than 6 tons of dead fish as red tide continues","1414029247446982658","everyone",2021-07-11 03:50:36,FALSE,"1414069589495922690","1150753012891209728","en","1542228578","https://pbs.twimg.com/profile_images/1150753946782375936/xZ6ioX0G_normal.jpg","Fighter for truth and justice, standing up to those who can't or won't.","@liberty&truth","truth_mmatters","2019-07-15T13:04:33.000Z",FALSE,FALSE,NA,NA,0,0,0,0,0,NA,269,651,16381,0,NA,"@JDVance1 @bkavoussi @SohrabAhmari Yeah, ask your Florida friends how well #DeathSantis cleaned up the chemical spill in May. Not so much fun at the beach for July 4th. https://t.co/eqjO7ZozAY",FALSE
"61","Last April wastewater from the Piney Point fertilizer plant in Tampa was pumped into the bay. It was an environmental disaster decades in the making. Tampa Bay is likely now seeing the consequences manifest as a  Red Tide crisis . https   www tampabay com news environment 2021 07 13 no red tide relief in sight as dead fish overwhelm st petersburg","1415307590897180672","everyone",2021-07-14 13:49:59,FALSE,"1415307590897180672","790202100","en",NA,"https://pbs.twimg.com/profile_images/1448639699040546824/vvw5lqJd_normal.jpg","Environment journalist @NatGeo | Previously at National Journal |Tejana | send tips/questions ➡️ sarah.gibbens@natgeo.com","Sarah Gibbens","Sarah_Gibbens","2012-08-29T21:40:18.000Z",FALSE,FALSE,NA,"Washington, DC",2,0,3,0,0,NA,5774,1890,6247,97,"https://t.co/apkEGDwRuN","Last April wastewater from the Piney Point fertilizer plant in Tampa was pumped into the bay. It was an environmental disaster decades in the making. Tampa Bay is likely now seeing the consequences manifest as a  Red Tide crisis https://t.co/mmqlNguVND",FALSE
"62","RT @Sarah_Gibbens: Last April wastewater from the Piney Point fertilizer plant in Tampa was pumped into the bay. It was an environmental disaster decades in the making. Tampa Bay is likely now seeing the consequences manifest as a  Red Tide crisis . https   www tampabay com news environment 2021 07 13 no red tide relief in sight as dead fish overwhelm st petersburg","1415309516426469379","everyone",2021-07-14 13:57:38,FALSE,"1415309516426469379","4926541","en",NA,"https://pbs.twimg.com/profile_images/1153668031735685120/ND7J2vvn_normal.jpg","Photojournalist, translator + poet.
In @nytimes, @natgeo + bookstores. 
Panamanian tisoy. @juntosphoto. 
They/thems plz.
https://t.co/GwVYBMKRrb","Ash Ponders","ashponders","2007-04-16T22:43:53.000Z",FALSE,FALSE,"1591911311562387456","PHX",2,0,0,0,0,NA,3374,2361,66146,123,"https://t.co/2mr8EQC2vV","RT @Sarah_Gibbens: Last April wastewater from the Piney Point fertilizer plant in Tampa was pumped into the bay. It was an environmental disaster decades in the making. Tampa Bay is likely now seeing the consequences manifest as a  Red Tide crisis https://t.co/mmqlNguVND",FALSE
"63","@young_yetti @chi7510 @NikkiFried @WhiteHouse ""Scientists are looking into whether rapidly spreading red tide blooms are linked to the state's decision to pump 215 million gallons of polluted wastewater into Tampa Bay last spring.+

. https   www baynews9 com fl tampa news 2021 07 08 red tide fish kills plague st  petersburg","1417500359380111361","everyone",2021-07-20 18:35:57,FALSE,"1417553885204525065","574163051","en","574163051","https://pbs.twimg.com/profile_images/1241483439192379393/jvWBwb8E_normal.jpg","Because 5 minutes after you read this you won't remember what you've read.","Chrystal","Chrystalos","2012-05-08T03:21:29.000Z",FALSE,FALSE,"1599783268484009985",NA,0,0,2,0,0,NA,369,89,37447,5,NA,"@young_yetti @chi7510 @NikkiFried @WhiteHouse ""Scientists are looking into whether rapidly spreading red tide blooms are linked to the state's decision to pump 215 million gallons of polluted wastewater into Tampa Bay last spring.+

https://t.co/Uo5robiWq3",FALSE
